dummy,fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
0,7442,326676,120,60,1542137522,586,1,1,3,32,ACQUIRING,MIXED,72,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.66137695,-1521.0255127,1192.85388184,558.024719238,LHC.BPM.1R5.B1_D,3609.20288086,-1883.52026367,1453.8861084,656.307250977,LHC.BPM.1L5.B2_D,4084.60620117,-1439.49133301,1619.55371094,614.727844238,LHC.BPM.1R5.B2_D,-3737.48974609,-2003.8807373,1496.15673828,835.681640625,266,4,2,0,0,11,50,160
1,7442,326676,120,64,1542137524,107,1,1,3,32,ACQUIRING,MIXED,71,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2973.10375977,-1521.40429688,1193.08325195,558.409851074,LHC.BPM.1R5.B1_D,3609.82592773,-1883.04663086,1454.2286377,655.977172852,LHC.BPM.1L5.B2_D,4084.92138672,-1439.67150879,1619.39343262,614.638305664,LHC.BPM.1R5.B2_D,-3737.89086914,-2003.80090332,1496.09924316,835.807678223,266,4,2,0,0,11,50,160
2,7442,326676,121,4,1542137525,521,1,1,3,32,ACQUIRING,MIXED,69,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.91967773,-1521.51660156,1146.15661621,639.584594727,LHC.BPM.1R5.B1_D,3609.52392578,-1882.85437012,1398.75341797,832.709106445,LHC.BPM.1L5.B2_D,4084.59765625,-1439.30871582,1612.56652832,525.023132324,LHC.BPM.1R5.B2_D,-3737.34838867,-2004.03552246,1451.00280762,746.936523438,266,4,2,0,0,11,50,160
3,7442,326676,121,8,1542137527,34,1,1,3,32,ACQUIRING,MIXED,68,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.95239258,-1521.15332031,1193.11096191,558.124938965,LHC.BPM.1R5.B1_D,3609.72875977,-1883.33947754,1454.39379883,656.360595703,LHC.BPM.1L5.B2_D,4084.24511719,-1439.35388184,1619.11401367,614.675598145,LHC.BPM.1R5.B2_D,-3737.13769531,-2004.02026367,1495.93212891,835.79699707,266,4,2,0,0,11,50,160
4,7442,326676,121,12,1542137528,447,1,1,3,32,ACQUIRING,MIXED,66,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2973.45141602,-1521.57543945,1193.20703125,558.426635742,LHC.BPM.1R5.B1_D,3610.13793945,-1882.96655273,1454.3885498,656.121337891,LHC.BPM.1L5.B2_D,4083.84570312,-1438.44970703,1618.83789062,614.229675293,LHC.BPM.1R5.B2_D,-3736.6940918,-2005.00061035,1495.64538574,836.316162109,266,4,2,0,0,11,50,160
5,7442,326676,121,16,1542137529,860,1,1,3,32,ACQUIRING,MIXED,65,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2973.39135742,-1521.52954102,1146.41125488,639.583312988,LHC.BPM.1R5.B1_D,3610.07324219,-1882.91174316,1399.03564453,832.616821289,LHC.BPM.1L5.B2_D,4083.80883789,-1438.6361084,1612.50292969,524.905700684,LHC.BPM.1R5.B2_D,-3736.58325195,-2004.77172852,1450.85852051,747.016784668,266,4,2,0,0,11,50,160
6,7442,326676,121,20,1542137531,375,1,1,3,32,ACQUIRING,MIXED,63,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.47509766,-1521.10046387,1145.94396973,639.45300293,LHC.BPM.1R5.B1_D,3609.04272461,-1883.3425293,1398.6003418,832.819580078,LHC.BPM.1L5.B2_D,4084.73779297,-1439.16333008,1612.90270996,524.95098877,LHC.BPM.1R5.B2_D,-3737.57983398,-2004.20666504,1451.265625,747.074829102,266,4,2,0,0,11,50,160
7,7442,326676,121,24,1542137532,787,1,1,3,32,ACQUIRING,MIXED,62,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.45800781,-1520.70690918,1192.95166016,557.910949707,LHC.BPM.1R5.B1_D,3609.02758789,-1883.71228027,1454.01220703,656.55291748,LHC.BPM.1L5.B2_D,4084.54272461,-1439.31518555,1619.02709961,614.724975586,LHC.BPM.1R5.B2_D,-3737.39135742,-2004.15917969,1495.88928223,835.781005859,266,4,2,0,0,11,50,160
8,7442,326676,121,28,1542137534,302,1,1,3,32,ACQUIRING,MIXED,60,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.15429688,-1521.19287109,1192.40551758,558.128112793,LHC.BPM.1R5.B1_D,3608.69506836,-1883.19628906,1453.48730469,656.38494873,LHC.BPM.1L5.B2_D,4084.83276367,-1438.49523926,1619.2109375,614.420837402,LHC.BPM.1R5.B2_D,-3737.75366211,-2004.89282227,1496.17871094,836.136108398,266,4,2,0,0,11,50,160
9,7442,326676,121,32,1542137535,715,1,1,3,32,ACQUIRING,MIXED,59,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.62695312,-1520.86889648,1145.83935547,639.369628906,LHC.BPM.1R5.B1_D,3608.20458984,-1883.58251953,1398.4777832,832.89453125,LHC.BPM.1L5.B2_D,4084.49169922,-1438.69677734,1612.67370605,524.766052246,LHC.BPM.1R5.B2_D,-3737.37719727,-2004.79003906,1450.9654541,747.222290039,266,4,2,0,0,11,50,160
10,7442,326676,121,36,1542137537,228,1,1,3,32,ACQUIRING,MIXED,58,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.92578125,-1520.68713379,1145.95800781,639.354309082,LHC.BPM.1R5.B1_D,3608.54174805,-1883.80639648,1398.63549805,832.948059082,LHC.BPM.1L5.B2_D,4084.97998047,-1438.63671875,1612.77832031,524.831481934,LHC.BPM.1R5.B2_D,-3738.00512695,-2004.65087891,1451.21240234,747.069458008,266,4,2,0,0,11,50,160
11,7442,326676,121,40,1542137538,641,1,1,3,32,ACQUIRING,MIXED,56,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.83374023,-1520.59277344,1192.47119141,557.927612305,LHC.BPM.1R5.B1_D,3608.34326172,-1883.84741211,1453.46228027,656.540771484,LHC.BPM.1L5.B2_D,4085.36108398,-1438.81945801,1619.82434082,614.459716797,LHC.BPM.1R5.B2_D,-3738.35449219,-2004.49755859,1496.73657227,836.063171387,266,4,2,0,0,11,50,160
12,7442,326676,121,44,1542137540,53,1,1,3,32,ACQUIRING,MIXED,55,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.12255859,-1520.21923828,1146.18359375,639.064208984,LHC.BPM.1R5.B1_D,3608.59228516,-1884.36291504,1398.83227539,833.36114502,LHC.BPM.1L5.B2_D,4085.140625,-1439.01477051,1612.6204834,524.984313965,LHC.BPM.1R5.B2_D,-3738.14355469,-2004.40551758,1451.06335449,746.99597168,266,4,2,0,0,11,50,160
13,7442,326676,121,48,1542137541,576,1,1,3,32,ACQUIRING,MIXED,53,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.36889648,-1520.30688477,1146.14672852,639.314880371,LHC.BPM.1R5.B1_D,3609.06591797,-1884.0723877,1398.8182373,833.002563477,LHC.BPM.1L5.B2_D,4085.31567383,-1438.76782227,1613.07287598,525.023864746,LHC.BPM.1R5.B2_D,-3738.17114258,-2004.60168457,1451.31994629,747.012512207,266,4,2,0,0,11,50,160
14,7442,326676,121,52,1542137542,988,1,1,3,32,ACQUIRING,MIXED,52,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.26953125,-1520.68322754,1192.63146973,558.044677734,LHC.BPM.1R5.B1_D,3608.72949219,-1883.68041992,1453.59265137,656.359863281,LHC.BPM.1L5.B2_D,4086.10498047,-1438.81750488,1620.12744141,614.271179199,LHC.BPM.1R5.B2_D,-3738.96459961,-2004.63317871,1497.11730957,836.235107422,266,4,2,0,0,11,50,160
15,7442,326676,121,56,1542137544,502,1,1,3,32,ACQUIRING,MIXED,50,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.92895508,-1521.09326172,1192.51831055,558.163391113,LHC.BPM.1R5.B1_D,3608.45385742,-1883.40966797,1453.5859375,656.221862793,LHC.BPM.1L5.B2_D,4084.59521484,-1439.4161377,1619.25891113,614.683410645,LHC.BPM.1R5.B2_D,-3737.47485352,-2003.93933105,1496.13183594,835.851257324,266,4,2,0,0,11,50,160
16,7442,326676,121,60,1542137545,919,1,1,3,32,ACQUIRING,MIXED,49,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.0534668,-1521.17993164,1146.09094238,639.59197998,LHC.BPM.1R5.B1_D,3608.52197266,-1883.2286377,1398.6628418,832.791687012,LHC.BPM.1L5.B2_D,4084.56713867,-1439.14697266,1612.73046875,524.874023438,LHC.BPM.1R5.B2_D,-3737.52124023,-2004.28918457,1451.17211914,747.126953125,266,4,2,0,0,11,50,160
17,7442,326676,121,64,1542137547,431,1,1,3,32,ACQUIRING,MIXED,47,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.56933594,-1520.77844238,1146.44958496,639.486938477,LHC.BPM.1R5.B1_D,3609.16650391,-1883.66040039,1399.08972168,832.972351074,LHC.BPM.1L5.B2_D,4084.453125,-1439.26477051,1612.43505859,524.975769043,LHC.BPM.1R5.B2_D,-3737.52368164,-2004.00061035,1450.9864502,746.915039062,266,4,2,0,0,11,50,160
18,7442,326676,122,4,1542137548,846,1,1,3,32,ACQUIRING,MIXED,46,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.89233398,-1521.04431152,1192.83398438,558.174743652,LHC.BPM.1R5.B1_D,3609.45117188,-1883.41625977,1453.90893555,656.199157715,LHC.BPM.1L5.B2_D,4084.11547852,-1438.80053711,1619.20446777,614.320251465,LHC.BPM.1R5.B2_D,-3737.1496582,-2004.49890137,1496.03039551,836.241821289,266,4,2,0,0,11,50,160
19,7442,326676,122,8,1542137550,263,1,1,3,32,ACQUIRING,MIXED,45,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.89916992,-1521.45898438,1192.73083496,558.133178711,LHC.BPM.1R5.B1_D,3608.41455078,-1883.05297852,1453.78369141,656.298950195,LHC.BPM.1L5.B2_D,4085.63891602,-1438.7545166,1619.89465332,614.320800781,LHC.BPM.1R5.B2_D,-3738.50732422,-2004.56066895,1496.59057617,836.184143066,266,4,2,0,0,11,50,160
20,7442,326676,122,12,1542137551,777,1,1,3,32,ACQUIRING,MIXED,43,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.24243164,-1521.84191895,1146.05236816,640.16394043,LHC.BPM.1R5.B1_D,3608.67114258,-1882.57641602,1398.60595703,832.219116211,LHC.BPM.1L5.B2_D,4085.49780273,-1438.74475098,1612.84729004,524.928283691,LHC.BPM.1R5.B2_D,-3738.55004883,-2004.73095703,1451.53588867,747.157043457,266,4,2,0,0,11,50,160
21,7442,326676,122,16,1542137553,200,1,1,3,32,ACQUIRING,MIXED,42,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.12011719,-1520.9074707,1146.44055176,639.568847656,LHC.BPM.1R5.B1_D,3608.43701172,-1883.52331543,1398.86706543,832.797607422,LHC.BPM.1L5.B2_D,4085.58276367,-1439.5513916,1612.71057129,525.199829102,LHC.BPM.1R5.B2_D,-3738.72998047,-2003.88500977,1451.50744629,746.874694824,266,4,2,0,0,11,50,160
22,7442,326676,122,20,1542137554,714,1,1,3,32,ACQUIRING,MIXED,40,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.90014648,-1521.00683594,1192.85839844,558.073974609,LHC.BPM.1R5.B1_D,3609.3137207,-1883.40429688,1454.03259277,656.37487793,LHC.BPM.1L5.B2_D,4085.67236328,-1438.7364502,1620.17028809,614.058166504,LHC.BPM.1R5.B2_D,-3738.71044922,-2004.62060547,1496.74682617,836.391235352,266,4,2,0,0,11,50,160
23,7442,326676,122,24,1542137556,126,1,1,3,32,ACQUIRING,MIXED,39,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.23168945,-1521.01464844,1192.47668457,557.921264648,LHC.BPM.1R5.B1_D,3608.65942383,-1883.48754883,1453.62316895,656.561889648,LHC.BPM.1L5.B2_D,4086.21508789,-1438.58349609,1620.41003418,613.974731445,LHC.BPM.1R5.B2_D,-3739.26586914,-2004.77294922,1497.01965332,836.413269043,266,4,2,0,0,11,50,160
24,7442,326676,122,28,1542137557,538,1,1,3,32,ACQUIRING,MIXED,37,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.3918457,-1520.39367676,1146.43798828,639.245605469,LHC.BPM.1R5.B1_D,3608.74316406,-1884.14562988,1398.8425293,833.206726074,LHC.BPM.1L5.B2_D,4086.48486328,-1438.40600586,1613.13549805,525.020629883,LHC.BPM.1R5.B2_D,-3739.49047852,-2004.87084961,1451.86706543,747.052612305,266,4,2,0,0,11,50,160
25,7442,326676,122,32,1542137559,52,1,1,3,32,ACQUIRING,MIXED,36,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2973.03710938,-1520.84655762,1192.98596191,558.279663086,LHC.BPM.1R5.B1_D,3609.37719727,-1883.65307617,1454.12756348,656.169921875,LHC.BPM.1L5.B2_D,4085.7800293,-1438.22973633,1619.86669922,613.840454102,LHC.BPM.1R5.B2_D,-3738.86254883,-2005.22399902,1496.54138184,836.696350098,266,4,2,0,0,11,50,160
26,7442,326676,122,36,1542137560,464,1,1,3,32,ACQUIRING,MIXED,34,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.26635742,-1521.50427246,1192.42871094,558.400085449,LHC.BPM.1R5.B1_D,3608.68774414,-1883.00463867,1453.59667969,656.03338623,LHC.BPM.1L5.B2_D,4087.1862793,-1437.9329834,1620.83642578,613.923828125,LHC.BPM.1R5.B2_D,-3740.22167969,-2005.49438477,1497.5637207,836.588806152,266,4,2,0,0,11,50,160
27,7442,326676,122,40,1542137561,976,1,1,3,32,ACQUIRING,MIXED,33,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.23120117,-1521.59997559,1146.36352539,639.71862793,LHC.BPM.1R5.B1_D,3608.57470703,-1882.9387207,1398.74121094,832.783325195,LHC.BPM.1L5.B2_D,4087.50439453,-1437.83276367,1613.52587891,524.622314453,LHC.BPM.1R5.B2_D,-3740.63574219,-2005.46960449,1452.23754883,747.356933594,266,4,2,0,0,11,50,160
28,7442,326676,122,44,1542137563,388,1,1,3,32,ACQUIRING,MIXED,31,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2972.078125,-1520.86108398,1145.953125,639.48236084,LHC.BPM.1R5.B1_D,3608.42333984,-1883.61950684,1398.36755371,833.003662109,LHC.BPM.1L5.B2_D,4086.48730469,-1436.93554688,1613.31335449,524.194763184,LHC.BPM.1R5.B2_D,-3739.48974609,-2006.49023438,1451.98413086,747.873840332,266,4,2,0,0,11,50,160
29,7442,326676,122,48,1542137564,901,1,1,3,32,ACQUIRING,MIXED,30,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2971.33398438,-1520.53222656,1192.14978027,557.78918457,LHC.BPM.1R5.B1_D,3607.76147461,-1883.96899414,1453.3470459,656.621154785,LHC.BPM.1L5.B2_D,4086.59741211,-1437.1776123,1620.35302734,613.836181641,LHC.BPM.1R5.B2_D,-3739.79516602,-2006.14282227,1497.17431641,836.606018066,266,4,2,0,0,11,50,160
30,7442,326676,122,52,1542137566,317,1,1,3,32,ACQUIRING,MIXED,29,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2970.99902344,-1520.65661621,1191.95324707,557.79864502,LHC.BPM.1R5.B1_D,3607.12475586,-1883.8651123,1453.015625,656.602844238,LHC.BPM.1L5.B2_D,4087.12524414,-1437.53344727,1620.57580566,614.038513184,LHC.BPM.1R5.B2_D,-3740.21557617,-2005.8963623,1497.44262695,836.452026367,266,4,2,0,0,11,50,160
31,7442,326676,122,56,1542137567,829,1,1,3,32,ACQUIRING,MIXED,27,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.99804688,-1519.87451172,1145.10437012,638.9609375,LHC.BPM.1R5.B1_D,3606.16748047,-1884.70031738,1397.44506836,833.606994629,LHC.BPM.1L5.B2_D,4086.67138672,-1437.41796875,1613.14123535,524.179260254,LHC.BPM.1R5.B2_D,-3739.81567383,-2006.04248047,1451.72241211,747.949951172,266,4,2,0,0,11,50,160
32,7442,326676,122,60,1542137569,243,1,1,3,32,ACQUIRING,MIXED,26,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2970.68945312,-1518.87268066,1145.45214844,638.891662598,LHC.BPM.1R5.B1_D,3606.93603516,-1885.72839355,1397.81945801,833.682617188,LHC.BPM.1L5.B2_D,4085.67089844,-1436.91516113,1613.39038086,524.059326172,LHC.BPM.1R5.B2_D,-3738.98681641,-2006.43823242,1452.18005371,747.969726562,266,4,2,0,0,11,50,160
33,7442,326676,122,64,1542137570,655,1,1,3,32,ACQUIRING,MIXED,24,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.91259766,-1519.21569824,1191.54101562,557.348876953,LHC.BPM.1R5.B1_D,3605.94262695,-1885.33813477,1452.46887207,657.032287598,LHC.BPM.1L5.B2_D,4087.68994141,-1436.8338623,1621.13391113,613.695800781,LHC.BPM.1R5.B2_D,-3740.86425781,-2006.4597168,1497.81591797,836.764038086,266,4,2,0,0,11,50,160
34,7442,326676,123,4,1542137572,175,1,1,3,32,ACQUIRING,MIXED,23,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.50878906,-1519.39282227,1191.76171875,557.357910156,LHC.BPM.1R5.B1_D,3605.65625,-1885.21472168,1452.71313477,657.106994629,LHC.BPM.1L5.B2_D,4089.07177734,-1436.8692627,1621.46557617,613.726745605,LHC.BPM.1R5.B2_D,-3742.30932617,-2006.58325195,1498.06091309,836.889709473,266,4,2,0,0,11,50,160
35,7442,326676,123,8,1542137573,588,1,1,3,32,ACQUIRING,MIXED,21,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.62182617,-1518.40612793,1145.00830078,638.271362305,LHC.BPM.1R5.B1_D,3605.76879883,-1886.18127441,1397.44628906,834.294494629,LHC.BPM.1L5.B2_D,4088.53149414,-1437.2824707,1613.73925781,524.406616211,LHC.BPM.1R5.B2_D,-3741.71435547,-2006.26538086,1452.6204834,747.70916748,266,4,2,0,0,11,50,160
36,7442,326676,123,12,1542137575,102,1,1,3,32,ACQUIRING,MIXED,20,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.22851562,-1518.39453125,1145.00854492,638.578186035,LHC.BPM.1R5.B1_D,3605.23779297,-1886.01477051,1397.43408203,833.887573242,LHC.BPM.1L5.B2_D,4087.86669922,-1436.33459473,1613.70861816,524.220458984,LHC.BPM.1R5.B2_D,-3741.20751953,-2007.23620605,1452.76000977,748.006774902,266,4,2,0,0,11,50,160
37,7442,326676,123,16,1542137576,516,1,1,3,32,ACQUIRING,MIXED,18,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2969.95776367,-1518.89880371,1192.03405762,557.430114746,LHC.BPM.1R5.B1_D,3606.00732422,-1885.54846191,1452.92260742,657.006958008,LHC.BPM.1L5.B2_D,4088.5300293,-1436.64892578,1621.50671387,613.401855469,LHC.BPM.1R5.B2_D,-3741.78198242,-2006.70031738,1497.98693848,836.931091309,266,4,2,0,0,11,50,160
38,7442,326676,123,20,1542137578,32,1,1,3,32,ACQUIRING,MIXED,17,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2970.1887207,-1519.35498047,1145.19226074,638.938781738,LHC.BPM.1R5.B1_D,3606.28955078,-1885.16455078,1397.65844727,833.587158203,LHC.BPM.1L5.B2_D,4088.6015625,-1436.79211426,1613.76599121,524.330627441,LHC.BPM.1R5.B2_D,-3741.86914062,-2006.72058105,1452.82800293,748.020629883,266,4,2,0,0,11,50,160
39,7442,326676,123,24,1542137579,445,1,1,3,32,ACQUIRING,MIXED,15,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2968.90429688,-1518.77905273,1144.8482666,638.819946289,LHC.BPM.1R5.B1_D,3604.89648438,-1885.73522949,1397.24304199,833.73260498,LHC.BPM.1L5.B2_D,4087.34228516,-1437.57458496,1613.36645508,524.350097656,LHC.BPM.1R5.B2_D,-3740.46728516,-2005.88891602,1452.30773926,747.991149902,266,4,2,0,0,11,50,160
40,7442,326676,123,28,1542137580,858,1,1,3,32,ACQUIRING,MIXED,14,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2968.48193359,-1518.50683594,1191.05041504,556.883178711,LHC.BPM.1R5.B1_D,3604.54199219,-1886.02880859,1451.9753418,657.549377441,LHC.BPM.1L5.B2_D,4086.90551758,-1437.97839355,1620.6003418,614.326660156,LHC.BPM.1R5.B2_D,-3740.02099609,-2005.58166504,1497.08666992,836.067199707,266,4,2,0,0,11,50,160
41,7442,326676,123,32,1542137582,371,1,1,3,32,ACQUIRING,MIXED,12,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2968.79833984,-1518.54492188,1191.37097168,556.995239258,LHC.BPM.1R5.B1_D,3604.75732422,-1885.9309082,1452.29992676,657.326477051,LHC.BPM.1L5.B2_D,4088.43603516,-1437.94689941,1621.39904785,614.070617676,LHC.BPM.1R5.B2_D,-3741.56713867,-2005.41967773,1497.87341309,836.209350586,266,4,2,0,0,11,50,160
42,7442,326676,123,36,1542137583,784,1,1,3,32,ACQUIRING,MIXED,11,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2968.75170898,-1518.25915527,1144.74047852,638.51385498,LHC.BPM.1R5.B1_D,3604.64013672,-1886.15942383,1396.99926758,834.058410645,LHC.BPM.1L5.B2_D,4088.35839844,-1438.50598145,1613.70239258,525.021850586,LHC.BPM.1R5.B2_D,-3741.55761719,-2004.94836426,1452.71459961,747.348510742,266,4,2,0,0,11,50,160
43,7442,326676,123,40,1542137585,297,1,1,3,32,ACQUIRING,MIXED,10,0.0,-0.0518624186516,0.0433422215283,0.0518624186516,-0.0433422215283,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2970.7746582,-1518.51171875,1145.81750488,638.67010498,LHC.BPM.1R5.B1_D,3606.77929688,-1886.02026367,1398.08032227,833.912475586,LHC.BPM.1L5.B2_D,4088.60449219,-1438.97607422,1614.13427734,525.076904297,LHC.BPM.1R5.B2_D,-3741.75488281,-2004.49987793,1453.10168457,747.362060547,266,4,2,0,0,11,50,160
