dummy,fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
244,7442,326676,138,44,1542137936,435,1,19,3,32,ACQUIRING,MIXED,26,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.31201172,-1500.78820801,1193.21838379,550.186218262,LHC.BPM.1R5.B1_D,3607.97241211,-1857.62316895,1454.09155273,646.192321777,LHC.BPM.1L5.B2_D,4078.93286133,-1396.44580078,1617.66992188,597.995788574,LHC.BPM.1R5.B2_D,-3732.23242188,-1950.35119629,1494.60839844,814.71081543,266,4,2,0,0,11,50,160
245,7442,326676,138,48,1542137937,848,1,19,3,32,ACQUIRING,MIXED,24,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.59277344,-1500.93811035,1146.7286377,632.089599609,LHC.BPM.1R5.B1_D,3608.2980957,-1857.37414551,1398.99597168,822.911010742,LHC.BPM.1L5.B2_D,4078.84179688,-1396.58911133,1610.81396484,508.215179443,LHC.BPM.1R5.B2_D,-3732.109375,-1950.31762695,1449.37304688,726.154296875,266,4,2,0,0,11,50,160
246,7442,326676,138,52,1542137939,261,1,19,3,32,ACQUIRING,MIXED,23,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.89770508,-1501.05419922,1146.51269531,632.167419434,LHC.BPM.1R5.B1_D,3607.48046875,-1857.24450684,1398.66821289,822.767883301,LHC.BPM.1L5.B2_D,4079.07910156,-1396.58056641,1610.75561523,508.025817871,LHC.BPM.1R5.B2_D,-3732.30249023,-1950.2019043,1449.38110352,726.318359375,266,4,2,0,0,11,50,160
247,7442,326676,138,56,1542137940,774,1,19,3,32,ACQUIRING,MIXED,21,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.40698242,-1500.90258789,1193.29504395,550.082763672,LHC.BPM.1R5.B1_D,3608.01318359,-1857.37341309,1454.20495605,646.334533691,LHC.BPM.1L5.B2_D,4078.63378906,-1396.22436523,1617.58850098,597.903015137,LHC.BPM.1R5.B2_D,-3731.76416016,-1950.53417969,1494.35742188,814.725463867,266,4,2,0,0,11,50,160
248,7442,326676,138,60,1542137942,187,1,19,3,32,ACQUIRING,MIXED,20,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.51977539,-1501.02587891,1193.23242188,550.588684082,LHC.BPM.1R5.B1_D,3608.39624023,-1857.30090332,1454.1340332,645.872375488,LHC.BPM.1L5.B2_D,4078.53466797,-1395.94934082,1617.96191406,597.552062988,LHC.BPM.1R5.B2_D,-3731.90039062,-1950.84265137,1494.75891113,814.95904541,266,4,2,0,0,11,50,160
249,7442,326676,138,64,1542137943,701,1,19,3,32,ACQUIRING,MIXED,18,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.61694336,-1501.55358887,1146.75183105,632.180297852,LHC.BPM.1R5.B1_D,3608.29663086,-1856.79052734,1398.97290039,822.778259277,LHC.BPM.1L5.B2_D,4079.66845703,-1395.88842773,1611.21325684,508.111236572,LHC.BPM.1R5.B2_D,-3732.89135742,-1950.76245117,1449.88427734,726.266540527,266,4,2,0,0,11,50,160
250,7442,326676,139,4,1542137945,117,1,19,3,32,ACQUIRING,MIXED,17,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2973.00073242,-1501.42712402,1146.73205566,632.020324707,LHC.BPM.1R5.B1_D,3608.75854492,-1856.91015625,1398.96765137,822.938659668,LHC.BPM.1L5.B2_D,4078.9699707,-1396.58447266,1611.11181641,508.276000977,LHC.BPM.1R5.B2_D,-3732.15551758,-1950.15612793,1449.6204834,726.036010742,266,4,2,0,0,11,50,160
251,7442,326676,139,8,1542137946,629,1,19,3,32,ACQUIRING,MIXED,16,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.8034668,-1501.11450195,1193.40771484,550.402648926,LHC.BPM.1R5.B1_D,3608.44384766,-1857.28210449,1454.26672363,646.099304199,LHC.BPM.1L5.B2_D,4078.77392578,-1396.55981445,1617.34240723,597.923156738,LHC.BPM.1R5.B2_D,-3732.13818359,-1950.34069824,1494.41308594,814.859375,266,4,2,0,0,11,50,160
252,7442,326676,139,12,1542137948,41,1,19,3,32,ACQUIRING,MIXED,14,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.76220703,-1501.2611084,1146.69628906,632.139465332,LHC.BPM.1R5.B1_D,3608.48852539,-1857.1595459,1398.99914551,822.847106934,LHC.BPM.1L5.B2_D,4078.0715332,-1396.54199219,1610.55163574,508.264648438,LHC.BPM.1R5.B2_D,-3731.41699219,-1950.27709961,1449.04650879,725.987915039,266,4,2,0,0,11,50,160
253,7442,326676,139,16,1542137949,453,1,19,3,32,ACQUIRING,MIXED,13,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.17138672,-1501.66491699,1146.49377441,632.321838379,LHC.BPM.1R5.B1_D,3607.84301758,-1856.76940918,1398.7890625,822.708740234,LHC.BPM.1L5.B2_D,4077.98095703,-1396.56872559,1610.64453125,507.9972229,LHC.BPM.1R5.B2_D,-3731.26025391,-1950.10534668,1449.08935547,726.118713379,266,4,2,0,0,11,50,160
254,7442,326676,139,20,1542137950,968,1,19,3,32,ACQUIRING,MIXED,11,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.20239258,-1501.61547852,1193.17626953,550.502929688,LHC.BPM.1R5.B1_D,3607.86914062,-1856.78320312,1453.99487305,645.94317627,LHC.BPM.1L5.B2_D,4077.90527344,-1396.18139648,1617.13049316,597.907531738,LHC.BPM.1R5.B2_D,-3731.13061523,-1950.45617676,1494.15551758,814.875793457,266,4,2,0,0,11,50,160
255,7442,326676,139,24,1542137952,381,1,19,3,32,ACQUIRING,MIXED,10,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.83251953,-1501.21313477,1193.51220703,550.240661621,LHC.BPM.1R5.B1_D,3608.51708984,-1857.10241699,1454.34143066,646.176269531,LHC.BPM.1L5.B2_D,4078.35400391,-1396.50720215,1617.48632812,598.013549805,LHC.BPM.1R5.B2_D,-3731.55859375,-1950.18896484,1494.4597168,814.727966309,266,4,2,0,0,11,50,160
256,7442,326676,139,28,1542137953,894,1,19,3,32,ACQUIRING,MIXED,8,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2973.2512207,-1501.19689941,1146.99047852,632.258666992,LHC.BPM.1R5.B1_D,3608.97729492,-1857.1262207,1399.32458496,822.751708984,LHC.BPM.1L5.B2_D,4077.69165039,-1396.3371582,1610.13098145,508.01373291,LHC.BPM.1R5.B2_D,-3731.1315918,-1950.54870605,1448.79748535,726.341003418,266,4,2,0,0,11,50,160
257,7442,326676,139,32,1542137955,309,1,19,3,32,ACQUIRING,MIXED,7,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2973.84301758,-1501.46459961,1147.3581543,632.251953125,LHC.BPM.1R5.B1_D,3609.56005859,-1856.86132812,1399.67529297,822.794372559,LHC.BPM.1L5.B2_D,4077.67236328,-1396.58789062,1610.11450195,508.215606689,LHC.BPM.1R5.B2_D,-3731.21826172,-1950.25512695,1448.98425293,726.213439941,266,4,2,0,0,11,50,160
258,7442,326676,139,36,1542137956,823,1,19,3,32,ACQUIRING,MIXED,5,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2974.29150391,-1501.17993164,1193.96557617,550.236022949,LHC.BPM.1R5.B1_D,3610.11303711,-1857.14855957,1454.8939209,646.153137207,LHC.BPM.1L5.B2_D,4077.3671875,-1396.57446289,1617.25634766,598.008605957,LHC.BPM.1R5.B2_D,-3730.82714844,-1950.11108398,1494.04589844,814.516418457,266,4,2,0,0,11,50,160
259,7442,326676,139,40,1542137958,236,1,19,3,32,ACQUIRING,MIXED,4,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2975.28637695,-1501.19140625,1194.18347168,550.45690918,LHC.BPM.1R5.B1_D,3611.07177734,-1857.06237793,1455.1081543,645.860107422,LHC.BPM.1L5.B2_D,4076.72827148,-1395.5559082,1617.06054688,597.253173828,LHC.BPM.1R5.B2_D,-3730.03344727,-1951.11096191,1493.78088379,815.213439941,266,4,2,0,0,11,50,160
260,7442,326676,139,44,1542137959,750,1,19,3,32,ACQUIRING,MIXED,2,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2974.78149414,-1501.56860352,1147.53076172,632.340698242,LHC.BPM.1R5.B1_D,3610.60253906,-1856.79968262,1399.85327148,822.815979004,LHC.BPM.1L5.B2_D,4077.52514648,-1395.9005127,1610.44152832,508.438537598,LHC.BPM.1R5.B2_D,-3730.87744141,-1950.81079102,1449.29553223,726.070800781,266,4,2,0,0,11,50,160
261,7442,326676,139,48,1542137961,162,1,19,3,32,ACQUIRING,MIXED,1,-0.0240841247141,-0.0277782939374,0.0433422215283,0.10003066808,-0.0433422215283,0.0240841247141,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2974.51293945,-1501.63537598,1147.47668457,632.233215332,LHC.BPM.1R5.B1_D,3610.10009766,-1856.59887695,1399.69714355,822.831726074,LHC.BPM.1L5.B2_D,4077.54321289,-1396.03955078,1609.99145508,508.393280029,LHC.BPM.1R5.B2_D,-3731.06591797,-1950.67114258,1448.95874023,726.024719238,266,4,2,0,0,11,50,160
262,7442,326676,140,8,1542137969,944,1,21,3,32,ACQUIRING,MIXED,2,0.0,-0.0036941699218,0.0433422215283,0.10003066808,-0.0433422215283,0.0481682494283,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.33764648,-1480.7130127,1146.28051758,623.592529297,LHC.BPM.1R5.B1_D,3607.0390625,-1835.53771973,1398.53259277,813.647827148,LHC.BPM.1L5.B2_D,4078.00683594,-1396.09570312,1610.42077637,507.93762207,LHC.BPM.1R5.B2_D,-3731.36987305,-1951.31713867,1449.25683594,726.578308105,266,4,2,0,0,11,50,160
263,7442,326676,140,12,1542137971,358,1,21,3,32,ACQUIRING,MIXED,1,0.0,-0.0036941699218,0.0433422215283,0.10003066808,-0.0433422215283,0.0481682494283,0.0,0.0481682494283,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.2878418,-1477.04504395,1146.49450684,622.921264648,LHC.BPM.1R5.B1_D,3607.00097656,-1832.68200684,1398.70178223,813.127929688,LHC.BPM.1L5.B2_D,4077.52661133,-1396.57458496,1610.3503418,507.893981934,LHC.BPM.1R5.B2_D,-3730.68334961,-1951.09350586,1449.015625,726.713989258,266,4,2,0,0,11,50,160
264,7442,326676,140,36,1542137980,143,1,23,3,32,ACQUIRING,MIXED,2,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.19189453,-1477.39770508,1193.48510742,540.958007812,LHC.BPM.1R5.B1_D,3607.90795898,-1831.31286621,1454.23168945,635.714050293,LHC.BPM.1L5.B2_D,4077.83837891,-1415.51464844,1617.27966309,605.857299805,LHC.BPM.1R5.B2_D,-3730.84008789,-1979.37414551,1493.79699707,826.178161621,266,4,2,0,0,11,50,160
265,7442,326676,140,40,1542137981,555,1,23,3,32,ACQUIRING,MIXED,1,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.92260742,-1477.46582031,1146.02209473,622.879882812,LHC.BPM.1R5.B1_D,3607.63256836,-1831.37512207,1398.41943359,812.879699707,LHC.BPM.1L5.B2_D,4078.49511719,-1415.97009277,1611.06030273,515.74798584,LHC.BPM.1R5.B2_D,-3731.54711914,-1980.0604248,1449.88647461,738.24017334,266,4,2,0,0,11,50,160
266,7442,326676,140,44,1542137982,967,1,24,3,32,ACQUIRING,MIXED,72,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.3581543,-1477.35961914,1193.04138184,540.873657227,LHC.BPM.1R5.B1_D,3607.09106445,-1831.27416992,1453.80566406,635.633728027,LHC.BPM.1L5.B2_D,4078.97290039,-1415.68225098,1617.65563965,605.634277344,LHC.BPM.1R5.B2_D,-3732.0925293,-1980.21386719,1494.22583008,826.304382324,266,4,2,0,0,11,50,160
267,7442,326676,140,48,1542137984,484,1,24,3,32,ACQUIRING,MIXED,71,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.78369141,-1477.31921387,1193.04858398,540.779968262,LHC.BPM.1R5.B1_D,3607.40527344,-1831.46228027,1453.84655762,635.740539551,LHC.BPM.1L5.B2_D,4078.4987793,-1415.78393555,1617.51342773,605.62713623,LHC.BPM.1R5.B2_D,-3731.66357422,-1980.12988281,1494.15112305,826.306030273,266,4,2,0,0,11,50,160
268,7442,326676,140,52,1542137985,897,1,24,3,32,ACQUIRING,MIXED,70,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.29394531,-1477.21447754,1146.7578125,622.863586426,LHC.BPM.1R5.B1_D,3607.84106445,-1831.53515625,1398.97790527,812.98638916,LHC.BPM.1L5.B2_D,4078.48925781,-1415.75415039,1610.82666016,515.81036377,LHC.BPM.1R5.B2_D,-3731.66015625,-1980.08093262,1449.62646484,738.133056641,266,4,2,0,0,11,50,160
269,7442,326676,140,56,1542137987,413,1,24,3,32,ACQUIRING,MIXED,68,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.70166016,-1477.54772949,1146.6685791,622.914245605,LHC.BPM.1R5.B1_D,3608.36499023,-1831.14501953,1398.87402344,812.872253418,LHC.BPM.1L5.B2_D,4078.11450195,-1415.4921875,1610.61352539,515.724304199,LHC.BPM.1R5.B2_D,-3731.39306641,-1980.54418945,1449.50268555,738.207946777,266,4,2,0,0,11,50,160
270,7442,326676,140,60,1542137988,825,1,24,3,32,ACQUIRING,MIXED,67,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.07519531,-1477.66821289,1192.97460938,541.088134766,LHC.BPM.1R5.B1_D,3607.71582031,-1831.05627441,1453.85986328,635.473876953,LHC.BPM.1L5.B2_D,4078.78442383,-1415.62805176,1617.98291016,605.618103027,LHC.BPM.1R5.B2_D,-3731.97192383,-1980.45080566,1494.54785156,826.529052734,266,4,2,0,0,11,50,160
271,7442,326676,140,64,1542137990,338,1,24,3,32,ACQUIRING,MIXED,65,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.10668945,-1477.67321777,1193.11437988,540.821777344,LHC.BPM.1R5.B1_D,3607.69238281,-1831.05175781,1454.03845215,635.694885254,LHC.BPM.1L5.B2_D,4078.65136719,-1415.56079102,1617.70068359,605.60534668,LHC.BPM.1R5.B2_D,-3732.0065918,-1980.35632324,1494.40002441,826.517822266,266,4,2,0,0,11,50,160
272,7442,326676,141,4,1542137991,753,1,24,3,32,ACQUIRING,MIXED,64,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.99804688,-1477.71252441,1146.47729492,623.223327637,LHC.BPM.1R5.B1_D,3607.58496094,-1830.94775391,1398.60180664,812.575744629,LHC.BPM.1L5.B2_D,4078.3996582,-1415.56689453,1610.5859375,515.69342041,LHC.BPM.1R5.B2_D,-3731.57861328,-1980.39929199,1449.3314209,738.183349609,266,4,2,0,0,11,50,160
273,7442,326676,141,8,1542137993,165,1,24,3,32,ACQUIRING,MIXED,62,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.22387695,-1477.93493652,1146.4901123,622.982727051,LHC.BPM.1R5.B1_D,3607.82543945,-1830.75598145,1398.54663086,812.809387207,LHC.BPM.1L5.B2_D,4078.06542969,-1415.73046875,1610.64233398,515.952453613,LHC.BPM.1R5.B2_D,-3731.24926758,-1980.40686035,1449.38452148,738.03338623,266,4,2,0,0,11,50,160
274,7442,326676,141,12,1542137994,680,1,24,3,32,ACQUIRING,MIXED,61,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.33251953,-1477.70629883,1192.59606934,541.057556152,LHC.BPM.1R5.B1_D,3606.75561523,-1830.97387695,1453.45910645,635.481323242,LHC.BPM.1L5.B2_D,4078.83544922,-1415.96472168,1618.06396484,605.669311523,LHC.BPM.1R5.B2_D,-3732.02441406,-1980.0526123,1494.77807617,826.401855469,266,4,2,0,0,11,50,160
275,7442,326676,141,16,1542137996,93,1,24,3,32,ACQUIRING,MIXED,59,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.94873047,-1477.72131348,1192.88928223,541.136108398,LHC.BPM.1R5.B1_D,3607.34741211,-1830.96484375,1453.68579102,635.350219727,LHC.BPM.1L5.B2_D,4078.34008789,-1415.81066895,1617.38293457,605.44329834,LHC.BPM.1R5.B2_D,-3731.55102539,-1980.20483398,1494.1192627,826.751098633,266,4,2,0,0,11,50,160
276,7442,326676,141,20,1542137997,606,1,24,3,32,ACQUIRING,MIXED,58,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.63305664,-1477.85290527,1146.42285156,623.023010254,LHC.BPM.1R5.B1_D,3607.12451172,-1830.87841797,1398.60009766,812.870483398,LHC.BPM.1L5.B2_D,4078.00292969,-1415.91711426,1610.62268066,516.140930176,LHC.BPM.1R5.B2_D,-3731.19506836,-1980.10998535,1449.34387207,737.732055664,266,4,2,0,0,11,50,160
277,7442,326676,141,24,1542137999,19,1,24,3,32,ACQUIRING,MIXED,56,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.56860352,-1477.80908203,1192.84692383,541.103027344,LHC.BPM.1R5.B1_D,3607.0859375,-1830.96862793,1453.66479492,635.421203613,LHC.BPM.1L5.B2_D,4078.24560547,-1416.32299805,1617.57910156,605.767333984,LHC.BPM.1R5.B2_D,-3731.43896484,-1979.62524414,1494.31665039,826.371887207,266,4,2,0,0,11,50,160
278,7442,326676,141,28,1542138000,533,1,24,3,32,ACQUIRING,MIXED,55,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.73754883,-1478.01818848,1193.02050781,541.089477539,LHC.BPM.1R5.B1_D,3607.26757812,-1830.73254395,1453.74755859,635.492004395,LHC.BPM.1L5.B2_D,4077.86230469,-1416.34301758,1617.39477539,605.949462891,LHC.BPM.1R5.B2_D,-3731.18554688,-1979.51635742,1494.16748047,826.182189941,266,4,2,0,0,11,50,160
279,7442,326676,141,32,1542138001,946,1,24,3,32,ACQUIRING,MIXED,54,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.67700195,-1478.04907227,1146.34606934,623.230712891,LHC.BPM.1R5.B1_D,3607.21508789,-1830.46044922,1398.63000488,812.406005859,LHC.BPM.1L5.B2_D,4078.3125,-1416.24279785,1610.85876465,515.890808105,LHC.BPM.1R5.B2_D,-3731.58618164,-1979.68347168,1449.60986328,737.965759277,266,4,2,0,0,11,50,160
280,7442,326676,141,36,1542138003,359,1,24,3,32,ACQUIRING,MIXED,52,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.69238281,-1477.80285645,1146.7956543,623.087097168,LHC.BPM.1R5.B1_D,3608.26171875,-1830.85253906,1399.0847168,812.588134766,LHC.BPM.1L5.B2_D,4077.64575195,-1416.11486816,1610.74401855,515.90032959,LHC.BPM.1R5.B2_D,-3730.82666016,-1979.8067627,1449.46496582,737.872253418,266,4,2,0,0,11,50,160
281,7442,326676,141,40,1542138004,874,1,24,3,32,ACQUIRING,MIXED,51,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.609375,-1478.0826416,1193.30554199,541.258544922,LHC.BPM.1R5.B1_D,3608.02636719,-1830.42321777,1453.93603516,635.279174805,LHC.BPM.1L5.B2_D,4078.45410156,-1415.84558105,1617.62451172,605.626403809,LHC.BPM.1R5.B2_D,-3731.64990234,-1980.31469727,1494.37011719,826.776977539,266,4,2,0,0,11,50,160
282,7442,326676,141,44,1542138006,287,1,24,3,32,ACQUIRING,MIXED,49,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2972.06542969,-1478.21691895,1193.06860352,541.138305664,LHC.BPM.1R5.B1_D,3607.56591797,-1830.26269531,1453.83447266,635.252380371,LHC.BPM.1L5.B2_D,4078.05444336,-1415.72680664,1617.38366699,605.612182617,LHC.BPM.1R5.B2_D,-3731.26733398,-1980.19555664,1494.14343262,826.788574219,266,4,2,0,0,11,50,160
283,7442,326676,141,48,1542138007,801,1,24,3,32,ACQUIRING,MIXED,48,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.77368164,-1478.0826416,1146.38525391,623.211853027,LHC.BPM.1R5.B1_D,3607.15869141,-1830.50390625,1398.51135254,812.682067871,LHC.BPM.1L5.B2_D,4077.51123047,-1415.78857422,1610.26159668,515.867858887,LHC.BPM.1R5.B2_D,-3730.82983398,-1980.17041016,1449.06433105,737.74786377,266,4,2,0,0,11,50,160
284,7442,326676,141,52,1542138009,213,1,24,3,32,ACQUIRING,MIXED,46,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.21850586,-1477.78759766,1146.32275391,623.190063477,LHC.BPM.1R5.B1_D,3606.75634766,-1830.86071777,1398.45056152,812.676879883,LHC.BPM.1L5.B2_D,4076.1809082,-1416.50439453,1609.77075195,516.279907227,LHC.BPM.1R5.B2_D,-3729.33886719,-1979.58850098,1448.55224609,737.480407715,266,4,2,0,0,11,50,160
285,7442,326676,141,56,1542138010,727,1,24,3,32,ACQUIRING,MIXED,45,0.0240841247141,-0.0036941699218,0.0433422215283,0.0759465396404,-0.0433422215283,0.0481682494283,0.0,0.0240841247141,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2971.21630859,-1477.35473633,1192.6953125,540.592285156,LHC.BPM.1R5.B1_D,3606.63085938,-1831.13037109,1453.48010254,635.757995605,LHC.BPM.1L5.B2_D,4076.34008789,-1416.60107422,1616.93566895,605.851623535,LHC.BPM.1R5.B2_D,-3729.45800781,-1979.3515625,1493.55822754,826.416870117,266,4,2,0,0,11,50,160
