3846,37
3847,37
3848,11
3850,37
3851,37
3855,37
3857,38
3858,38
3960,2
3962,38
3965,110
3971,110
3974,110
3976,110
3981,254
3983,254
3986,254
3988,254
3989,0
3990,0
3992,414
3996,414
4001,414
4006,414
4008,256
4017,0
4018,0
4019,420
4020,420
4189,0
4192,0
4197,0
4201,26
4205,74
4207,74
4208,74
4210,146
4211,146
4212,146
4214,146
4219,207
4220,207
4224,303
4225,303
4231,303
4243,303
4246,254
4249,447
4254,446
4256,446
4257,446
4266,30
4268,8
4269,8
4322,49
4323,207
4332,447
4337,447
4341,733
4342,733
4349,733
4356,733
4360,733
4363,733
4364,877
4376,1021
4381,1021
4384,1021
4386,1165
4391,1021
4393,1165
4397,1165
4398,1165
4402,1165
4410,1165
4418,1309
4420,1309
4423,1309
4426,1309
4428,1309
4432,1309
4434,881
4435,881
4437,1309
4440,1453
4444,1453
4448,1453
4449,1453
4452,1453
4455,1452
4462,1596
4463,1596
4464,1596
4466,1596
4467,1596
4476,1813
4477,1813
4479,1813
4485,1813
4489,0
4491,0
4495,42
4496,240
4499,671
4505,671
4509,671
4510,671
4511,671
4513,1
4518,589
4519,1596
4522,1813
4525,517
4528,1813
4530,1813
4532,1813
4535,0
4536,2029
4538,2029
4540,2232
4542,0
4545,2232
4555,589
4557,2232
4559,0
4560,2232
4562,2232
4564,0
4565,2232
4569,2232
