#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
306552:6381,96:0,1510470467,FLAT TOP,2510,0.042021357,0,0.0,PLTZERO
306552:6381,97:0,1510470489,FLAT TOP,2510,0.045610098,0,0.0,PLTZERO
306552:6381,98:0,1510470512,ADJUST,2510,0.050163222,0,0.0,PLTZERO
306552:6381,99:0,1510470536,ADJUST,2510,0.051255274,0,0.0,PLTZERO
306552:6381,100:0,1510470559,ADJUST,2510,0.049072367,0,0.0,PLTZERO
306552:6381,101:0,1510470582,ADJUST,2510,0.047143625,0,0.0,PLTZERO
306552:6381,102:0,1510470606,ADJUST,2510,0.050084172,0,0.0,PLTZERO
306553:6381,1:1,1510470620,ADJUST,2510,0.050807503,0.049986995,0.0,PLTZERO
306553:6381,2:2,1510470644,ADJUST,2510,215.227424532,205.694067382,3.0,PLTZERO
306553:6381,3:3,1510470667,ADJUST,2510,362.490639742,356.185469942,5.0,PLTZERO
306553:6381,4:4,1510470690,ADJUST,2510,362.029331786,355.688292464,5.0,PLTZERO
306553:6381,5:5,1510470714,ADJUST,2510,357.873324805,351.622247658,5.0,PLTZERO
306553:6381,6:6,1510470737,ADJUST,2510,309.161119275,303.890298131,4.3,PLTZERO
306553:6381,7:7,1510470760,ADJUST,2510,337.262879030,331.425654534,4.7,PLTZERO
306553:6381,8:8,1510470784,ADJUST,2510,336.816539940,330.994872852,4.7,PLTZERO
306553:6381,9:9,1510470807,ADJUST,2510,341.860136846,335.937708419,4.7,PLTZERO
306553:6381,10:10,1510470830,ADJUST,2510,367.704492994,361.245956251,5.1,PLTZERO
306553:6381,11:11,1510470854,ADJUST,2510,367.098422180,360.663692334,5.1,PLTZERO
306553:6381,12:12,1510470877,ADJUST,2510,366.428031658,359.991391298,5.1,PLTZERO
306553:6381,13:13,1510470900,ADJUST,2510,365.984744360,359.566669726,5.1,PLTZERO
306553:6381,14:14,1510470923,ADJUST,2510,365.607819034,359.192156790,5.1,PLTZERO
306553:6381,15:15,1510470947,ADJUST,2510,365.131194099,353.585777143,5.1,PLTZERO
306553:6381,16:16,1510470970,ADJUST,2510,364.613526622,358.216303541,5.1,PLTZERO
306553:6381,17:17,1510470993,ADJUST,2510,364.074467592,357.713147331,5.1,PLTZERO
306553:6381,18:18,1510471017,STABLE BEAMS,2510,363.528927855,350.505265903,5.1,PLTZERO
306553:6381,19:19,1510471040,STABLE BEAMS,2510,363.084259708,35.952476317,5.0,PLTZERO
306553:6381,20:20,1510471063,STABLE BEAMS,2510,362.654862125,319.928991427,5.0,PLTZERO
306553:6381,21:21,1510471087,STABLE BEAMS,2510,361.976087878,346.675307967,5.0,PLTZERO
306553:6381,22:22,1510471110,STABLE BEAMS,2510,361.402641069,346.298399544,5.0,PLTZERO
306553:6381,23:23,1510471133,STABLE BEAMS,2510,361.072171445,346.173764601,5.0,PLTZERO
306553:6381,24:24,1510471157,STABLE BEAMS,2510,360.457803934,345.576281871,5.0,PLTZERO
306553:6381,25:25,1510471180,STABLE BEAMS,2510,360.093996672,345.266455504,5.0,PLTZERO
306553:6381,26:26,1510471203,STABLE BEAMS,2510,359.642087772,344.862841451,5.0,PLTZERO
306553:6381,27:27,1510471227,STABLE BEAMS,2510,359.027319931,344.335147577,5.0,PLTZERO
306553:6381,28:28,1510471250,STABLE BEAMS,2510,358.739314310,344.007018906,5.0,PLTZERO
306553:6381,29:29,1510471273,STABLE BEAMS,2510,358.157037031,338.621243970,5.0,PLTZERO
306553:6381,30:30,1510471296,STABLE BEAMS,2510,357.740925767,249.205770357,5.0,PLTZERO
306553:6381,31:31,1510471320,STABLE BEAMS,2510,357.210111216,100.533945981,5.0,PLTZERO
306553:6381,32:32,1510471343,STABLE BEAMS,2510,356.719938878,44.411582449,5.0,PLTZERO
306553:6381,33:33,1510471366,STABLE BEAMS,2510,356.263475496,34.640438258,4.9,PLTZERO
306553:6381,34:34,1510471390,STABLE BEAMS,2510,355.912438186,103.391922651,4.9,PLTZERO
306553:6381,35:35,1510471413,STABLE BEAMS,2510,355.349579819,339.441579084,4.9,PLTZERO
306553:6381,36:36,1510471436,STABLE BEAMS,2510,354.859987669,339.341009383,4.9,PLTZERO
306553:6381,37:37,1510471460,STABLE BEAMS,2510,354.552789409,338.977976748,4.9,PLTZERO
306553:6381,38:38,1510471483,STABLE BEAMS,2510,354.023738632,338.484558033,4.9,PLTZERO
306553:6381,39:39,1510471506,STABLE BEAMS,2510,353.642560523,338.158713554,4.9,PLTZERO
306553:6381,40:40,1510471530,STABLE BEAMS,2510,353.139879318,337.698920024,4.9,PLTZERO
306553:6381,41:41,1510471553,STABLE BEAMS,2510,352.539152042,337.164279058,4.9,PLTZERO
306553:6381,42:42,1510471576,STABLE BEAMS,2510,352.261607221,336.829489785,4.9,PLTZERO
306553:6381,43:43,1510471599,STABLE BEAMS,2510,351.787175399,331.598063670,4.9,PLTZERO
306553:6381,44:44,1510471623,STABLE BEAMS,2510,351.577715711,336.254488210,4.9,PLTZERO
306553:6381,45:45,1510471646,STABLE BEAMS,2510,351.012884703,335.773774392,4.9,PLTZERO
306553:6381,46:46,1510471669,STABLE BEAMS,2510,350.346538095,335.127792785,4.9,PLTZERO
306553:6381,47:47,1510471693,STABLE BEAMS,2510,350.007667340,334.850433402,4.9,PLTZERO
306553:6381,48:48,1510471716,STABLE BEAMS,2510,349.625189609,334.593232890,4.9,PLTZERO
306553:6381,49:49,1510471739,STABLE BEAMS,2510,349.056662799,329.246059063,4.8,PLTZERO
306553:6381,50:50,1510471763,STABLE BEAMS,2510,348.722010015,333.657151181,4.8,PLTZERO
306553:6381,51:51,1510471786,STABLE BEAMS,2510,348.274783236,333.187122593,4.8,PLTZERO
306553:6381,52:52,1510471809,STABLE BEAMS,2510,347.848536077,332.864459484,4.8,PLTZERO
306553:6381,53:53,1510471833,STABLE BEAMS,2510,347.465553582,333.639986072,4.8,PLTZERO
306553:6381,54:54,1510471856,STABLE BEAMS,2510,347.016800908,333.285223252,4.8,PLTZERO
306553:6381,55:55,1510471879,STABLE BEAMS,2510,346.381627834,332.610678936,4.8,PLTZERO
306553:6381,56:56,1510471903,STABLE BEAMS,2510,346.166105175,332.493888529,4.8,PLTZERO
306553:6381,57:57,1510471926,STABLE BEAMS,2510,345.686451655,332.058754727,4.8,PLTZERO
306553:6381,58:58,1510471949,STABLE BEAMS,2510,345.134413806,331.496081620,4.8,PLTZERO
306553:6381,59:59,1510471973,STABLE BEAMS,2510,344.696835564,331.119544332,4.8,PLTZERO
306553:6381,60:60,1510471996,STABLE BEAMS,2510,344.422000224,330.869701613,4.8,PLTZERO
306553:6381,61:61,1510472019,STABLE BEAMS,2510,343.688699852,330.198037165,4.8,PLTZERO
306553:6381,62:62,1510472042,STABLE BEAMS,2510,343.227948877,329.777382026,4.8,PLTZERO
306553:6381,63:63,1510472066,STABLE BEAMS,2510,342.875437887,329.827455392,4.8,PLTZERO
306553:6381,64:64,1510472089,STABLE BEAMS,2510,342.353453807,329.372699457,4.8,PLTZERO
306553:6381,65:65,1510472112,STABLE BEAMS,2510,341.823260059,328.868494515,4.7,PLTZERO
306553:6381,66:66,1510472136,STABLE BEAMS,2510,341.253433627,328.316454533,4.7,PLTZERO
306553:6381,67:67,1510472159,STABLE BEAMS,2510,341.082608698,328.214941551,4.7,PLTZERO
306553:6381,68:68,1510472182,STABLE BEAMS,2510,340.537463489,327.680464744,4.7,PLTZERO
306553:6381,69:69,1510472206,STABLE BEAMS,2510,339.994058846,327.196379196,4.7,PLTZERO
306553:6381,70:70,1510472229,STABLE BEAMS,2510,339.467827786,326.695962826,4.7,PLTZERO
306553:6381,71:71,1510472252,STABLE BEAMS,2510,339.174559854,317.080922355,4.7,PLTZERO
306553:6381,72:72,1510472276,STABLE BEAMS,2510,338.574992955,325.880824444,4.7,PLTZERO
306553:6381,73:73,1510472299,STABLE BEAMS,2510,338.225272672,325.585435714,4.7,PLTZERO
306553:6381,74:74,1510472322,STABLE BEAMS,2510,337.881011964,325.260167190,4.7,PLTZERO
306553:6381,75:75,1510472346,STABLE BEAMS,2510,337.438879241,324.860210633,4.7,PLTZERO
306553:6381,76:76,1510472369,STABLE BEAMS,2510,336.981023408,324.347468363,4.7,PLTZERO
306553:6381,77:77,1510472392,STABLE BEAMS,2510,336.466454138,323.911102079,4.7,PLTZERO
306553:6381,78:78,1510472415,STABLE BEAMS,2510,336.035315989,323.460815323,4.7,PLTZERO
306553:6381,79:79,1510472439,STABLE BEAMS,2510,335.469980217,309.102549687,4.7,PLTZERO
306553:6381,80:80,1510472462,STABLE BEAMS,2510,335.279040149,322.805192339,4.7,PLTZERO
306553:6381,81:81,1510472485,STABLE BEAMS,2510,334.744280316,322.316878825,4.7,PLTZERO
306553:6381,82:82,1510472509,STABLE BEAMS,2510,334.249031327,321.798270620,4.6,PLTZERO
306553:6381,83:83,1510472532,STABLE BEAMS,2510,333.836494025,321.434131097,4.6,PLTZERO
306553:6381,84:84,1510472555,STABLE BEAMS,2510,333.528263029,321.166120342,4.6,PLTZERO
306553:6381,85:85,1510472579,STABLE BEAMS,2510,333.068771064,320.693026997,4.6,PLTZERO
306553:6381,86:86,1510472602,STABLE BEAMS,2510,332.680404418,320.374127101,4.6,PLTZERO
306553:6381,87:87,1510472625,STABLE BEAMS,2510,332.239896224,320.000711027,4.6,PLTZERO
306553:6381,88:88,1510472649,STABLE BEAMS,2510,331.729597142,319.436709052,4.6,PLTZERO
306553:6381,89:89,1510472672,STABLE BEAMS,2510,331.283263854,319.047670977,4.6,PLTZERO
306553:6381,90:90,1510472695,STABLE BEAMS,2510,330.970965736,318.752742274,4.6,PLTZERO
306553:6381,91:91,1510472718,STABLE BEAMS,2510,330.723840204,314.007729133,4.6,PLTZERO
306553:6381,92:92,1510472742,STABLE BEAMS,2510,330.186782824,318.097730088,4.6,PLTZERO
306553:6381,93:93,1510472765,STABLE BEAMS,2510,330.052092041,317.956754217,4.6,PLTZERO
306553:6381,94:94,1510472788,STABLE BEAMS,2510,329.624603278,318.915112114,4.6,PLTZERO
306553:6381,95:95,1510472812,STABLE BEAMS,2510,329.422424957,318.648705726,4.6,PLTZERO
306553:6381,96:96,1510472835,STABLE BEAMS,2510,328.849738195,318.139399831,4.6,PLTZERO
306553:6381,97:97,1510472858,STABLE BEAMS,2510,328.516738948,317.858031093,4.6,PLTZERO
306553:6381,98:98,1510472882,STABLE BEAMS,2510,328.194548615,317.525040000,4.6,PLTZERO
306553:6381,99:99,1510472905,STABLE BEAMS,2510,327.794862490,317.144724476,4.6,PLTZERO
306553:6381,100:100,1510472928,STABLE BEAMS,2510,327.287777653,316.711024734,4.5,PLTZERO
306553:6381,101:101,1510472952,STABLE BEAMS,2510,327.060958722,311.902267416,4.5,PLTZERO
306553:6381,102:102,1510472975,STABLE BEAMS,2510,326.876226672,316.268426289,4.5,PLTZERO
306553:6381,103:103,1510472998,STABLE BEAMS,2510,326.290410242,315.728948598,4.5,PLTZERO
306553:6381,104:104,1510473021,STABLE BEAMS,2510,325.883036618,315.378756474,4.5,PLTZERO
306553:6381,105:105,1510473045,STABLE BEAMS,2510,325.545738174,315.027044477,4.5,PLTZERO
306553:6381,106:106,1510473068,STABLE BEAMS,2510,325.189618411,314.686736470,4.5,PLTZERO
306553:6381,107:107,1510473091,STABLE BEAMS,2510,324.819922235,314.338184733,4.5,PLTZERO
306553:6381,108:108,1510473115,STABLE BEAMS,2510,324.514638597,314.022807739,4.5,PLTZERO
306553:6381,109:109,1510473138,STABLE BEAMS,2510,324.167413126,313.714465026,4.5,PLTZERO
306553:6381,110:110,1510473161,STABLE BEAMS,2510,323.778680962,313.352664230,4.5,PLTZERO
306553:6381,111:111,1510473185,STABLE BEAMS,2510,323.397038703,312.993826510,4.5,PLTZERO
306553:6381,112:112,1510473208,STABLE BEAMS,2510,323.047213986,308.186631873,4.5,PLTZERO
306553:6381,113:113,1510473231,STABLE BEAMS,2510,322.666111302,312.298312230,4.5,PLTZERO
306553:6381,114:114,1510473255,STABLE BEAMS,2510,322.433113362,312.129218958,4.5,PLTZERO
306553:6381,115:115,1510473278,STABLE BEAMS,2510,322.015360165,311.677306910,4.5,PLTZERO
306553:6381,116:116,1510473301,STABLE BEAMS,2510,321.580822111,311.326048973,4.5,PLTZERO
306553:6381,117:117,1510473325,STABLE BEAMS,2510,321.292839697,311.014999835,4.5,PLTZERO
306553:6381,118:118,1510473348,STABLE BEAMS,2510,321.045505297,310.773188839,4.5,PLTZERO
306553:6381,119:119,1510473371,STABLE BEAMS,2510,320.667303556,310.356609726,4.5,PLTZERO
306553:6381,120:120,1510473394,STABLE BEAMS,2510,320.419754486,310.206092842,4.5,PLTZERO
306553:6381,121:121,1510473418,STABLE BEAMS,2510,320.066297789,309.832294421,4.4,PLTZERO
306553:6381,122:122,1510473441,STABLE BEAMS,2510,319.645533412,309.446196149,4.4,PLTZERO
306553:6381,123:123,1510473464,STABLE BEAMS,2510,319.283031575,309.096457792,4.4,PLTZERO
306553:6381,124:124,1510473488,STABLE BEAMS,2510,319.100829147,308.918135653,4.4,PLTZERO
306553:6381,125:125,1510473511,STABLE BEAMS,2510,318.692144297,308.576978333,4.4,PLTZERO
306553:6381,126:126,1510473534,STABLE BEAMS,2510,318.358970993,308.202141890,4.4,PLTZERO
306553:6381,127:127,1510473558,STABLE BEAMS,2510,317.967395905,307.860620985,4.4,PLTZERO
306553:6381,128:128,1510473581,STABLE BEAMS,2510,317.746784992,307.628395998,4.4,PLTZERO
306553:6381,129:129,1510473604,STABLE BEAMS,2510,317.406005415,307.344925402,4.4,PLTZERO
306553:6381,130:130,1510473628,STABLE BEAMS,2510,317.084093573,307.066365118,4.4,PLTZERO
306553:6381,131:131,1510473651,STABLE BEAMS,2510,316.651911084,306.600836052,4.4,PLTZERO
306553:6381,132:132,1510473674,STABLE BEAMS,2510,316.344121032,306.379624136,4.4,PLTZERO
306553:6381,133:133,1510473697,STABLE BEAMS,2510,316.051067770,306.070476246,4.4,PLTZERO
306553:6381,134:134,1510473721,STABLE BEAMS,2510,315.616274433,305.648035288,4.4,PLTZERO
306553:6381,135:135,1510473744,STABLE BEAMS,2510,315.381385078,305.458196163,4.4,PLTZERO
306553:6381,136:136,1510473767,STABLE BEAMS,2510,315.002452300,305.065275634,4.4,PLTZERO
306553:6381,137:137,1510473791,STABLE BEAMS,2510,314.697162860,304.793701679,4.4,PLTZERO
306553:6381,138:138,1510473814,STABLE BEAMS,2510,314.414280304,304.547398645,4.4,PLTZERO
306553:6381,139:139,1510473837,STABLE BEAMS,2510,314.109582657,304.241271003,4.4,PLTZERO
306553:6381,140:140,1510473861,STABLE BEAMS,2510,313.729791200,303.902503534,4.4,PLTZERO
306553:6381,141:141,1510473884,STABLE BEAMS,2510,313.540069527,303.707062590,4.4,PLTZERO
306553:6381,142:142,1510473907,STABLE BEAMS,2510,313.159622457,303.309612429,4.4,PLTZERO
306553:6381,143:143,1510473931,STABLE BEAMS,2510,312.938100647,303.090262511,4.3,PLTZERO
306553:6381,144:144,1510473954,STABLE BEAMS,2510,312.654063516,302.880283635,4.3,PLTZERO
306553:6381,145:145,1510473977,STABLE BEAMS,2510,312.352504689,302.574109624,4.3,PLTZERO
306553:6381,146:146,1510474001,STABLE BEAMS,2510,312.005586718,302.238154168,4.3,PLTZERO
306553:6381,147:147,1510474024,STABLE BEAMS,2510,311.709400437,301.975878538,4.3,PLTZERO
306553:6381,148:148,1510474047,STABLE BEAMS,2510,311.418958024,301.740780546,4.3,PLTZERO
306553:6381,149:149,1510474071,STABLE BEAMS,2510,311.164934049,301.440552222,4.3,PLTZERO
306553:6381,150:150,1510474094,STABLE BEAMS,2510,310.862354090,301.112100399,4.3,PLTZERO
306553:6381,151:151,1510474117,STABLE BEAMS,2510,310.413067642,300.716024156,4.3,PLTZERO
306553:6381,152:152,1510474140,STABLE BEAMS,2510,310.291448508,300.625646167,4.3,PLTZERO
306553:6381,153:153,1510474164,STABLE BEAMS,2510,309.971526712,300.321791645,4.3,PLTZERO
306553:6381,154:154,1510474187,STABLE BEAMS,2510,309.367527172,299.755521414,4.3,PLTZERO
306553:6381,155:155,1510474210,STABLE BEAMS,2510,309.482949892,299.866956876,4.3,PLTZERO
306553:6381,156:156,1510474234,STABLE BEAMS,2510,309.199794647,295.302843889,4.3,PLTZERO
306553:6381,157:157,1510474257,STABLE BEAMS,2510,308.813563096,299.196437072,4.3,PLTZERO
306553:6381,158:158,1510474280,STABLE BEAMS,2510,308.596601569,298.992495167,4.3,PLTZERO
306553:6381,159:159,1510474304,STABLE BEAMS,2510,308.325479436,294.465821488,4.3,PLTZERO
306553:6381,160:160,1510474327,STABLE BEAMS,2510,307.869886338,298.306976627,4.3,PLTZERO
306553:6381,161:161,1510474350,STABLE BEAMS,2510,307.668311413,298.097086218,4.3,PLTZERO
306553:6381,162:162,1510474374,STABLE BEAMS,2510,307.302548915,297.122586546,4.3,PLTZERO
306553:6381,163:163,1510474397,STABLE BEAMS,2510,307.104878659,297.642966292,4.3,PLTZERO
306553:6381,164:164,1510474420,STABLE BEAMS,2510,306.866682229,297.407188402,4.3,PLTZERO
306553:6381,165:165,1510474443,STABLE BEAMS,2510,306.424520497,296.991010590,4.3,PLTZERO
306553:6381,166:166,1510474467,STABLE BEAMS,2510,306.187397416,296.732354467,4.3,PLTZERO
306553:6381,167:167,1510474490,STABLE BEAMS,2510,305.882392269,296.424142253,4.2,PLTZERO
306553:6381,168:168,1510474513,STABLE BEAMS,2510,305.515051659,296.115479037,4.2,PLTZERO
306553:6381,169:169,1510474537,STABLE BEAMS,2510,305.288801312,295.836502566,4.2,PLTZERO
306553:6381,170:170,1510474560,STABLE BEAMS,2510,305.277603672,295.453689488,4.2,PLTZERO
306553:6381,171:171,1510474583,STABLE BEAMS,2510,304.755990913,295.366420739,4.2,PLTZERO
306553:6381,172:172,1510474607,STABLE BEAMS,2510,304.421262704,295.046110668,4.2,PLTZERO
306553:6381,173:173,1510474630,STABLE BEAMS,2510,304.258479189,294.920968105,4.2,PLTZERO
306553:6381,174:174,1510474653,STABLE BEAMS,2510,303.803187788,294.463723051,4.2,PLTZERO
306553:6381,175:175,1510474677,STABLE BEAMS,2510,303.688211814,294.386461452,4.2,PLTZERO
306553:6381,176:176,1510474700,STABLE BEAMS,2510,303.397305249,293.676636414,4.2,PLTZERO
306553:6381,177:177,1510474723,STABLE BEAMS,2510,303.134868540,293.818986871,4.2,PLTZERO
