sec,LHC.BPM.1L5.B1_DOROS:POS_H,LHC.BPM.1L5.B1_DOROS:POS_V,LHC.BPM.1L5.B2_DOROS:POS_H,LHC.BPM.1L5.B2_DOROS:POS_V,LHC.BPM.1R5.B1_DOROS:POS_H,LHC.BPM.1R5.B1_DOROS:POS_V,LHC.BPM.1R5.B2_DOROS:POS_H,LHC.BPM.1R5.B2_DOROS:POS_V
1510428602,-3.2588,-1.2529,4.0446,-1.2158,3.717,-1.5907,-3.9469,-1.7261
1510428604,-3.2597,-1.253,4.0443,-1.2124,3.7178,-1.5904,-3.9465,-1.7287
1510428606,-3.2598,-1.2527,4.0442,-1.2172,3.7179,-1.5909,-3.9463,-1.725
1510428607,-3.2601,-1.2528,4.0439,-1.2145,3.7183,-1.5907,-3.9459,-1.727
1510428608,-3.2603,-1.253,4.0438,-1.2121,3.7185,-1.5906,-3.946,-1.7289
1510428611,-3.2609,-1.253,4.0434,-1.2128,3.7193,-1.5906,-3.9459,-1.7284
1510428617,-3.2609,-1.2526,4.0448,-1.2153,3.7194,-1.591,-3.9479,-1.7263
1510428618,-3.2611,-1.2524,4.0453,-1.2117,3.7198,-1.5913,-3.9489,-1.729
1510428619,-3.261,-1.2523,4.0469,-1.2143,3.7193,-1.5915,-3.9507,-1.7267
1510428620,-3.2605,-1.2524,4.0489,-1.216,3.7184,-1.5916,-3.9526,-1.7252
1510428621,-3.2597,-1.2523,4.05,-1.2121,3.7175,-1.5918,-3.9538,-1.728
1510428622,-3.2596,-1.2526,4.0505,-1.2126,3.7172,-1.5915,-3.9542,-1.7278
1510428623,-3.2605,-1.2525,4.0494,-1.2157,3.7182,-1.5918,-3.9532,-1.7255
1510428624,-3.2617,-1.2521,4.0468,-1.2124,3.7197,-1.5924,-3.9507,-1.7283
1510428626,-3.261,-1.2522,4.0457,-1.215,3.7192,-1.5924,-3.9497,-1.7264
1510428628,-3.2613,-1.2531,4.0456,-1.2119,3.7193,-1.5912,-3.95,-1.7287
1510428630,-3.261,-1.2521,4.0442,-1.2161,3.7192,-1.5924,-3.9484,-1.7255
1510428631,-3.2615,-1.2519,4.0441,-1.212,3.7196,-1.5925,-3.9485,-1.7287
1510428632,-3.2611,-1.2522,4.0458,-1.2123,3.7189,-1.5922,-3.95,-1.7282
1510428633,-3.26,-1.252,4.0477,-1.2163,3.7175,-1.5923,-3.9516,-1.725
1510428635,-3.2591,-1.2519,4.049,-1.212,3.7163,-1.5924,-3.9526,-1.7283
1510428637,-3.2593,-1.2518,4.0463,-1.2161,3.717,-1.5922,-3.9502,-1.7252
1510428638,-3.2595,-1.2519,4.0453,-1.2126,3.7172,-1.5921,-3.949,-1.7283
1510428642,-3.2591,-1.2523,4.0435,-1.2127,3.7169,-1.5915,-3.9463,-1.7284
1510428644,-3.2594,-1.2521,4.0427,-1.2157,3.7176,-1.5916,-3.9458,-1.7261
1510428649,-3.2589,-1.2521,4.044,-1.212,3.7168,-1.5917,-3.9465,-1.729
1510428650,-3.2593,-1.252,4.0436,-1.2155,3.717,-1.5918,-3.9463,-1.7263
1510428652,-3.2588,-1.2523,4.0436,-1.2117,3.7165,-1.5915,-3.9461,-1.7292
1510428656,-3.259,-1.2519,4.0446,-1.2121,3.7165,-1.592,-3.9478,-1.729
1510428657,-3.2587,-1.2516,4.0461,-1.2163,3.7163,-1.5923,-3.9498,-1.7254
1510428658,-3.2588,-1.251,4.0463,-1.2157,3.7162,-1.5931,-3.9505,-1.7258
1510428659,-3.2586,-1.2507,4.0468,-1.212,3.7158,-1.5938,-3.9508,-1.7285
1510428660,-3.2583,-1.2511,4.0476,-1.2143,3.7151,-1.5933,-3.9513,-1.7269
1510428662,-3.2585,-1.252,4.0468,-1.2118,3.7154,-1.5922,-3.9506,-1.729
1510428663,-3.2591,-1.2518,4.0458,-1.2119,3.7163,-1.5925,-3.9495,-1.7288
1510428664,-3.2593,-1.2514,4.045,-1.2162,3.7166,-1.5928,-3.9489,-1.7253
1510428665,-3.2588,-1.2516,4.0453,-1.2151,3.7162,-1.5923,-3.9492,-1.7262
1510428666,-3.2589,-1.2519,4.045,-1.2122,3.7165,-1.592,-3.949,-1.7285
1510428670,-3.2598,-1.2518,4.0455,-1.2124,3.7169,-1.5923,-3.949,-1.7284
1510428672,-3.2595,-1.2517,4.0455,-1.2148,3.7169,-1.5924,-3.9494,-1.7264
1510428673,-3.2593,-1.2515,4.0454,-1.2122,3.7166,-1.5926,-3.9493,-1.7283
1510428677,-3.2598,-1.2518,4.045,-1.2138,3.7175,-1.5921,-3.9482,-1.7272
1510428680,-3.2596,-1.2519,4.0445,-1.2124,3.7172,-1.5921,-3.9477,-1.7284
1510428685,-3.2594,-1.2521,4.044,-1.2176,3.7171,-1.5916,-3.9467,-1.7245
1510428686,-3.2601,-1.2524,4.0429,-1.2145,3.7179,-1.5913,-3.9455,-1.7267
1510428687,-3.2613,-1.253,4.0403,-1.2122,3.7194,-1.5908,-3.942,-1.7291
1510428688,-3.2618,-1.2537,4.0388,-1.2153,3.7198,-1.59,-3.9396,-1.7269
1510428690,-3.2616,-1.2549,4.0385,-1.2114,3.7206,-1.5883,-3.9394,-1.7305
1510428691,-3.2618,-1.2539,4.0388,-1.2142,3.7208,-1.5894,-3.9398,-1.7279
1510428692,-3.2621,-1.2528,4.0399,-1.2175,3.7211,-1.5902,-3.9411,-1.725
1510428693,-3.2615,-1.2526,4.0408,-1.2142,3.7203,-1.5906,-3.9423,-1.7273
1510428694,-3.2603,-1.253,4.0428,-1.214,3.7189,-1.5901,-3.9444,-1.7275
1510428695,-3.26,-1.2527,4.0437,-1.2174,3.7183,-1.5905,-3.9453,-1.7246
1510428696,-3.2603,-1.2521,4.0434,-1.2154,3.7188,-1.5913,-3.9449,-1.726
1510428698,-3.2604,-1.2524,4.0429,-1.2173,3.7194,-1.5908,-3.9447,-1.7246
1510428699,-3.2614,-1.2525,4.042,-1.2172,3.72,-1.5907,-3.9438,-1.7249
1510428700,-3.2623,-1.2529,4.0414,-1.2133,3.7206,-1.5904,-3.9429,-1.728
1510428701,-3.2626,-1.2534,4.0401,-1.2154,3.7209,-1.5901,-3.9417,-1.7265
1510428702,-3.2628,-1.2538,4.0393,-1.217,3.7211,-1.59,-3.9407,-1.7251
1510428706,-3.2626,-1.2533,4.0397,-1.2142,3.7206,-1.5906,-3.9418,-1.7275
1510428709,-3.2621,-1.2527,4.0408,-1.215,3.7195,-1.5915,-3.9434,-1.7266
1510428715,-3.2617,-1.2527,4.0414,-1.2164,3.7187,-1.5918,-3.9447,-1.7254
1510428720,-3.2616,-1.253,4.0412,-1.214,3.7191,-1.5915,-3.9444,-1.7276
1510428721,-3.2613,-1.2529,4.041,-1.2159,3.7187,-1.5914,-3.9442,-1.726
1510428724,-3.261,-1.2528,4.0415,-1.2154,3.7185,-1.5915,-3.9443,-1.7266
1510428725,-3.2602,-1.2529,4.0424,-1.2129,3.7178,-1.5916,-3.9454,-1.7286
1510428726,-3.2595,-1.2527,4.0435,-1.2119,3.7174,-1.5918,-3.9471,-1.7293
1510428730,-3.2594,-1.2527,4.0421,-1.2136,3.7169,-1.5919,-3.9451,-1.7285
1510428731,-3.2592,-1.253,4.0409,-1.2125,3.7167,-1.5914,-3.9439,-1.7297
1510428734,-3.2586,-1.2528,4.0404,-1.2127,3.7163,-1.5918,-3.943,-1.7296
1510428735,-3.2582,-1.2529,4.0406,-1.2092,3.7158,-1.5916,-3.9434,-1.7324
1510428736,-3.2579,-1.2527,4.0407,-1.2119,3.7154,-1.5918,-3.9431,-1.7304
1510428737,-3.2577,-1.2525,4.0408,-1.2133,3.7149,-1.592,-3.9429,-1.7291
1510428743,-3.2577,-1.2528,4.0395,-1.2134,3.7162,-1.5914,-3.9414,-1.7291
1510428744,-3.2575,-1.253,4.0396,-1.2107,3.716,-1.5911,-3.9413,-1.7313
1510428747,-3.2579,-1.2528,4.0391,-1.2116,3.7163,-1.5914,-3.9406,-1.7306
1510428748,-3.2577,-1.2531,4.0389,-1.2088,3.7164,-1.5912,-3.9403,-1.7329
1510428754,-3.2575,-1.2536,4.0368,-1.2094,3.7161,-1.5905,-3.9376,-1.7326
1510428756,-3.2584,-1.2544,4.0338,-1.2131,3.7175,-1.5897,-3.9336,-1.7301
1510428757,-3.2586,-1.2552,4.0323,-1.2097,3.718,-1.5886,-3.9311,-1.733
1510428758,-3.2587,-1.2562,4.0326,-1.209,3.7183,-1.5872,-3.931,-1.7338
1510428759,-3.2584,-1.2564,4.0327,-1.2129,3.7185,-1.587,-3.9311,-1.7308
1510428762,-3.2574,-1.2533,4.0374,-1.2142,3.7174,-1.5901,-3.9373,-1.7282
1510428763,-3.2563,-1.2536,4.0391,-1.2158,3.7159,-1.5899,-3.9388,-1.727
1510428766,-3.2564,-1.2541,4.0383,-1.215,3.7158,-1.5895,-3.9375,-1.7281
1510428767,-3.2568,-1.2542,4.0375,-1.2121,3.7165,-1.5892,-3.9369,-1.7303
1510428769,-3.2579,-1.2545,4.0359,-1.2145,3.7181,-1.5889,-3.935,-1.7285
1510428770,-3.258,-1.2552,4.0356,-1.2133,3.718,-1.5884,-3.9345,-1.7297
1510428771,-3.2583,-1.2556,4.035,-1.2095,3.7178,-1.5882,-3.9339,-1.7329
1510428772,-3.2586,-1.2553,4.0352,-1.2122,3.7181,-1.5885,-3.934,-1.7307
1510428776,-3.2598,-1.2552,4.0361,-1.2139,3.7193,-1.5889,-3.9359,-1.7295
1510428778,-3.2603,-1.2547,4.0362,-1.2091,3.7196,-1.5896,-3.9364,-1.733
1510428780,-3.2597,-1.2546,4.038,-1.2107,3.7188,-1.5897,-3.9386,-1.7318
1510428781,-3.2595,-1.2544,4.0385,-1.2087,3.7186,-1.59,-3.939,-1.7332
