Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1530351847,-0.122283,-0.131152,-1.49692,0.492889,0.110059,0.420661,-1.12511,-0.820406
1530351854,0.217362,0.0245249,-0.853476,0.631625,0.116343,0.374121,-1.56999,-1.84894
1530351861,0.0156462,-0.49624,-0.794222,0.677884,0.124992,1.29704,-0.82194,-1.58553
1530351868,-0.816101,-0.769846,-1.59957,0.0270026,0.66785,0.836881,-0.339801,-2.05899
1530351875,-1.59197,-1.24111,-2.4691,-0.219801,0.620088,1.42235,-0.864364,-2.42144
1530351883,-1.5296,-0.217764,-2.29782,0.876143,0.143512,1.15604,-1.4702,-2.10426
1530351889,-0.367121,-0.365856,-2.90211,-0.871272,0.387135,0.729197,-1.45819,-0.785775
1530351896,-0.566102,-0.102138,-2.66751,-0.371771,-0.0624176,0.534167,-1.00554,-1.21386
1530351903,-0.717472,-0.49308,-2.32567,-0.295447,-0.20099,-0.224852,-1.09267,-0.503557
1530351911,-0.883773,-0.369668,-2.14546,0.129387,-0.413121,-0.912699,-0.725502,-0.988043
1530351918,-0.947389,-0.470211,-3.3593,1.01902,-0.783099,-1.42084,-0.443549,0.169823
1530351924,-1.35972,-0.789883,-1.61315,0.283451,-1.28692,-1.21137,-0.194444,0.751243
1530351931,-0.285871,0.433577,-2.29754,0.528788,-1.6136,-1.69095,0.128152,0.219128
1530351939,0.137889,0.424678,-1.29705,1.0225,-1.91153,-1.24857,1.27269,1.46406
1530351945,-0.612157,0.0895891,-1.50127,0.525553,-1.13485,-1.29685,0.615585,1.5067
1530351952,-1.41876,-0.671061,-1.70775,1.54754,-1.43784,-1.10897,-0.760139,0.998271
1530351960,-1.13458,-0.431551,-1.22354,1.37344,-1.13736,-1.43823,-0.170681,0.773556
1530351966,-1.65515,-1.05478,-1.38093,1.22457,-1.07306,-0.90469,-0.35834,0.691942
1530351973,-2.55703,-1.31516,-1.35519,0.22966,-1.90519,-1.09249,0.160257,0.510203
1530351980,-2.87268,-1.2829,-3.53475,-0.463917,-1.69719,-1.11254,1.02395,1.19155
1530351987,-2.5369,-0.308034,-1.72523,0.767966,-1.05541,-0.648337,0.883682,1.38876
1530351994,-2.32676,-0.846512,-2.68611,1.07068,-1.38026,-1.40832,0.514892,1.38271
1530352001,-2.54568,-1.18631,-2.35997,0.475681,-0.862491,-1.53374,0.324243,1.59139
1530352009,-1.06534,-0.712838,-2.01581,0.390216,-2.05395,-1.86098,0.870794,0.25318
1530352015,-1.09978,-0.828863,-1.88325,0.823864,-1.36818,-1.5711,1.13053,0.492108
1530352022,-2.1778,-0.5509,-3.1948,0.839726,-1.10098,-1.79926,0.222346,-0.172947
1530352029,-1.98721,-0.474518,-2.77395,1.18764,-1.43192,-1.69468,0.297919,0.46262
1530352036,-1.94587,-0.995887,-3.98266,0.6544,-1.81004,-1.18445,0.446038,-0.600327
1530352043,-1.87254,-0.682604,-2.76824,0.0679087,-1.33477,-0.815899,1.65197,-1.51908
1530352051,-1.52559,-0.86275,-1.51794,0.97857,-1.95616,-0.55644,0.974876,-0.700623
1530352057,-1.5367,-0.910624,-3.26768,-0.0188875,-1.78964,-0.393914,0.610276,0.0410238
1530352064,-0.626511,-0.576796,-2.08968,1.36877,-1.40601,-0.658053,1.68962,0.338891
1530352072,-1.92125,-0.715259,-2.72234,0.845937,-1.17754,-0.970726,0.910848,-0.13944
1530352079,-1.36271,-0.648487,-3.62827,-0.192217,-2.1452,-1.79996,0.904614,-0.314157
1530352086,-1.5396,-0.261225,-2.61086,0.701149,-2.07633,-1.9771,0.113328,-0.069934
1530352092,-1.052,-0.750208,-3.74928,0.0949915,-1.90404,-1.3472,1.01989,0.702682
1530352099,-2.00955,-0.400394,-2.33191,0.416943,-1.45875,-1.83148,2.46959,0.378432
1530352106,-1.93266,-0.356655,-2.22202,-0.256823,-1.58549,-1.67761,0.57815,1.51742
1530352114,-1.48512,-0.544945,-1.70323,0.61469,-2.25665,-1.37243,1.35624,0.763049
1530352121,-2.1079,-0.62132,-2.65905,0.361854,-1.95384,-1.59639,0.5471,0.633991
1530352127,-1.77798,-0.891075,-2.74511,1.08971,-1.5551,-1.74296,1.22987,0.844615
1530352134,-2.21708,-1.14944,-1.79871,0.697136,-2.13875,-1.74147,0.0692406,0.781449
1530352141,-1.93664,-1.11726,-0.728474,0.635364,-1.27806,-1.84139,0.0870126,0.422421
1530352149,-2.49008,-1.85914,-0.511029,0.279796,-2.59133,-2.18756,0.315764,0.0805921
1530352155,-2.8912,-2.17752,-1.74982,0.487753,-2.42455,-1.9925,1.80205,-0.0438121
1530352162,-2.76742,-2.61093,-0.765756,0.643143,-1.36668,-2.04256,0.734994,0.500706
1530352169,-2.56858,-2.77066,-0.733483,0.158819,-2.40394,-1.61436,0.868694,-0.622261
1530352176,-3.43514,-2.97995,-1.30491,-1.15785,-1.56881,-1.32486,0.46868,-1.49402
1530352183,-3.64026,-2.37875,-2.38946,-0.340851,-1.88912,-1.46891,-0.37968,-0.856698
1530352190,-3.43506,-2.78693,-2.11606,-0.543678,-2.07809,-1.03546,0.152704,-1.09233
1530352197,-3.55912,-2.74936,-2.51137,-0.972264,-2.04,-1.30175,0.390273,0.674664
1530352205,-3.85802,-2.27848,-1.92796,-0.479576,-2.40986,-1.68375,-0.5012,-0.559338
1530352212,-3.34227,-2.47167,-3.10927,-0.76361,-2.09905,-1.56807,1.37447,-0.585922
1530352218,-3.84409,-2.53469,-2.00595,-0.439139,-1.9891,-1.69718,0.503237,0.492246
1530352226,-4.64652,-3.07584,-3.71217,-0.707992,-2.25671,-1.68017,1.32056,1.31091
1530352232,-4.09415,-3.28397,-2.83442,-0.199652,-2.36085,-1.35554,0.60026,0.21762
1530352239,-4.99677,-3.58325,-2.40025,-1.63351,-2.73578,-1.94178,1.06311,0.697108
1530352247,-4.74969,-3.54938,-3.28177,-1.87348,-2.51527,-1.74161,-0.217559,0.058067
1530352254,-4.47192,-3.89004,-3.28605,-1.23591,-3.01035,-2.68868,0.705796,0.768815
1530352260,-5.30271,-3.85276,-4.21679,-0.937582,-2.4503,-1.90338,0.223779,0.664071
1530352267,-4.68961,-4.22574,-1.74529,-1.26763,-2.53291,-2.54524,0.259951,1.62002
1530352274,-5.01361,-3.82585,-2.1908,-1.44129,-2.95681,-2.46702,0.386168,1.06526
1530352282,-4.63543,-4.19688,-3.09928,-1.48401,-3.1731,-2.45782,-0.255096,0.76816
1530352289,-4.48005,-3.65512,-1.69839,-1.09157,-2.67306,-2.57182,0.588686,-0.0575163
1530352295,-5.15338,-3.25054,-3.31209,-0.0893742,-2.40588,-2.72075,0.12805,-0.215483
1530352302,-4.9161,-3.58066,-2.2545,-0.651387,-2.64169,-2.48873,0.411054,-0.529721
1530352310,-4.64996,-3.50445,-2.98105,-0.878702,-2.45461,-2.23952,0.123308,-0.720048
1530352317,-4.80251,-4.48345,-3.00315,-1.7567,-2.70614,-2.12821,0.263202,-1.47462
1530352323,-4.24625,-4.32902,-2.69887,-1.13762,-3.19377,-2.7507,-0.403259,-1.28116
1530352331,-4.77519,-3.7503,-2.54308,-1.4806,-2.52455,-2.6286,0.733546,-1.22117
1530352337,-4.62074,-4.10335,-2.29729,-0.125213,-3.136,-2.26788,0.264152,-0.529231
1530352345,-4.9302,-4.04212,-2.42845,-1.64119,-2.68006,-2.13187,0.998611,-0.407147
1530352352,-5.05651,-4.28194,-4.06651,-1.41005,-3.25343,-3.07964,0.465813,-0.326009
1530352359,-5.30707,-4.06161,-3.2566,-1.00834,-3.073,-3.12547,0.410535,-0.340933
1530352366,-4.82587,-4.35431,-2.45741,-1.39332,-2.84841,-3.0341,0.728493,-0.500793
1530352372,-4.94581,-3.73527,-3.35489,-1.47766,-3.01797,-3.04274,0.273054,-0.471732
1530352380,-4.6298,-3.43943,-3.39951,-1.39797,-3.64044,-2.27108,0.832655,-0.381884
1530352387,-4.66116,-3.83898,-2.73901,-1.44476,-3.90691,-2.73404,0.64701,0.465845
1530352394,-4.79815,-3.48276,-3.97652,-1.68942,-3.15116,-2.8259,-0.0973158,0.696526
1530352401,-4.90436,-3.97092,-3.03039,-1.14714,-3.1313,-2.94838,0.0816957,0.301052
1530352407,-4.70891,-3.94137,-3.91223,-1.35708,-3.58657,-3.36614,0.267913,0.466212
1530352415,-5.19496,-3.67788,-3.21445,-1.62563,-2.99616,-3.11729,0.732407,0.464526
1530352422,-5.01693,-4.0957,-4.56612,-2.08838,-3.14979,-2.64506,0.674791,0.282444
1530352429,-4.80067,-4.22367,-3.68083,-1.39154,-3.31397,-3.38078,1.51972,0.802906
1530352436,-4.47476,-4.30997,-4.29728,-1.9576,-3.54912,-2.90248,0.305485,0.718527
1530352443,-4.30795,-4.32121,-3.93265,-1.52532,-3.58295,-3.33297,0.878457,1.39428
1530352450,-4.81603,-4.50984,-3.86132,-1.64613,-3.70516,-3.16136,0.554536,1.07764
1530352457,-5.57023,-4.85709,-3.72557,-0.973222,-4.67451,-2.38237,-0.0713604,-0.0430416
1530352464,-6.8778,-5.89672,-3.1024,-0.555592,-0.469442,0.685644,0.442622,0.655292
1530352471,-6.81031,-6.09135,-3.20258,-1.47085,-0.345219,0.914236,0.859356,-0.494209
1530352478,-4.77671,-4.78222,-3.11459,-1.74683,-1.50879,0.482091,0.419535,0.720925
1530352485,-5.06964,-4.60889,-2.76972,-1.19957,-2.18908,-1.00508,0.723522,-1.00055
1530352492,-5.55651,-4.50632,-3.15121,-1.26023,-2.43966,-0.786803,0.239382,-0.649368
1530352499,-6.10947,-4.76803,-4.10714,-1.18262,-3.08693,-1.06968,-0.245164,0.0271112
1530352506,-6.34976,-3.9397,-4.85519,-0.862884,-3.00229,-1.41801,0.53618,0.18306
1530352513,-6.10417,-3.29435,-3.13946,-0.959934,-3.53969,-1.66835,0.696651,-0.238634
1530352520,-5.11955,-3.54156,-4.63114,-1.21458,-3.59808,-1.58978,0.161206,-0.292191
1530352527,-5.07842,-3.92235,-4.0385,-0.993637,-3.32975,-1.94888,0.612811,-1.11594
1530352534,-6.04444,-3.76566,-4.08562,-0.198173,-3.47884,-1.75815,0.2159,-0.332847
1530352541,-5.53448,-3.50586,-4.26241,-0.489152,-3.31114,-1.33228,0.34485,-0.364486
1530352548,-5.73435,-4.15078,-5.0252,-0.9129,-2.91338,-2.89535,0.397902,-0.450171
1530352555,-4.91973,-3.41356,-3.942,-1.65234,-6.39807,-6.8168,-0.36812,0.412312
1530352562,-3.57518,-2.41761,-3.35414,-0.519399,-7.52804,-7.68288,-0.167627,-0.476633
1530352569,-5.85686,-4.73635,-3.48178,-0.808514,-5.03157,-4.52837,-0.503477,-0.675351
1530352576,-6.52795,-5.19859,-4.79381,0.22754,-3.80535,-2.78387,0.747599,0.72407
1530352583,-6.80464,-5.34682,-2.92286,-1.49531,-2.62676,-2.28631,0.509711,-1.1824
1530352590,-4.98764,-4.38348,-2.86764,-0.32161,-1.81525,-2.57713,0.917554,-0.838724
1530352597,-5.32939,-4.53884,-3.07643,-1.20151,-2.37313,-2.09458,0.34929,-1.14256
1530352604,-5.7975,-4.98493,-5.02416,-1.29442,-3.11762,-2.88728,0.32986,-1.3976
1530352611,-6.24652,-4.66876,-2.86585,-1.59918,-3.92632,-4.21923,0.206048,-1.20391
1530352618,-6.12538,-5.1535,-2.67244,-2.0331,-4.82393,-4.52054,0.364916,0.764535
1530352625,-4.97194,-5.07377,-3.60359,-1.66976,-4.72174,-4.66098,0.131027,-0.670061
1530352632,-5.10069,-4.6648,-1.57642,-0.7896,-4.78595,-5.50971,0.0850272,0.328194
1530352639,-4.70166,-4.53974,-1.78987,-1.07956,-4.41803,-4.97831,-0.536812,0.954086
1530352646,-4.34729,-4.75794,-1.8871,-1.20203,-4.21586,-5.27365,0.271227,0.60361
1530352653,-4.62576,-4.617,-3.09736,-0.336204,-4.42235,-5.46741,0.606966,1.84631
1530352660,-4.43822,-4.31201,-2.28353,-1.62545,-4.53956,-6.0464,0.419255,0.662836
1530352667,-4.83232,-4.79491,-2.25974,-1.31642,-4.6593,-6.13952,0.594815,1.38792
1530352674,-4.30569,-5.22577,-2.95214,-1.4822,-4.24552,-6.11533,0.0872973,0.436391
1530352681,-4.89158,-4.67333,-2.11471,-1.64683,-4.20867,-6.5232,-0.340006,0.388308
1530352688,-4.77502,-4.5618,-2.74739,-1.9177,-4.15894,-5.98777,0.779293,0.73573
1530352695,-4.28958,-5.4504,-2.5525,-2.50254,-4.26679,-6.28782,-0.250452,0.79593
1530352702,-4.45502,-4.69253,-3.63101,-1.129,-3.86896,-6.12715,0.0385831,2.06038
1530352709,-5.15919,-4.9097,-2.85694,-1.75798,-2.98647,-6.00228,0.585776,2.22621
1530352716,-5.51534,-5.14166,-2.32581,-1.68501,-3.53111,-5.61561,0.601187,0.958386
1530352722,-4.90709,-5.0318,-1.55713,-1.80078,-3.60942,-6.1197,-0.204195,2.12352
1530352730,-4.7768,-3.70874,-1.54392,-1.17209,-4.3382,-6.16412,-0.592015,0.64477
1530352737,-5.42415,-3.50222,-2.40455,-1.06721,-4.9883,-5.7802,-0.00691793,0.276975
1530352744,-5.30053,-3.83763,-1.98459,-0.999949,-5.22898,-4.70778,0.898791,0.310947
1530352751,-5.51071,-3.65419,-2.83695,-0.0189572,-5.18689,-4.86996,0.0839228,-0.208931
1530352758,-6.05944,-4.23899,-2.63185,-0.839763,-4.94681,-5.00298,0.0561133,-1.29706
1530352765,-5.931,-4.7709,-2.75547,-1.09483,-4.68548,-5.02721,0.419508,0.565337
1530352772,-5.11868,-4.90114,-2.63378,-0.40814,-4.98788,-6.27244,0.172313,2.42366
1530352779,-4.48078,-5.53012,-1.90201,-0.732728,-4.80986,-6.25333,-0.954066,3.37491
1530352786,-5.25093,-5.97544,-0.207795,0.671722,-4.78576,-7.17795,-1.80981,3.384
1530352793,-4.82369,-6.18196,-0.581282,1.23385,-4.62774,-7.15588,-2.80209,3.69577
1530352800,-4.11036,-6.31886,0.154623,1.13331,-4.51043,-6.96474,-2.80179,2.99515
1530352807,-4.15154,-6.17208,-1.20714,1.03498,-4.42101,-7.10128,-1.81675,3.56657
1530352814,-4.7056,-5.84921,-3.02993,0.662221,-4.71762,-7.06939,-1.98725,2.73579
1530352821,-4.72906,-5.50563,-3.12152,-0.110197,-5.24255,-7.05222,-1.59472,2.53358
1530352828,-4.78772,-5.08019,-2.16086,0.814665,-4.97256,-6.58427,-1.64054,3.1614
1530352835,-5.04946,-5.15123,-4.1228,-0.965596,-4.78962,-6.42816,-0.716322,3.45752
1530352842,-4.3784,-5.08228,-4.92561,-1.32674,-5.51543,-6.89293,-1.42329,3.62528
1530352849,-5.18074,-4.72762,-3.85354,-1.97863,-5.75336,-7.28462,-0.973139,3.38746
1530352856,-4.50728,-4.62034,-4.36699,-2.53471,-5.12043,-7.0255,-0.689959,2.70998
1530352863,-5.46051,-4.17531,-4.78075,-1.14374,-5.52395,-6.31836,-0.560494,2.50921
1530352870,-6.05749,-4.96612,-4.90584,-2.01989,-6.34809,-7.0474,0.248636,2.71896
1530352877,-6.03422,-4.3062,-4.98186,-1.4098,-5.5798,-7.04834,-0.176588,1.56105
1530352884,-6.39599,-3.60065,-4.25128,-0.980194,-6.27266,-7.08568,-0.281139,1.33447
1530352891,-6.8652,-2.72557,-5.0778,-2.16714,-6.37741,-6.32152,0.351047,1.56761
1530352898,-6.5576,-4.05653,-4.61908,-2.01197,-6.30981,-6.86832,1.31319,0.597359
1530352905,-7.16116,-3.32374,-3.28129,-1.4342,-6.69085,-6.4368,-0.403209,-1.04863
1530352912,-6.77906,-3.45934,-2.87672,-1.50789,-6.28757,-5.38419,1.73425,0.212212
1530352919,-6.9793,-3.20268,-3.42699,-1.6884,-6.3509,-5.3801,0.62802,-1.34279
1530352926,-6.79923,-2.86844,-2.51983,-1.53986,-6.87937,-5.75301,0.117402,-1.46701
1530352933,-6.74114,-2.85294,-2.55995,-1.0356,-7.09732,-6.06466,1.63249,-2.51713
1530352940,-7.04491,-2.37361,-2.96648,-0.115355,-6.67322,-5.85041,1.19104,-1.39285
