Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1510480803,-0.0244868,0.0406615,-0.117479,0.00905329,0.0826559,0.116506,-0.973902,0.575634
1510480806,-0.318898,-0.283631,-0.244074,-0.132266,0.0811267,0.383553,-0.582548,0.138387
1510480809,-0.462638,-0.353745,0.144633,-0.256254,0.101281,0.259728,0.469425,0.141671
1510480812,-0.969987,-0.623242,0.402564,-0.335701,0.0906755,0.469962,0.363946,-0.0910227
1510480815,-0.625453,-0.358294,0.129722,-0.149708,0.0191237,0.487312,0.506363,0.0451488
1510480818,-0.491628,-0.38121,-0.356047,-0.307967,0.0855734,0.322323,-0.495424,0.678741
1510480820,-0.815735,-0.68443,-0.45425,-0.269611,0.283877,0.300038,0.000500318,0.32418
1510480824,-0.454279,0.00365833,-0.0172701,-0.0878786,0.05501,0.168987,-0.244133,-0.138444
1510480827,-0.196002,0.301139,0.120959,0.0413186,0.186563,-0.0916548,0.548864,-0.350582
1510480830,-0.666637,0.119684,-0.138227,-0.00693487,0.332592,-0.0155238,-0.262799,-0.317695
1510480833,-1.2328,-0.294329,-0.172204,-0.154799,-0.00420858,-0.0239208,-1.00998,0.2804
1510480836,-1.14114,-0.316566,-0.662227,-0.264214,-0.0796924,-0.0321561,-0.795358,0.108005
1510480839,-0.935624,-0.353526,-0.50322,0.139129,-0.14564,-0.126303,0.0478876,-0.246781
1510480842,-0.61987,-0.19359,-0.457577,0.0597888,-0.106929,-0.190202,0.390285,-0.340949
1510480845,-0.777795,-0.140299,-0.44961,0.200043,0.00613774,0.011014,-0.34835,-0.798476
1510480848,-0.814494,0.0182138,-0.439444,-0.0759826,0.0766513,0.04467,-1.3074,0.0479957
1510480850,-0.783142,-0.145188,-0.32616,-0.0579879,0.148963,0.181666,0.0616263,-1.04903
1510480854,-0.588798,0.252848,-0.602268,0.362136,0.214208,0.234294,0.00602469,-1.0921
1510480857,-0.526261,0.275005,-0.45179,0.256156,0.347443,0.381344,0.638577,-1.19621
1510480860,-0.731603,0.00345292,-0.593647,0.148546,0.145479,0.231651,0.144664,-0.744299
1510480863,-0.897017,-0.106106,-0.266198,0.596335,0.391875,0.290668,-1.15464,-0.310149
1510480866,-0.885296,-0.1512,-0.364004,0.299094,0.189987,0.0260804,-1.10814,-0.679657
