sec,LHC.BPM.1L5.B1_DOROS:POS_H,LHC.BPM.1L5.B1_DOROS:POS_V,LHC.BPM.1L5.B2_DOROS:POS_H,LHC.BPM.1L5.B2_DOROS:POS_V,LHC.BPM.1R5.B1_DOROS:POS_H,LHC.BPM.1R5.B1_DOROS:POS_V,LHC.BPM.1R5.B2_DOROS:POS_H,LHC.BPM.1R5.B2_DOROS:POS_V
1464335775,0.5419,-0.1657,0.2564,-0.1765,-0.1358,0.113,-0.1136,-0.2846
1464335776,0.542,-0.1656,0.2566,-0.1765,-0.136,0.113,-0.1133,-0.2847
1464335778,0.5419,-0.1658,0.2563,-0.1768,-0.1359,0.1131,-0.1133,-0.2847
1464335781,0.5419,-0.1657,0.256,-0.1768,-0.1356,0.1132,-0.1134,-0.2846
1464335784,0.5418,-0.1657,0.2557,-0.177,-0.1359,0.1132,-0.1135,-0.2847
1464335787,0.5417,-0.1656,0.2554,-0.177,-0.1355,0.1131,-0.1133,-0.2846
1464335788,0.542,-0.1656,0.2558,-0.1772,-0.1358,0.1131,-0.1132,-0.2846
1464335790,0.5416,-0.1656,0.2555,-0.1772,-0.1358,0.1132,-0.1132,-0.2847
1464335793,0.5415,-0.1655,0.2554,-0.1772,-0.136,0.1132,-0.1132,-0.2848
1464335794,0.5416,-0.1653,0.2555,-0.1772,-0.136,0.1132,-0.1133,-0.2848
1464335796,0.5417,-0.1655,0.2552,-0.177,-0.1358,0.113,-0.1133,-0.285
1464335800,0.5417,-0.1657,0.2551,-0.177,-0.1357,0.1132,-0.1134,-0.2849
1464335801,0.542,-0.1657,0.2553,-0.1771,-0.1361,0.1131,-0.1134,-0.2848
1464335808,0.542,-0.1655,0.2551,-0.1772,-0.1359,0.113,-0.1135,-0.2846
1464335810,0.5419,-0.1654,0.255,-0.1771,-0.1362,0.1131,-0.1134,-0.2846
1464335812,0.5418,-0.1658,0.2547,-0.1778,-0.1362,0.113,-0.1132,-0.2846
1464335815,0.5419,-0.1657,0.255,-0.1775,-0.1363,0.1129,-0.1133,-0.2845
1464335816,0.5421,-0.1658,0.2547,-0.1774,-0.1364,0.1129,-0.1134,-0.2845
1464335817,0.542,-0.1657,0.2549,-0.1774,-0.1362,0.1128,-0.1135,-0.2843
1464335823,0.5422,-0.1658,0.2546,-0.1774,-0.136,0.1127,-0.1136,-0.2845
1464335824,0.5421,-0.1658,0.2544,-0.1776,-0.1362,0.1127,-0.1136,-0.2847
1464335828,0.5418,-0.1661,0.2545,-0.1785,-0.1363,0.1123,-0.1134,-0.2852
1464335829,0.5419,-0.1664,0.2544,-0.1786,-0.1367,0.1124,-0.1133,-0.2851
1464335830,0.5423,-0.166,0.2545,-0.1779,-0.1361,0.1125,-0.1131,-0.2847
1464335831,0.5421,-0.166,0.2542,-0.1778,-0.1362,0.1125,-0.113,-0.2847
1464335832,0.542,-0.166,0.2543,-0.1777,-0.1363,0.1126,-0.1132,-0.2847
1464335834,0.5419,-0.1661,0.2544,-0.1774,-0.1361,0.1127,-0.1135,-0.2847
1464335836,0.5421,-0.166,0.2543,-0.1776,-0.1364,0.1126,-0.1134,-0.285
1464335838,0.542,-0.166,0.2541,-0.1777,-0.1357,0.113,-0.1135,-0.2848
1464335839,0.5421,-0.166,0.2542,-0.1777,-0.1358,0.1129,-0.1134,-0.2849
1464335841,0.5423,-0.1654,0.2542,-0.1771,-0.1359,0.1128,-0.1133,-0.2849
1464335842,0.5422,-0.166,0.2539,-0.1778,-0.1358,0.1132,-0.1133,-0.2848
1464335844,0.5424,-0.1655,0.2541,-0.1772,-0.1359,0.1131,-0.1135,-0.285
1464335845,0.5421,-0.1657,0.2542,-0.1778,-0.1359,0.1133,-0.1133,-0.285
1464335846,0.5419,-0.1658,0.2543,-0.1775,-0.1359,0.1132,-0.1134,-0.285
1464335847,0.5421,-0.1654,0.2542,-0.1769,-0.1354,0.1135,-0.1133,-0.2846
1464335849,0.542,-0.1658,0.2541,-0.1775,-0.1358,0.1135,-0.1134,-0.2849
1464335850,0.5419,-0.1657,0.2542,-0.1775,-0.1359,0.1134,-0.1135,-0.285
1464335851,0.542,-0.1657,0.2543,-0.1773,-0.1355,0.1135,-0.1133,-0.285
1464335852,0.5421,-0.1656,0.2543,-0.1775,-0.1358,0.1135,-0.1134,-0.285
1464335853,0.5419,-0.1657,0.254,-0.1777,-0.1357,0.1134,-0.1135,-0.2849
1464335855,0.542,-0.1657,0.2542,-0.1777,-0.1356,0.1136,-0.1134,-0.2851
1464335856,0.5419,-0.1657,0.2541,-0.1778,-0.1356,0.1135,-0.1134,-0.285
1464335857,0.542,-0.1653,0.2545,-0.1771,-0.1354,0.1137,-0.1134,-0.2851
1464335858,0.5422,-0.1653,0.2541,-0.1772,-0.1355,0.1138,-0.1132,-0.2849
1464335859,0.5418,-0.1657,0.2544,-0.1777,-0.1357,0.1139,-0.1133,-0.285
1464335861,0.5419,-0.1656,0.254,-0.1778,-0.1357,0.1141,-0.1135,-0.2849
1464335864,0.5419,-0.1655,0.2542,-0.1778,-0.1358,0.1142,-0.1135,-0.2851
1464335865,0.542,-0.1653,0.2543,-0.1778,-0.1358,0.1143,-0.1135,-0.2851
1464335866,0.5417,-0.1654,0.2543,-0.178,-0.136,0.1141,-0.1137,-0.2853
1464335867,0.5418,-0.1653,0.2544,-0.1781,-0.1358,0.1141,-0.1137,-0.2854
1464335868,0.5419,-0.1654,0.2548,-0.1777,-0.1358,0.1143,-0.1135,-0.2852
1464335869,0.5417,-0.1653,0.2542,-0.1778,-0.1355,0.1145,-0.1134,-0.2851
1464335870,0.5418,-0.1653,0.2546,-0.1779,-0.1357,0.1144,-0.1135,-0.2851
1464335871,0.5419,-0.1652,0.2543,-0.1777,-0.1356,0.1144,-0.1136,-0.2851
1464335875,0.542,-0.1652,0.2545,-0.1776,-0.1362,0.1143,-0.1137,-0.2853
1464335876,0.5418,-0.1653,0.2548,-0.1776,-0.1356,0.1145,-0.1134,-0.2851
1464335877,0.5421,-0.1652,0.2547,-0.1775,-0.1357,0.1146,-0.1133,-0.285
1464335879,0.5422,-0.1653,0.2549,-0.1777,-0.1355,0.1146,-0.1135,-0.2851
1464335881,0.5424,-0.1653,0.2554,-0.1777,-0.1352,0.1147,-0.1137,-0.285
1464335882,0.5423,-0.1653,0.2548,-0.1777,-0.1355,0.1147,-0.1133,-0.2851
1464335883,0.5421,-0.1651,0.2555,-0.1775,-0.1352,0.1146,-0.1131,-0.285
1464335884,0.5422,-0.1652,0.2553,-0.1774,-0.1355,0.1145,-0.1131,-0.2849
1464335885,0.5421,-0.1651,0.2552,-0.1775,-0.135,0.1143,-0.1131,-0.2849
1464335887,0.542,-0.165,0.2549,-0.1773,-0.1352,0.1144,-0.1132,-0.2849
1464335900,0.542,-0.1648,0.2554,-0.177,-0.1357,0.1142,-0.1134,-0.2845
1464335901,0.5421,-0.165,0.2552,-0.1769,-0.1358,0.1141,-0.1135,-0.2846
1464335902,0.542,-0.165,0.2553,-0.1771,-0.1358,0.114,-0.1135,-0.2846
1464335903,0.5422,-0.1647,0.2551,-0.1765,-0.1358,0.1141,-0.1134,-0.2847
1464335904,0.5424,-0.1647,0.2553,-0.1765,-0.136,0.1142,-0.1135,-0.2846
1464335905,0.5421,-0.1651,0.2551,-0.1769,-0.1357,0.1142,-0.1135,-0.2846
1464335907,0.5423,-0.1651,0.2553,-0.1769,-0.1357,0.1141,-0.1137,-0.2848
1464335910,0.5423,-0.1652,0.2553,-0.1771,-0.1359,0.1138,-0.1134,-0.2848
1464335912,0.5422,-0.1653,0.2548,-0.1769,-0.1359,0.1138,-0.1136,-0.2847
1464335913,0.5423,-0.1653,0.255,-0.1771,-0.1358,0.1139,-0.1135,-0.2847
1464335914,0.5424,-0.1653,0.255,-0.1769,-0.136,0.1137,-0.1136,-0.2846
1464335916,0.5426,-0.1653,0.2549,-0.1769,-0.136,0.1136,-0.1134,-0.2846
1464335925,0.543,-0.1653,0.2548,-0.1772,-0.1361,0.1131,-0.1132,-0.2845
1464335926,0.5427,-0.1653,0.2543,-0.1771,-0.1359,0.1131,-0.1131,-0.2844
