Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1510429326,-0.416442,-0.53049,-0.0995181,-0.0285656,-0.0104872,-0.234152,-0.46438,0.562907
1510429329,-0.0236794,-0.0584103,-0.134452,0.153227,0.0124097,-0.414601,-0.951658,0.868173
1510429332,0.198159,0.136948,-0.213097,-0.164149,0.0970805,0.0324667,-1.39661,0.535079
1510429335,-0.0981635,-0.530218,-0.657956,0.128292,0.274428,0.263557,-1.59108,0.657859
1510429337,-0.108549,-0.415279,-0.172911,0.0343912,-0.382492,-0.478572,-0.33179,0.279354
1510429341,-0.32938,-0.719373,0.0893881,-0.506188,-0.726492,-0.73577,-0.502746,0.560633
1510429344,-0.568734,-0.967227,-0.350142,-0.214316,-0.622016,-0.692456,0.276998,0.611715
1510429347,-0.312824,-0.825053,-0.163006,-0.263995,-0.697132,-0.768127,-0.32939,-0.0174709
1510429350,8.2016e-05,-0.630634,-0.400475,-0.435782,-1.25909,-1.08795,-1.18401,0.322154
1510429353,-0.339146,-1.01438,-0.289287,-0.163596,-0.78284,-0.76816,-1.61219,0.403223
1510429356,-0.0765198,-0.749539,-0.324841,-0.277712,-1.15955,-0.925539,-0.741521,0.0711506
1510429359,-0.464118,-1.00972,-0.296826,-0.549672,-0.832281,-0.802986,-0.255338,-0.187446
1510429362,-0.426854,-0.766637,-0.267436,-0.345978,-0.818976,-0.535132,-0.0762123,-0.437771
1510429365,-0.0673769,-0.85849,-0.786358,-0.0960581,-0.700915,-0.725434,-0.190088,0.0867986
1510429367,-0.373151,-0.887652,-0.114957,-0.133174,-0.569291,-1.00838,-1.40807,1.01693
1510429371,-0.238504,-0.736012,-0.3698,-0.265365,-0.715123,-0.975122,-0.774812,0.367849
1510429374,-0.122462,-0.821021,-0.345709,-0.322782,-0.49525,-0.574977,-0.91363,0.709826
1510429377,-0.0675445,-0.715258,-0.412513,0.0407408,-0.093941,-0.534275,-1.10891,0.684936
1510429380,-0.261732,-0.534723,-0.811767,0.187131,-0.235946,-0.462651,-1.64755,0.467803
1510429383,-0.0824915,-0.404925,-0.601717,-0.00406952,-0.00614164,-0.282231,-1.73006,0.895397
1510429386,0.190179,-0.461739,-1.29939,0.170366,-0.0741624,-0.495892,-1.39093,0.796152
1510429389,0.0659455,-0.302136,-0.478475,0.2161,0.690085,0.0974283,-0.854902,0.00421242
1510429392,-0.117403,-0.16653,-0.495008,-0.0709387,0.0786494,-0.140508,0.25183,0.120836
1510429395,-0.458393,-0.435537,-1.30913,0.298134,-0.4594,-0.661709,-0.0973047,0.477545
1510429397,-0.939737,-0.85563,-1.0777,0.0564236,-0.0555837,-0.271272,-1.00837,1.13861
1510429401,0.0179127,-0.179699,-0.424629,-0.246626,0.0553304,-0.233708,-0.789557,0.425132
1510429404,-0.768092,-1.003,-0.506519,-0.0588061,-0.00128852,-0.182829,-1.26209,1.24714
1510429407,-0.747132,-0.790555,-0.454501,-0.248653,-0.675816,-0.733786,-1.26615,1.16452
1510429410,-0.793543,-0.659418,-1.07135,-0.0911263,-0.332128,-0.626321,-1.4323,0.973574
1510429413,-0.884955,-0.744862,-1.14563,-0.32902,-0.521336,-0.602372,-1.54175,0.910323
1510429416,-0.796982,-0.595165,-1.06545,-0.00234148,-0.661567,-0.462867,-1.60381,0.995366
1510429419,-0.924029,-0.669455,-1.04549,-0.138916,-0.8272,-0.703467,-1.04993,0.973902
1510429422,-1.15095,-0.785937,-0.639413,-0.324546,-0.574263,-0.5086,-1.81599,0.9013
1510429425,-1.11568,-0.984587,-0.982333,-0.174598,-0.452565,-0.390591,-1.17775,1.07449
1510429427,-0.808868,-0.884376,-0.191872,-0.211139,-0.688835,-0.397002,-0.485237,0.550316
1510429431,-0.850849,-0.682853,-0.344941,-0.407813,-0.608161,-0.621916,-1.05267,1.1843
1510429434,-0.938055,-0.616433,-0.169067,0.0121942,-0.533038,-0.764152,-1.05166,0.946453
1510429437,-0.841832,-0.536075,0.0587976,-0.428618,-0.269764,-0.457195,-0.916042,0.562959
1510429440,-0.759753,-0.695314,0.0209818,-0.123829,-0.290593,-0.429163,-0.416171,0.0276939
1510429443,-0.532108,-0.546783,-0.0435239,-0.077829,-0.400868,-0.723092,-0.0795523,0.169114
1510429446,-0.308913,-0.557135,-0.322275,-0.180883,-0.203004,-0.708475,-0.0714941,-0.00296143
1510429449,-0.308828,-0.345857,0.139898,0.0186619,-0.308528,-0.752542,-0.614104,0.304775
1510429452,-0.396782,-0.641114,0.338086,0.174335,-0.14303,-0.440476,-0.735924,0.446957
1510429455,-0.127315,-0.350028,0.342413,0.0314799,-0.0617192,-0.557967,-0.928659,0.719401
1510429457,-0.317639,-0.558983,0.160105,0.212671,-0.219638,-0.496899,-1.17475,0.802953
1510429461,-0.315917,-0.621519,-0.166555,0.049969,-0.200809,-0.45864,-1.60672,0.805885
