Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1542211801,-0.0447223,-0.0585508,0.0499733,0.061334,-0.0264611,0.00316171,0.0198202,0.0365876
1542211802,-0.00982037,-0.109113,0.174077,0.176987,-0.0912746,-0.0447242,-0.0129501,0.0254446
1542211803,-0.0758111,-0.187654,0.253422,0.216643,-0.0615438,-0.0617454,-0.00817511,0.15847
1542211804,-0.158768,-0.320293,0.302719,0.452252,-0.0633534,-0.101224,0.0382314,0.143362
1542211805,-0.120995,-0.232319,0.32214,0.529671,-0.0832575,0.0196701,0.0370604,0.247583
1542211806,-0.0971022,-0.306382,0.40042,0.525831,-0.123635,-0.0205797,0.0398861,0.278502
1542211807,-0.104081,-0.356023,0.594497,0.682712,-0.118612,-0.00432942,0.0453755,0.409753
1542211808,-0.16433,-0.415243,0.603335,0.709741,-0.151955,0.0226801,0.0637631,0.372912
1542211809,-0.113574,-0.466685,0.686803,0.839054,-0.217315,0.052258,0.0995949,0.514301
1542211810,-0.136951,-0.506597,0.880391,0.97262,-0.261185,0.0332189,0.194769,0.496152
1542211811,-0.285489,-0.618649,1.02555,1.0692,-0.304831,0.0356155,0.223782,0.62853
1542211812,-0.303098,-0.655938,1.20361,1.13055,-0.304648,0.122653,0.153662,0.744431
1542211813,-0.363407,-0.667678,1.41826,1.28074,-0.351601,0.147869,0.259574,0.919668
1542211814,-0.4081,-0.68667,1.47264,1.44323,-0.350332,0.168644,0.308428,0.892825
1542211815,-0.37623,-0.741709,1.58093,1.55081,-0.386636,0.203888,0.300395,0.874426
1542211816,-0.397624,-0.839361,1.75089,1.63,-0.373836,0.110338,0.319704,0.907221
1542211817,-0.400422,-0.862971,1.78977,1.69636,-0.425666,0.0128528,0.396967,0.965491
1542211818,-0.387257,-0.856493,1.87333,1.93181,-0.382285,0.0111051,0.494383,0.931641
1542211819,-0.393357,-0.89701,2.04584,2.02632,-0.411646,0.0185539,0.565233,1.03362
1542211820,-0.401292,-0.973057,2.19746,2.2263,-0.445082,0.0380754,0.593804,1.16696
1542211821,-0.389072,-0.920151,2.3925,2.35375,-0.496217,0.0117084,0.64302,1.3499
1542211822,-0.488643,-1.12354,2.56484,2.41641,-0.562091,0.0135022,0.643072,1.47461
1542211823,-0.43628,-1.11075,2.59138,2.55065,-0.574416,-0.0891472,0.619035,1.54721
1542211824,-0.445116,-1.14655,2.53833,2.64839,-0.567182,-0.0608533,0.634102,1.60341
1542211825,-0.536307,-1.25323,2.596,2.76195,-0.521196,-0.0617105,0.621659,1.6528
1542211826,-0.546132,-1.28705,2.65199,2.82216,-0.573012,-0.114734,0.653874,1.74584
1542211827,-0.614208,-1.36205,2.90135,3.00377,-0.60145,-0.0959295,0.739138,1.83211
1542211828,-0.697388,-1.44321,2.98611,2.98423,-0.645053,-0.0859438,0.702134,1.88506
1542211829,-0.785354,-1.56799,2.98415,3.07694,-0.645137,-0.0142143,0.758666,1.92241
1542211830,-0.742645,-1.63209,2.92367,3.16775,-0.727752,-0.113953,0.805017,1.91518
1542211831,-0.851625,-1.68036,2.96925,3.179,-0.729687,-0.111551,0.789795,1.97582
1542211832,-0.767607,-1.65831,2.8589,3.06968,-0.7103,-0.123245,0.713539,1.97229
1542211833,-0.799498,-1.64265,2.8867,3.03884,-0.691162,-0.145112,0.678684,1.90502
1542211834,-0.779156,-1.64552,2.94313,2.98574,-0.663087,-0.200078,0.69067,1.97206
1542211836,-0.783187,-1.66104,2.97502,2.98961,-0.62411,-0.183812,0.640898,1.9874
1542211836,-0.753645,-1.66592,2.96515,3.04446,-0.658597,-0.20077,0.651426,1.94638
1542211837,-0.734496,-1.60903,2.93247,3.07614,-0.650789,-0.237159,0.74879,1.93718
1542211838,-0.810923,-1.63524,3.03506,2.99119,-0.670535,-0.142344,0.695107,1.81695
1542211839,-0.787921,-1.61454,3.13509,2.99941,-0.679083,-0.132901,0.700859,1.84546
1542211840,-0.832585,-1.68829,3.21986,2.89431,-0.631755,-0.0726129,0.624789,1.81391
1542211841,-0.737583,-1.66176,3.2094,2.9876,-0.700993,-0.122476,0.639255,1.86078
1542211842,-0.704651,-1.65041,3.12828,3.03891,-0.632666,-0.0748769,0.588551,1.92512
1542211843,-0.584062,-1.70431,3.01468,3.06107,-0.717753,-0.0564907,0.517577,1.96591
1542211844,-0.584517,-1.71513,3.11257,3.07071,-0.72487,-0.0713846,0.494226,1.96004
1542211845,-0.549472,-1.67768,3.25158,3.14055,-0.651998,-0.0261378,0.500421,1.95826
1542211846,-0.52621,-1.65739,3.30555,3.17338,-0.681675,-0.0797862,0.492705,2.02707
1542211847,-0.480937,-1.6293,3.2077,3.15907,-0.709894,-0.00836836,0.415244,1.96266
1542211848,-0.477468,-1.67211,3.12469,3.14019,-0.654847,0.0983331,0.30636,1.83935
1542211849,-0.426107,-1.67413,3.18441,3.05385,-0.690864,0.0543892,0.407574,1.80957
1542211850,-0.455232,-1.72069,3.1978,2.97148,-0.645492,0.0534245,0.419108,1.74938
1542211851,-0.492661,-1.80459,3.23669,3.02125,-0.627399,0.103663,0.464683,1.78009
1542211852,-0.367932,-1.7025,3.17765,3.022,-0.613622,0.11575,0.301913,1.75331
1542211853,-0.390718,-1.7928,3.08831,3.07427,-0.583205,0.110208,0.438756,1.68955
1542211854,-0.292831,-1.75293,3.09733,2.97598,-0.58383,0.216043,0.39792,1.72477
1542211855,-0.311558,-1.77355,3.07466,3.04099,-0.559263,0.282193,0.482309,1.73116
1542211856,-0.289146,-1.77145,3.149,2.99451,-0.525601,0.263219,0.432366,1.7825
1542211857,-0.210046,-1.79634,3.29135,2.98126,-0.498734,0.366118,0.410095,1.75206
1542211858,-0.0734763,-1.71227,3.28794,2.94363,-0.542695,0.297646,0.350466,1.79872
1542211859,-0.149055,-1.76923,3.33234,2.92835,-0.415095,0.361407,0.390994,1.86878
1542211860,-0.119397,-1.81262,3.26058,2.89863,-0.410544,0.406065,0.380751,1.72625
1542211861,-0.0680708,-1.83551,3.2844,2.89837,-0.356136,0.35442,0.395906,1.73164
1542211862,-0.0035613,-1.81725,3.23785,2.90123,-0.438618,0.497646,0.376104,1.88723
1542211863,0.0558742,-1.90366,3.29467,2.90396,-0.548101,0.568482,0.403812,2.01031
1542211864,-0.0833247,-1.97225,3.22482,2.88084,-0.610318,0.689683,0.379096,1.97465
1542211865,-0.285184,-2.23731,3.28155,3.00659,-0.643914,0.787717,0.470403,2.00384
1542211866,-0.17055,-2.21046,3.22034,2.93156,-0.618738,0.836766,0.547325,2.05844
1542211867,-0.212956,-2.29118,3.29222,2.97266,-0.561265,0.786756,0.662853,2.11391
1542211868,-0.23503,-2.37097,3.22383,2.87109,-0.548784,0.752827,0.633191,2.12028
1542211869,-0.118019,-2.2881,3.1833,2.86886,-0.540418,0.657284,0.565424,2.07249
1542211870,-0.198061,-2.26855,3.14603,2.86262,-0.583327,0.641906,0.546065,2.04528
1542211871,-0.162029,-2.2457,3.1426,2.84876,-0.52919,0.732331,0.497607,1.97235
1542211872,-0.188456,-2.18781,3.1949,2.89287,-0.587524,0.637702,0.512275,1.93142
1542211873,-0.170608,-2.1382,3.28825,2.94196,-0.502742,0.681645,0.627415,1.88129
1542211874,-0.227811,-2.43971,3.34802,3.00417,-0.480137,0.715399,0.715269,1.92567
1542211875,-0.249597,-2.46407,3.38066,3.08506,-0.431911,0.72681,0.789118,1.94175
1542211876,-0.261276,-2.4311,3.57023,3.04813,-0.47537,0.709887,0.821955,2.07649
1542211877,-0.248945,-2.46111,3.61439,3.03741,-0.433436,0.677623,0.885626,2.2503
1542211878,-0.415556,-2.55881,3.75908,3.22176,-0.325174,0.575433,1.06143,2.32786
1542211879,-0.390599,-2.66199,3.79179,3.35899,-0.298205,0.599148,1.11179,2.38568
1542211880,-0.347263,-2.59802,3.78033,3.43761,-0.27868,0.675112,1.19606,2.37389
1542211881,-0.475244,-2.8054,3.84166,3.60712,-0.280989,0.663376,1.33921,2.48168
1542211882,-0.474173,-2.86654,3.66995,3.59422,-0.253954,0.793482,1.3239,2.54767
1542211883,-0.443168,-2.83152,3.62575,3.63713,-0.278371,0.727273,1.37202,2.60401
1542211884,-0.499663,-2.84722,3.68154,3.59972,-0.27639,0.673551,1.40577,2.58856
1542211885,-0.445273,-2.79806,3.70732,3.54311,-0.16295,0.63201,1.37127,2.43805
1542211886,-0.372707,-2.74934,3.71381,3.53425,-0.136209,0.629734,1.36049,2.21293
1542211887,-0.439706,-2.74739,3.66131,3.52052,0.0249068,0.549384,1.40443,2.16374
1542211888,-0.420233,-2.75751,3.65711,3.55837,0.0746648,0.576634,1.42584,2.09663
1542211889,-0.468995,-2.80463,3.62862,3.57886,0.0949714,0.634911,1.43108,2.00163
1542211890,-0.483428,-2.77654,3.71349,3.46702,0.0593192,0.571917,1.53125,2.05081
1542211891,-0.515779,-2.89776,3.73284,3.46258,0.0783666,0.580494,1.4438,2.10935
1542211892,-0.519952,-2.90722,3.59369,3.53838,0.178773,0.647281,1.38319,2.07657
1542211893,-0.503238,-2.82674,3.59512,3.57908,0.151078,0.646392,1.37233,2.1131
1542211894,-0.637493,-2.83868,3.68821,3.58971,0.096866,0.652027,1.35208,2.08473
1542211896,-0.647984,-2.8669,3.56943,3.60989,-0.0277728,0.686948,1.34688,2.16232
1542211896,-0.531508,-2.85884,3.54515,3.58012,-0.0648988,0.693011,1.38307,2.18861
1542211897,-0.487472,-2.91453,3.50929,3.64186,0.0466707,0.747626,1.4141,2.32466
1542211898,-0.640092,-3.00429,3.52289,3.62208,0.0720838,0.787087,1.42849,2.35787
1542211899,-0.63424,-2.95287,3.50375,3.56739,0.0954644,0.761855,1.41684,2.30223
1542211900,-0.581496,-2.91188,3.57676,3.4407,0.0746154,0.837936,1.29022,2.39206
1542211901,-0.430273,-2.88521,3.54085,3.57291,0.0370261,0.9271,1.38902,2.29401
1542211902,-0.486295,-2.94741,3.4829,3.56124,0.0301326,0.857036,1.39667,2.16807
1542211903,-0.466258,-2.82071,3.37214,3.53308,0.0999594,0.952885,1.35059,2.20267
1542211904,-0.559544,-2.82864,3.46977,3.5529,0.1229,0.839074,1.41217,2.27608
1542211905,-0.513332,-2.88375,3.57985,3.485,0.17708,0.81107,1.3765,2.22569
1542211906,-0.607455,-2.85365,3.62446,3.51116,0.183569,0.82007,1.38142,2.33622
1542211907,-0.520369,-2.84453,3.50937,3.66996,0.160601,0.867509,1.38822,2.29632
1542211908,-0.458485,-2.75155,3.61422,3.60719,0.132151,0.897352,1.36376,2.24846
1542211909,-0.553238,-2.85134,3.71427,3.60126,0.128543,0.997803,1.34329,2.22299
1542211910,-0.533591,-2.85172,3.71925,3.60646,0.138445,0.97114,1.25697,2.2207
1542211911,-0.571129,-2.82965,3.80657,3.66252,0.137765,0.976557,1.286,2.22
1542211912,-0.576606,-2.93929,3.70553,3.52951,0.0966062,0.971337,1.33496,2.18804
1542211913,-0.421544,-2.93388,3.70374,3.47629,0.114874,0.959729,1.39902,2.128
1542211914,-0.405539,-2.93112,3.65546,3.41929,0.141055,0.888618,1.30194,2.11065
1542211915,-0.445583,-2.96138,3.62312,3.44701,0.157164,0.887728,1.23529,2.16625
1542211916,-0.468307,-2.90752,3.60354,3.41599,0.180072,0.911469,1.14507,2.12984
1542211917,-0.506504,-2.97528,3.74336,3.4766,0.171961,0.868842,1.18549,2.11832
1542211918,-0.55664,-2.92017,3.71214,3.48404,0.105826,0.906498,1.16967,2.05949
1542211919,-0.582957,-2.94594,3.51746,3.59204,0.0619685,0.859426,1.21257,2.0434
1542211920,-0.563624,-2.91945,3.45604,3.56617,0.0383062,0.843405,1.24756,2.1004
1542211921,-0.60433,-2.90468,3.43133,3.53958,0.0296594,0.799156,1.24127,2.05829
1542211922,-0.606199,-2.91999,3.45677,3.58831,0.00725968,0.808529,1.25033,1.94823
1542211923,-0.585758,-2.9337,3.51784,3.54941,-0.0141073,0.800556,1.30705,2.00363
1542211924,-0.646347,-2.94538,3.55401,3.57813,-0.00441425,0.852966,1.28011,2.03641
1542211925,-0.661457,-3.04267,3.60216,3.71065,-0.00920141,0.807062,1.33856,2.0713
1542211926,-0.686834,-3.07331,3.60868,3.69734,-0.000549745,0.786562,1.31127,2.10787
1542211927,-0.665412,-3.05454,3.58241,3.60282,-0.0289366,0.781312,1.30057,2.01689
