Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1501213504,-0.112895,-0.104644,-0.992802,-0.723945,1.68061,1.47606,1.02767,0.00373644
1501213507,-1.07276,-0.950333,-0.172127,-0.87514,2.7194,2.47022,0.602175,0.312803
1501213510,-1.07684,-1.02728,0.174823,-0.388601,1.03914,0.425909,1.12436,-0.367712
1501213513,0.271489,0.208393,-0.539123,-0.970071,0.313403,0.491405,0.252214,-0.512622
1501213516,0.0839911,0.873872,0.10218,-0.268332,-0.0114406,-0.453133,-0.738558,-0.561281
1501213519,0.903343,1.28815,-0.323123,-0.626852,-2.11999,-2.66307,0.19338,-0.125038
1501213522,0.642846,1.1142,0.922079,-0.0640997,-0.803968,-1.6684,1.04542,-0.219293
1501213525,0.112719,0.463653,0.729393,0.121517,0.780315,-0.625897,2.06791,0.742959
1501213527,-0.323379,0.279946,-0.580715,-0.151703,0.418015,-0.0747959,0.744084,-0.0755607
1501213531,-0.834561,-0.311855,0.729522,0.416855,0.319985,-0.349494,1.13765,0.480556
1501213534,-1.14826,-0.971012,0.461749,-0.121323,1.21065,0.518458,1.23233,-0.536511
1501213537,-1.97757,-1.3495,0.874572,0.869322,2.31345,1.59612,2.30529,0.52597
1501213539,-3.21138,-1.79223,1.9745,1.67648,2.61119,2.1305,2.26636,0.208277
1501213543,-0.32419,-0.457913,1.6141,0.234511,0.655031,-0.380724,0.519597,-1.90408
1501213546,0.53902,0.287922,1.21421,0.139032,0.552646,-0.929557,-0.191517,-0.892447
1501213549,-0.254959,0.507107,1.92515,0.142644,0.268315,-1.4035,-0.0916229,-0.611958
1501213552,0.352086,0.589883,2.82349,-0.0284807,0.319559,-1.20145,0.546085,-1.19738
1501213555,0.482097,0.061541,1.03722,0.231026,0.53511,-1.4692,1.31044,-0.0942617
1501213557,1.06464,0.311839,0.286061,0.183786,0.693341,-1.20193,0.624244,-0.527244
1501213561,0.0891754,-0.286853,-0.623421,-0.926335,0.641522,-0.852147,0.333154,-0.335477
1501213564,0.646432,0.191948,-0.480452,-0.895326,0.956209,-1.03505,0.583589,-0.62196
1501213567,0.527732,0.503028,-1.3736,-0.905559,0.414351,-1.32038,0.197747,-1.28829
1501213569,1.07076,0.437718,-1.36289,-0.859706,0.339668,-1.79842,-0.738345,-2.05743
1501213573,1.91148,1.65011,-0.623657,-1.41583,-0.0589384,-2.31658,0.0837046,-1.37847
1501213576,1.80168,1.37241,-0.873064,-1.01176,-0.251233,-2.3267,-0.223864,-0.965011
1501213579,1.73947,1.28372,0.0916297,-0.908789,0.713562,-1.93128,0.024789,-0.666503
1501213582,1.13796,1.26474,-0.907499,-0.722156,0.799065,-1.11555,0.224381,-1.10105
1501213585,0.341956,0.459278,0.0501277,-0.541992,1.43185,-0.64123,0.196063,-0.470403
1501213587,0.400344,0.336988,-0.287089,-0.374244,1.19671,-0.965805,0.365225,-0.976491
1501213591,0.406897,0.162353,-0.586851,-0.895475,0.051985,-1.61624,0.312979,0.0700954
1501213594,0.480095,0.349589,0.109609,-0.0464011,0.264888,-1.34457,1.08141,-0.271298
1501213597,0.506339,0.295125,-0.634278,-0.428191,1.00452,-1.07613,0.494329,0.403636
1501213600,0.15952,-0.423068,-1.33965,-1.39568,0.168284,-1.20113,-0.74923,-0.86869
1501213603,0.48214,0.420607,-1.36265,-1.30321,-0.144236,-1.33103,-0.162959,-0.916717
1501213606,-0.117101,0.0100476,-0.780278,-1.51583,0.239929,-1.12292,-0.428523,-0.204365
1501213609,0.635161,0.0998323,-0.0852662,-0.701037,-0.0420068,-0.932188,0.128157,0.028105
1501213612,-0.249844,-0.0373651,-0.211681,-1.13091,-0.161256,-1.17437,0.696355,-0.945191
1501213615,-0.990087,-0.209187,0.0119846,-0.988836,0.358728,-0.78058,1.26095,-0.630317
1501213617,-1.00499,-0.173331,-0.715028,-0.905507,0.0322305,-1.07964,0.221894,-0.04186
1501213621,-0.686916,0.0989793,-1.12527,-0.106109,0.539508,-0.0765039,-0.0477884,0.371668
1501213623,-0.120228,0.210218,0.496901,-0.719624,0.340058,-0.661675,0.903734,-0.31752
1501213627,0.0972112,0.495095,-0.0603796,-0.0988224,0.263171,-0.42388,0.932509,0.514044
1501213629,0.0406458,0.0698421,-0.272937,-0.361043,1.03657,-0.455428,0.379643,-0.181676
1501213632,0.0641562,-0.01507,-0.615485,-0.851674,0.388407,-0.829328,0.610928,-0.51717
1501213635,-0.493365,-0.551277,-1.40232,-0.885267,0.000461178,-1.08598,1.09164,-0.750828
1501213637,-0.761324,-0.361367,-1.19197,-0.510561,-0.172989,-1.33652,-0.0648895,0.454732
1501213641,-0.068051,-0.00779054,-0.757199,-0.572215,-0.104057,-1.25389,-0.157684,-0.6464
1501213644,-0.923618,-0.678283,-0.0799811,-0.252447,0.206825,-1.25559,0.483372,-0.559898
1501213647,-0.698974,-0.759223,-0.502127,0.348534,-0.33815,-1.31252,0.666919,-0.862529
1501213650,-0.246347,-0.628243,-0.0118032,-0.707266,-0.0164239,-0.936096,0.765842,-1.25144
1501213653,-0.820705,-0.393315,-0.361194,-0.306292,-0.408543,-0.311896,0.0307498,-0.748012
1501213656,-0.786578,-0.231698,-0.844557,0.0353774,-0.38678,-0.246157,0.803939,-1.01018
1501213659,-0.917416,0.0038429,-1.23632,-0.114508,-0.436752,-0.155662,0.787522,-0.996867
1501213662,-1.33518,-0.0748346,-1.02189,-0.824102,-0.493561,-0.291506,0.696175,-1.18882
1501213665,-1.36915,-0.152871,-1.08738,-0.43542,-0.130491,0.172337,0.858553,-1.61217
1501213667,-0.75753,0.296569,-0.69395,-0.552447,-0.379815,-0.153457,-0.102181,-0.983019
1501213671,-1.15081,0.0428857,-0.0725879,0.00600828,-0.638892,-0.580055,1.27969,-1.06197
1501213674,-1.34921,-0.0360034,1.15925,-0.790504,-0.0989691,-0.441558,0.606883,-1.46651
1501213677,-0.854448,0.383112,1.31183,-0.333505,-0.594996,-0.142865,0.762409,-1.86847
1501213680,-0.784382,0.217181,0.334107,-0.153655,-0.214672,-0.0940692,1.26809,-1.7691
1501213683,-0.668266,-0.269359,-0.085834,-0.471024,0.392968,-0.159458,1.24519,-0.973448
1501213686,-1.16075,0.222964,-0.038642,-0.507737,-0.0418127,-0.35549,1.48596,-0.941988
1501213689,-1.39832,-0.207287,0.914922,0.0217405,0.629585,0.244948,0.596175,-0.648501
