sec,LHC.BPM.1L5.B1_DOROS:POS_H,LHC.BPM.1L5.B1_DOROS:POS_V,LHC.BPM.1L5.B2_DOROS:POS_H,LHC.BPM.1L5.B2_DOROS:POS_V,LHC.BPM.1R5.B1_DOROS:POS_H,LHC.BPM.1R5.B1_DOROS:POS_V,LHC.BPM.1R5.B2_DOROS:POS_H,LHC.BPM.1R5.B2_DOROS:POS_V
1440462600,-0.2724,-0.0557,-0.2109,-0.407,0.4391,-0.2668,0.3625,-0.4628
1440462601,-0.2725,-0.0557,-0.2111,-0.4074,0.4392,-0.2668,0.3626,-0.4628
1440462602,-0.2723,-0.0558,-0.211,-0.4075,0.4391,-0.2668,0.3626,-0.4624
1440462603,-0.2724,-0.0558,-0.211,-0.407,0.4393,-0.2667,0.3625,-0.4628
1440462604,-0.2723,-0.056,-0.2114,-0.4072,0.439,-0.2667,0.3626,-0.4626
1440462605,-0.2721,-0.0559,-0.211,-0.4072,0.4392,-0.2666,0.3627,-0.4629
1440462606,-0.272,-0.056,-0.211,-0.407,0.439,-0.2668,0.3627,-0.4626
1440462607,-0.272,-0.0561,-0.2111,-0.4069,0.4393,-0.2667,0.3624,-0.4625
1440462608,-0.2718,-0.0559,-0.2108,-0.4067,0.4393,-0.2669,0.3625,-0.463
1440462609,-0.2718,-0.0562,-0.211,-0.4073,0.4391,-0.2668,0.3625,-0.4625
1440462610,-0.2717,-0.056,-0.2107,-0.4063,0.4394,-0.2669,0.3625,-0.4628
1440462611,-0.2716,-0.0561,-0.2109,-0.4066,0.4392,-0.267,0.3626,-0.4626
1440462612,-0.2715,-0.0562,-0.2111,-0.407,0.4395,-0.2671,0.3626,-0.4627
1440462613,-0.2713,-0.0562,-0.2108,-0.4063,0.4392,-0.2671,0.3627,-0.4627
1440462614,-0.2713,-0.0562,-0.2107,-0.4064,0.4394,-0.2668,0.3627,-0.4626
1440462615,-0.2712,-0.0563,-0.2111,-0.4062,0.4392,-0.267,0.3626,-0.4628
1440462616,-0.2711,-0.0563,-0.2109,-0.4061,0.4393,-0.2671,0.3625,-0.4627
1440462617,-0.2709,-0.0562,-0.2106,-0.4059,0.4393,-0.267,0.3627,-0.4627
1440462618,-0.2709,-0.0565,-0.2108,-0.4057,0.4391,-0.2669,0.3628,-0.4625
1440462619,-0.2707,-0.0566,-0.2105,-0.4062,0.4391,-0.2669,0.363,-0.4627
1440462620,-0.2707,-0.0567,-0.2106,-0.4062,0.4392,-0.2669,0.3629,-0.4624
1440462621,-0.2707,-0.0568,-0.2107,-0.4062,0.4392,-0.267,0.3629,-0.4626
1440462622,-0.2703,-0.0568,-0.2103,-0.4064,0.4393,-0.2671,0.3629,-0.4624
1440462623,-0.2703,-0.0567,-0.2103,-0.4064,0.4391,-0.2671,0.363,-0.4622
1440462624,-0.2704,-0.0569,-0.2104,-0.4065,0.4391,-0.2669,0.363,-0.4625
1440462625,-0.2702,-0.0572,-0.21,-0.4067,0.439,-0.2669,0.363,-0.462
1440462626,-0.2699,-0.0571,-0.2103,-0.4069,0.4391,-0.2669,0.363,-0.4621
1440462627,-0.2699,-0.0573,-0.2099,-0.4069,0.4391,-0.2668,0.363,-0.4618
1440462628,-0.2699,-0.0573,-0.21,-0.4071,0.4391,-0.2668,0.363,-0.4621
1440462629,-0.2695,-0.0573,-0.21,-0.4071,0.4391,-0.2667,0.3632,-0.4616
1440462630,-0.2694,-0.0573,-0.2099,-0.4068,0.4391,-0.2669,0.3631,-0.4617
1440462631,-0.2694,-0.0574,-0.2097,-0.4069,0.4389,-0.2667,0.3632,-0.4613
1440462632,-0.2691,-0.0574,-0.2098,-0.4069,0.439,-0.2667,0.3631,-0.4612
1440462633,-0.269,-0.0573,-0.2096,-0.4069,0.4393,-0.2667,0.3631,-0.4609
1440462634,-0.269,-0.0575,-0.2097,-0.4073,0.439,-0.2666,0.3631,-0.4609
1440462635,-0.2689,-0.0573,-0.2098,-0.4071,0.4391,-0.2665,0.3632,-0.4608
1440462636,-0.2688,-0.0576,-0.2092,-0.407,0.4389,-0.2665,0.3633,-0.4607
1440462637,-0.2687,-0.0575,-0.2092,-0.407,0.4392,-0.2663,0.3634,-0.4604
1440462638,-0.2686,-0.0577,-0.2092,-0.4071,0.4387,-0.2662,0.3635,-0.4604
1440462639,-0.2684,-0.0579,-0.2092,-0.4073,0.439,-0.2661,0.3634,-0.4602
1440462640,-0.2682,-0.0577,-0.209,-0.4071,0.4391,-0.2661,0.3634,-0.4601
1440462641,-0.2679,-0.0578,-0.2091,-0.4074,0.4388,-0.2659,0.3634,-0.4604
