sec,LHC.BPM.1L5.B1_DOROS:POS_H,LHC.BPM.1L5.B1_DOROS:POS_V,LHC.BPM.1L5.B2_DOROS:POS_H,LHC.BPM.1L5.B2_DOROS:POS_V,LHC.BPM.1R5.B1_DOROS:POS_H,LHC.BPM.1R5.B1_DOROS:POS_V,LHC.BPM.1R5.B2_DOROS:POS_H,LHC.BPM.1R5.B2_DOROS:POS_V
1440462860,-0.2651,-0.0593,-0.2097,-0.407,0.4357,-0.2642,0.3663,-0.4594
1440462870,-0.265,-0.0593,-0.21,-0.4064,0.4359,-0.2643,0.3665,-0.459
1440462890,-0.2654,-0.0592,-0.21,-0.4064,0.4354,-0.2642,0.3664,-0.4591
1440462894,-0.2672,-0.0594,-0.2008,-0.4063,0.445,-0.2645,0.3701,-0.4588
1440462895,-0.2683,-0.0597,-0.1969,-0.4061,0.4488,-0.2646,0.3715,-0.4586
1440462905,-0.2695,-0.0598,-0.191,-0.406,0.455,-0.2649,0.374,-0.4584
1440462906,-0.2721,-0.0597,-0.1812,-0.4056,0.4645,-0.2651,0.378,-0.4578
1440462907,-0.2743,-0.0603,-0.1724,-0.4053,0.474,-0.2652,0.3814,-0.4579
1440462917,-0.2749,-0.0603,-0.1693,-0.4052,0.4771,-0.2653,0.3828,-0.4577
1440462919,-0.2759,-0.0604,-0.1657,-0.405,0.4802,-0.2656,0.3842,-0.4576
1440462928,-0.2783,-0.0607,-0.1553,-0.4052,0.4906,-0.2658,0.3882,-0.4571
1440462930,-0.2784,-0.0607,-0.1554,-0.4049,0.4907,-0.2659,0.3881,-0.4571
1440462938,-0.2783,-0.0605,-0.1556,-0.405,0.4905,-0.266,0.3882,-0.4573
1440462941,-0.2783,-0.0604,-0.1555,-0.4051,0.4905,-0.2659,0.3881,-0.4572
1440462951,-0.2784,-0.0627,-0.1557,-0.4063,0.491,-0.2641,0.3884,-0.458
1440462953,-0.2788,-0.0701,-0.1553,-0.4105,0.4914,-0.2572,0.3886,-0.4615
1440462954,-0.2787,-0.0703,-0.1556,-0.411,0.4913,-0.257,0.3885,-0.4614
1440462962,-0.2791,-0.075,-0.1558,-0.4137,0.4912,-0.2525,0.3887,-0.4636
1440462970,-0.2796,-0.0835,-0.1559,-0.4185,0.4917,-0.2447,0.3888,-0.467
1440462972,-0.2801,-0.0896,-0.1557,-0.4226,0.4918,-0.239,0.3887,-0.4697
1440462979,-0.2803,-0.093,-0.1554,-0.4244,0.4921,-0.2362,0.3889,-0.4714
1440462980,-0.2802,-0.0975,-0.1557,-0.427,0.492,-0.2317,0.3891,-0.4733
1440462981,-0.2805,-0.0997,-0.1553,-0.4281,0.4921,-0.2298,0.3892,-0.4744
1440462993,-0.2804,-0.0993,-0.1557,-0.4281,0.4923,-0.2298,0.3891,-0.4746
1440462997,-0.2808,-0.0994,-0.1557,-0.4278,0.4922,-0.2298,0.3889,-0.4743
1440463006,-0.2806,-0.0995,-0.156,-0.4283,0.4922,-0.2299,0.389,-0.4743
1440463028,-0.2805,-0.0992,-0.1559,-0.4279,0.492,-0.2295,0.3888,-0.4743
1440463051,-0.2805,-0.0992,-0.1565,-0.4278,0.4917,-0.2298,0.3891,-0.4744
1440463058,-0.2804,-0.0992,-0.1561,-0.4277,0.492,-0.2299,0.3893,-0.4746
1440463059,-0.2803,-0.099,-0.1564,-0.4279,0.4918,-0.2297,0.3892,-0.4744
1440463070,-0.2805,-0.0992,-0.1564,-0.4277,0.4918,-0.2296,0.3891,-0.4745
1440463072,-0.2804,-0.0992,-0.1562,-0.4277,0.4919,-0.2295,0.3893,-0.4745
1440463078,-0.2802,-0.0989,-0.1566,-0.4281,0.4917,-0.2298,0.3889,-0.4744
1440463080,-0.2802,-0.0989,-0.1568,-0.4277,0.4916,-0.2298,0.389,-0.474
1440463087,-0.2804,-0.0991,-0.1568,-0.4278,0.4916,-0.2296,0.3888,-0.4741
1440463090,-0.2803,-0.0992,-0.1568,-0.4281,0.4917,-0.2298,0.3889,-0.4741
1440463121,-0.2929,-0.0985,-0.1695,-0.4278,0.4799,-0.2297,0.402,-0.4743
1440463125,-0.3062,-0.0986,-0.1832,-0.4275,0.4665,-0.2298,0.4149,-0.4741
1440463133,-0.3063,-0.0987,-0.1838,-0.4279,0.4662,-0.2297,0.4147,-0.4744
1440463141,-0.3274,-0.0989,-0.2058,-0.4279,0.4447,-0.2297,0.4348,-0.4744
1440463146,-0.3327,-0.0988,-0.2116,-0.4282,0.4392,-0.2297,0.44,-0.4743
1440463148,-0.3327,-0.0989,-0.2117,-0.4278,0.4396,-0.2297,0.4402,-0.4742
1440463162,-0.2988,-0.0988,-0.177,-0.428,0.4717,-0.23,0.4068,-0.4746
1440463163,-0.2979,-0.0989,-0.1757,-0.4279,0.473,-0.2299,0.4059,-0.4745
1440463171,-0.2977,-0.0988,-0.1755,-0.4281,0.473,-0.2299,0.4059,-0.4747
1440463177,-0.2976,-0.0988,-0.1759,-0.4279,0.4732,-0.2299,0.4057,-0.4746
1440463182,-0.2977,-0.0981,-0.1759,-0.4286,0.473,-0.2295,0.4058,-0.4753
1440463185,-0.2976,-0.087,-0.176,-0.4394,0.4726,-0.219,0.4062,-0.4855
1440463186,-0.2978,-0.0819,-0.1759,-0.444,0.473,-0.2141,0.4061,-0.4907
1440463187,-0.2982,-0.0774,-0.1757,-0.4487,0.4729,-0.2098,0.406,-0.4953
1440463188,-0.2979,-0.0738,-0.1759,-0.4522,0.473,-0.2064,0.4062,-0.4985
1440463189,-0.298,-0.0723,-0.1756,-0.4532,0.4729,-0.205,0.4063,-0.5001
1440463190,-0.2979,-0.0718,-0.1757,-0.4539,0.4727,-0.2046,0.4062,-0.5005
1440463192,-0.298,-0.0719,-0.1758,-0.4536,0.4727,-0.2046,0.4064,-0.5008
1440463195,-0.2978,-0.0771,-0.1757,-0.4482,0.4727,-0.2099,0.4064,-0.4954
1440463196,-0.2977,-0.0824,-0.1759,-0.443,0.4726,-0.2151,0.4063,-0.4905
1440463203,-0.297,-0.1242,-0.1768,-0.403,0.4725,-0.2543,0.4055,-0.4495
1440463204,-0.2971,-0.1251,-0.1762,-0.4023,0.4723,-0.255,0.4053,-0.449
1440463215,-0.2968,-0.1247,-0.1767,-0.4028,0.4723,-0.2548,0.4052,-0.4489
1440463219,-0.2971,-0.1094,-0.1765,-0.4179,0.4724,-0.2398,0.406,-0.464
1440463221,-0.2974,-0.0985,-0.1764,-0.4286,0.4729,-0.2296,0.4062,-0.4745
1440463234,-0.2972,-0.092,-0.1768,-0.4344,0.4728,-0.2237,0.4063,-0.481
1440463240,-0.2975,-0.092,-0.1767,-0.4341,0.4727,-0.2238,0.4058,-0.4808
1440463274,-0.2971,-0.0919,-0.1767,-0.4342,0.4722,-0.2242,0.4062,-0.4804
1440463278,-0.2972,-0.092,-0.177,-0.4341,0.4731,-0.224,0.406,-0.481
1440463288,-0.2973,-0.0919,-0.1768,-0.4346,0.4724,-0.2242,0.4061,-0.4808
1440463296,-0.2976,-0.0916,-0.1762,-0.4343,0.4727,-0.2242,0.4063,-0.4813
1440463303,-0.2973,-0.0918,-0.1741,-0.4331,0.4735,-0.2243,0.4047,-0.4813
1440463304,-0.2972,-0.0913,-0.174,-0.4332,0.4738,-0.2244,0.4046,-0.4815
1440463320,-0.2971,-0.0916,-0.1756,-0.434,0.4726,-0.2242,0.4057,-0.481
1440463326,-0.2933,-0.0917,-0.1716,-0.4339,0.4766,-0.2243,0.4016,-0.481
1440463329,-0.2856,-0.0915,-0.164,-0.4335,0.4841,-0.2244,0.3943,-0.4813
1440463335,-0.26,-0.0918,-0.1382,-0.4332,0.5092,-0.2244,0.3692,-0.4813
1440463336,-0.2546,-0.0917,-0.1327,-0.4334,0.5145,-0.2243,0.3639,-0.4812
1440463341,-0.2241,-0.0916,-0.1019,-0.4336,0.5443,-0.2242,0.3334,-0.4814
1440463344,-0.2035,-0.0917,-0.0811,-0.4338,0.5641,-0.2245,0.3132,-0.481
1440463345,-0.1966,-0.0914,-0.0738,-0.4335,0.5712,-0.2246,0.3062,-0.482
1440463348,-0.1747,-0.0917,-0.0512,-0.4337,0.5923,-0.2243,0.2847,-0.4814
1440463355,-0.1222,-0.0915,0.0026,-0.4338,0.6433,-0.2249,0.2313,-0.4817
1440463359,-0.0921,-0.0919,0.0325,-0.4338,0.6716,-0.2249,0.2021,-0.4814
1440463362,-0.0714,-0.0919,0.0543,-0.4337,0.6924,-0.2252,0.1807,-0.4815
1440463366,-0.045,-0.092,0.0808,-0.4337,0.7172,-0.2251,0.1553,-0.4815
1440463369,-0.0277,-0.092,0.0979,-0.4338,0.7335,-0.225,0.1384,-0.4815
1440463374,-0.0048,-0.092,0.1208,-0.4332,0.7557,-0.2251,0.1156,-0.4819
1440463379,0.0087,-0.0921,0.1344,-0.4335,0.7685,-0.2252,0.1023,-0.4816
1440463383,0.0119,-0.0918,0.1369,-0.4336,0.7709,-0.2252,0.0995,-0.4819
1440463385,0.0117,-0.0919,0.1371,-0.4336,0.7708,-0.2251,0.1,-0.4816
1440463389,0.012,-0.0922,0.1372,-0.4338,0.7709,-0.225,0.0998,-0.4816
1440463390,0.0119,-0.0919,0.1368,-0.4337,0.7704,-0.2249,0.1,-0.4815
1440463397,0.0119,-0.0919,0.1375,-0.433,0.7708,-0.2252,0.0994,-0.4816
1440463404,0.0118,-0.0921,0.1373,-0.4332,0.7705,-0.2251,0.0998,-0.4819
1440463405,0.0119,-0.0918,0.137,-0.4336,0.7709,-0.2252,0.0999,-0.4818
1440463409,0.0119,-0.092,0.1374,-0.4334,0.7706,-0.2249,0.0999,-0.4816
1440463411,0.0117,-0.0918,0.137,-0.4333,0.7709,-0.2253,0.0997,-0.482
1440463412,0.0114,-0.092,0.1374,-0.4334,0.7711,-0.2252,0.0995,-0.4815
1440463417,0.0102,-0.092,0.1355,-0.4335,0.7691,-0.2252,0.1014,-0.4815
1440463418,0.0068,-0.0919,0.1321,-0.4336,0.7659,-0.2253,0.1046,-0.4816
1440463422,-0.0103,-0.0919,0.1134,-0.4336,0.7482,-0.2251,0.1222,-0.4816
1440463428,-0.0132,-0.0919,0.1107,-0.4339,0.746,-0.225,0.1243,-0.4818
1440463433,-0.0129,-0.0917,0.1112,-0.4332,0.7458,-0.2252,0.1239,-0.4819
1440463434,-0.013,-0.0915,0.1108,-0.4334,0.7461,-0.2254,0.1236,-0.4818
1440463436,-0.0131,-0.092,0.1113,-0.4334,0.746,-0.2253,0.1242,-0.4817
1440463437,-0.0126,-0.0919,0.1109,-0.4339,0.7456,-0.2251,0.1247,-0.4815
1440463444,-0.013,-0.0916,0.1104,-0.4336,0.746,-0.2254,0.1237,-0.4818
1440463446,-0.013,-0.0918,0.1104,-0.4335,0.7458,-0.2251,0.1242,-0.4815
