Timestamp, IP5-H:Pos, IP5-H:Residuals, IP5-V:Pos, IP5-V:Residuals
NUMBER-POINTS 533
1.530416158767E12,0.048702830477558585,1.4801925469031927,0.3201205740401462,1.9564988559491345
1.530416160727E12,0.6427608732820914,1.3578470777085097,0.7810799027607106,2.235715446618032
1.530416162726E12,0.3538931844071533,1.102202169955736,0.6238193470285626,2.7133796624706723
1.530416164726E12,0.5767843334921904,1.6493739001257537,0.8078374136699926,2.8362503508680437
1.530416166727E12,0.7422195756738967,1.3502809290677305,-0.03216337604220295,1.8432859094552783
1.530416168805E12,0.24659943965424405,1.855686209469117,-0.6016775612656642,2.1773408204038724
1.530416170726E12,0.1945582145761831,1.7545412345917684,-0.19906179980034036,2.340514794149891
1.530416172727E12,-0.22122843759374614,2.41541923317635,-0.5669852347593348,2.35620505157787
1.530416174726E12,0.05937428644055035,2.3342471003687977,-1.266251953995423,2.586382268596205
1.530416176767E12,0.08686969497355988,1.4873319232558369,-1.1466670636656573,3.4861161832248566
1.530416178767E12,0.4172249684126522,1.8044170795066745,-0.6596198856598612,3.9269396504304845
1.530416180726E12,0.031705898981185206,1.8136257267036653,-0.43929343458816583,3.84670323100642
1.530416182726E12,0.525435638813455,1.5516619168520587,-1.1099822348443305,2.2239398970379773
1.530416184848E12,0.17260681781994575,1.9181239786899804,-2.029836470823757,2.9247642248390306
1.530416186726E12,0.05999552880930647,2.5229930570656505,-1.2072110795469486,3.167765932583657
1.530416188767E12,0.06529843372068396,2.914040505797244,-0.09197669844854411,5.284190261932864
1.530416190727E12,0.012088595356864901,3.392628200771087,-0.34578541756773884,5.255172355273674
1.530416192726E12,0.7815508466698017,2.779292983234423,-0.6563956314319048,3.711808812721897
1.530416194725E12,0.09139108175734996,2.089447558029108,-1.2804461453222082,2.561502151307326
1.530416196727E12,0.3804848732672545,2.735510257488785,-1.184023295796557,2.678703853306304
1.530416198805E12,-0.33921626143638356,2.1831523450333408,-1.805973904957196,2.5582520977065912
1.530416200726E12,-0.004235508431019871,3.3345794010550573,-1.1609305186783883,2.1915601623445755
1.530416202727E12,0.05044774709655387,3.0799217632262774,-2.019696829662174,2.9519049126039065
1.530416204726E12,0.48513158817238494,2.212119201117447,-0.9984651776680729,2.191333121631293
1.530416206726E12,0.2744102071760392,1.9473120734463265,-0.9451040568516413,2.8968494539204106
1.530416208805E12,0.8323522819639653,1.8648091140761216,-1.3415846385819101,3.0916921164607407
1.530416210726E12,0.7065790590986998,1.9832644471050098,-0.8379992672124768,3.568851192138047
1.530416212726E12,0.13516695148637325,2.6700938818010753,-1.7110934675073353,3.6019872528529806
1.530416214727E12,0.4589058101171661,2.6777347640697418,-2.086902149130223,2.63676001171041
1.530416216726E12,0.8610924102784485,2.8608501217116213,-1.5883313754277821,2.9403863669458388
1.530416218766E12,0.4122437678666501,2.8024341007123588,-1.1588159297507326,3.085766728039603
1.530416220727E12,0.7374981207605411,2.20477435248478,-1.3687428649540487,3.0429654759079
1.530416222687E12,0.3754311732650001,2.5385640957323528,-1.1781897835268957,3.7237984772573025
1.530416224726E12,0.18869299088032684,2.96061603730455,-1.4693538505223105,2.46352221823138
1.530416226727E12,0.37957958264111813,2.1461378154052984,-1.1108004070658934,2.494659142316368
1.530416228768E12,0.13166494076990723,2.1712690519423936,-1.3675111527702295,3.018193506658995
1.530416230726E12,0.4434700221455643,2.1528798192042276,-0.9205814088156777,2.296975872062606
1.530416232727E12,0.8252474808838409,1.7076916697081892,-0.16944178084398198,2.9129351280096683
1.530416234726E12,0.6826758668635486,1.7962220387771364,-0.5586258017037397,3.17946444490014
1.530416236726E12,0.5627984989357999,2.5524856402668314,-0.7934896066948769,3.9789612298636308
1.530416238766E12,0.5069461285581138,3.2271745096258315,-0.6385143189628165,3.6970084121481133
1.530416240726E12,0.6083010580852086,3.3700644578069108,-0.6869855299596928,2.880608033219941
1.530416242726E12,0.6317199347891139,2.945086469391324,-0.8704879586666192,3.056580391984686
1.530416244727E12,0.4273836484735412,1.984112567111774,-1.3672198609540867,1.8437425338399671
1.530416246726E12,0.32424546491618206,1.285704414083,-1.4178492329416632,2.9908145805473945
1.530416248807E12,0.5523701074610937,1.739933307146876,-0.9480515494260908,2.3011565312760913
1.530416250727E12,0.49164120064845285,2.6236197459375465,-0.9191511960508134,2.865976206597608
1.530416252726E12,0.7522293391278102,2.2690276598401287,-0.9070909234274693,3.3066878365946137
1.530416254726E12,1.0275690963692279,2.883275012753028,-0.5514007173640557,3.828064972246345
1.530416256727E12,0.7171294600323973,2.632123842072205,-1.5875335782778375,2.3605813570503402
1.530416258805E12,0.7744904020510128,1.9535377781505803,-2.5561104127852676,2.19589380363206
1.530416260726E12,0.3864601138296438,2.040822495456467,-1.2820448622221217,2.3047565813501456
1.530416262727E12,0.7762857707541354,2.039238489426709,-1.3128827866077053,3.0719530981671053
1.530416264726E12,0.9012469536728659,2.014776941182838,-1.028996176998888,3.0464957440711027
1.530416266726E12,0.8540032504377258,1.9855437309751687,-1.0939398376068048,1.9547705448101824
1.530416268806E12,0.7124088228048934,2.5895342628901834,-1.2708863863218318,2.775976344977439
1.530416270726E12,0.8030955907319253,2.3291366732591565,-1.5587204362640434,2.0960124074742805
1.530416272726E12,0.4884431435132459,1.86989783032303,-1.392227222287898,2.4975466485393962
1.530416274767E12,0.3209125603737532,2.257328557279939,-2.2348540654474824,2.6985117845351385
1.530416276726E12,0.8440023186938646,2.253340099168011,-1.0908599676183475,3.1820426469828678
1.530416278807E12,0.7487138270939556,2.014122497870091,-1.3632165803457401,1.9905644094089927
1.530416280727E12,0.9659223385573745,1.3337875305698856,0.24919082201485127,2.964699938148576
1.530416282726E12,0.3540140270731833,1.9700762290071172,1.0783629259246224,3.6678737042973206
1.530416284726E12,0.9671490724152453,2.358268619207778,0.6750623872234235,2.8736703409592503
1.530416286727E12,0.817506621353153,2.0970223987100187,0.3639197813592417,3.2876635767907425
1.530416288768E12,0.4856660195644589,1.5920209755514305,1.0512175080511477,3.968515129065934
1.530416290726E12,0.5848917325330562,2.362889697903662,0.4270966107596491,3.703714211526245
1.530416292727E12,0.35283265913279965,2.807756345135557,0.7518311927850321,3.9245188668011153
1.530416294726E12,0.3211646290034349,2.6885941472872896,0.49903008462982895,3.3730551015644283
1.530416296726E12,-0.021721178115474093,1.9522225541485616,0.7560583444154604,1.9399034133651163
1.530416298767E12,0.13045567103963646,2.1043881093060985,0.9545504268312741,2.5954163982919765
1.530416300966E12,0.26911392365469405,1.7110537169347015,1.1253359619677172,3.0119772369146607
1.530416302726E12,-0.15422259069265506,1.9710703799075449,1.3824538330038096,3.217127449553299
1.530416304727E12,-0.22735659762874336,2.7134811790806888,1.7971695653351412,3.8621936872271716
1.530416306726E12,-0.04442300216562908,2.5370905547263822,1.759979826321097,3.0057420995209494
1.530416308766E12,-0.613036413634619,2.297886840927769,1.8233925307941747,3.1990330833168947
