sec,LHC.BPM.1L5.B1_DOROS:POS_H,LHC.BPM.1L5.B1_DOROS:POS_V,LHC.BPM.1L5.B2_DOROS:POS_H,LHC.BPM.1L5.B2_DOROS:POS_V,LHC.BPM.1R5.B1_DOROS:POS_H,LHC.BPM.1R5.B1_DOROS:POS_V,LHC.BPM.1R5.B2_DOROS:POS_H,LHC.BPM.1R5.B2_DOROS:POS_V
1510479000,-3.2427,-1.2907,4.0608,-1.1644,3.6803,-1.5908,-3.9445,-1.7799
1510479001,-3.2423,-1.2909,4.0615,-1.1631,3.6798,-1.5906,-3.9452,-1.7808
1510479003,-3.2421,-1.2901,4.0633,-1.1683,3.6794,-1.5913,-3.9473,-1.7767
1510479004,-3.2418,-1.2898,4.0646,-1.164,3.6792,-1.5918,-3.9491,-1.7798
1510479005,-3.2423,-1.2896,4.0649,-1.1637,3.6794,-1.5924,-3.9495,-1.7801
1510479006,-3.2427,-1.2895,4.0647,-1.1678,3.6796,-1.5925,-3.9489,-1.7768
1510479008,-3.2425,-1.2903,4.0643,-1.1621,3.6794,-1.5917,-3.9485,-1.7817
1510479011,-3.2441,-1.2901,4.0621,-1.1654,3.6812,-1.5918,-3.9466,-1.7789
1510479013,-3.2434,-1.2904,4.0626,-1.1649,3.6806,-1.5915,-3.9476,-1.7795
1510479014,-3.2431,-1.2905,4.0634,-1.1679,3.6801,-1.5916,-3.9482,-1.777
1510479015,-3.2433,-1.2904,4.0635,-1.1643,3.6804,-1.5917,-3.9483,-1.7798
1510479018,-3.2438,-1.2903,4.0641,-1.168,3.6812,-1.5918,-3.9492,-1.7769
1510479019,-3.2445,-1.29,4.064,-1.1636,3.6821,-1.5919,-3.9495,-1.78
1510479020,-3.2455,-1.2896,4.0646,-1.1624,3.6833,-1.5923,-3.9499,-1.7811
1510479021,-3.2462,-1.2893,4.0658,-1.1668,3.6845,-1.5929,-3.9515,-1.7776
1510479022,-3.2469,-1.2886,4.0679,-1.167,3.6861,-1.5933,-3.9539,-1.7775
1510479023,-3.248,-1.288,4.0697,-1.1626,3.6881,-1.594,-3.9563,-1.781
1510479024,-3.2485,-1.2873,4.0708,-1.1633,3.689,-1.5946,-3.9576,-1.7804
1510479029,-3.2473,-1.287,4.072,-1.1678,3.6888,-1.595,-3.959,-1.7767
1510479030,-3.2474,-1.2869,4.0717,-1.1641,3.6889,-1.5951,-3.9587,-1.7797
1510479033,-3.2465,-1.2866,4.0716,-1.1671,3.6881,-1.5954,-3.9584,-1.7776
1510479035,-3.2471,-1.2869,4.071,-1.1627,3.6885,-1.5953,-3.9571,-1.7814
1510479038,-3.2479,-1.2876,4.0699,-1.161,3.6894,-1.5944,-3.9548,-1.7828
1510479039,-3.2486,-1.2881,4.0675,-1.1627,3.6903,-1.5936,-3.9518,-1.7818
1510479040,-3.2489,-1.2891,4.0671,-1.1667,3.6911,-1.5921,-3.9511,-1.7793
1510479041,-3.2486,-1.2895,4.0665,-1.165,3.6913,-1.5915,-3.9507,-1.7806
1510479043,-3.249,-1.2879,4.0672,-1.165,3.6922,-1.5933,-3.9508,-1.7797
1510479044,-3.2487,-1.2874,4.0688,-1.1696,3.6916,-1.5936,-3.9528,-1.7757
1510479045,-3.248,-1.2879,4.0696,-1.1679,3.691,-1.5931,-3.9541,-1.777
1510479046,-3.2475,-1.288,4.0695,-1.1633,3.6902,-1.593,-3.9542,-1.7807
1510479047,-3.2479,-1.2874,4.0692,-1.1649,3.6905,-1.5936,-3.9537,-1.7791
1510479048,-3.2483,-1.2871,4.0693,-1.1697,3.6912,-1.5939,-3.9536,-1.7752
1510479051,-3.248,-1.2881,4.0668,-1.1657,3.6911,-1.5931,-3.9511,-1.779
1510479052,-3.2482,-1.288,4.0664,-1.1696,3.6912,-1.5932,-3.9507,-1.7762
1510479053,-3.2477,-1.2874,4.0671,-1.1674,3.6906,-1.5938,-3.9517,-1.7778
1510479054,-3.2468,-1.2871,4.0689,-1.1638,3.6895,-1.5941,-3.954,-1.7802
1510479055,-3.2462,-1.287,4.0703,-1.1664,3.6885,-1.5945,-3.9556,-1.778
1510479056,-3.2459,-1.2865,4.0709,-1.1703,3.688,-1.5952,-3.9562,-1.7747
1510479057,-3.2456,-1.2866,4.0707,-1.1675,3.6876,-1.5951,-3.9563,-1.7772
1510479058,-3.245,-1.2869,4.07,-1.1631,3.6868,-1.5948,-3.9556,-1.7809
1510479060,-3.2446,-1.2872,4.0686,-1.1688,3.6864,-1.5944,-3.9537,-1.7768
1510479064,-3.2442,-1.2884,4.0691,-1.1694,3.6856,-1.5932,-3.9543,-1.7764
1510479065,-3.2438,-1.2888,4.0688,-1.1655,3.6848,-1.5928,-3.9534,-1.7795
1510479066,-3.2437,-1.2897,4.0683,-1.1622,3.6844,-1.5921,-3.9528,-1.7819
1510479068,-3.2435,-1.2906,4.0678,-1.1687,3.6836,-1.5913,-3.9515,-1.777
1510479069,-3.2441,-1.2908,4.0671,-1.1648,3.6843,-1.5911,-3.9507,-1.7799
1510479070,-3.2445,-1.2909,4.0666,-1.1625,3.6847,-1.5909,-3.9503,-1.7818
