dummy,fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
0,7483,327463,102,56,1543464175,860,1,1,3,32,ACQUIRING,MIXED,73,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.23168945,-1521.51647949,1088.18945312,639.401245117,LHC.BPM.1R5.B1_D,3511.46899414,-1762.88098145,1411.08691406,613.406494141,LHC.BPM.1L5.B2_D,4036.75317383,-1482.72155762,1583.11706543,551.880554199,LHC.BPM.1R5.B2_D,-3708.80297852,-1909.81323242,1493.9206543,810.101013184,266,4,2,0,0,11,50,160
1,7483,327463,102,60,1543464177,273,1,1,3,32,ACQUIRING,MIXED,71,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.76538086,-1521.76464844,1088.10827637,639.451660156,LHC.BPM.1R5.B1_D,3511.69116211,-1762.76867676,1411.04162598,613.401184082,LHC.BPM.1L5.B2_D,4036.46191406,-1482.6451416,1583.08117676,551.999389648,LHC.BPM.1R5.B2_D,-3708.23364258,-1910.04052734,1493.60070801,809.959960938,266,4,2,0,0,11,50,160
2,7483,327463,102,64,1543464178,785,1,1,3,32,ACQUIRING,MIXED,70,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.25366211,-1521.71984863,1134.11230469,557.337890625,LHC.BPM.1R5.B1_D,3511.38891602,-1762.76855469,1355.35583496,775.907043457,LHC.BPM.1L5.B2_D,4035.79858398,-1482.63220215,1610.07971191,621.896362305,LHC.BPM.1R5.B2_D,-3707.55224609,-1910.02758789,1443.26196289,705.346374512,266,4,2,0,0,11,50,160
3,7483,327463,103,4,1543464180,200,1,1,3,32,ACQUIRING,MIXED,68,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.25952148,-1521.63000488,1134.21875,557.255187988,LHC.BPM.1R5.B1_D,3511.421875,-1762.76831055,1355.48547363,775.981628418,LHC.BPM.1L5.B2_D,4035.44702148,-1482.21118164,1610.05187988,621.83770752,LHC.BPM.1R5.B2_D,-3707.37207031,-1910.47937012,1443.2253418,705.416015625,266,4,2,0,0,11,50,160
4,7483,327463,103,8,1543464181,712,1,1,3,32,ACQUIRING,MIXED,67,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.15087891,-1521.63952637,1087.9407959,639.478820801,LHC.BPM.1R5.B1_D,3511.45849609,-1762.78601074,1410.99084473,613.342956543,LHC.BPM.1L5.B2_D,4035.71459961,-1482.08337402,1583.08044434,551.626647949,LHC.BPM.1R5.B2_D,-3707.421875,-1910.56445312,1493.57800293,810.322692871,266,4,2,0,0,11,50,160
5,7483,327463,103,12,1543464183,129,1,1,3,32,ACQUIRING,MIXED,65,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.1809082,-1521.39050293,1087.89916992,639.457336426,LHC.BPM.1R5.B1_D,3511.26489258,-1762.91967773,1410.92675781,613.335021973,LHC.BPM.1L5.B2_D,4035.85375977,-1482.20568848,1582.98388672,551.574584961,LHC.BPM.1R5.B2_D,-3707.81787109,-1910.23669434,1493.57775879,810.232299805,266,4,2,0,0,11,50,160
6,7483,327463,103,16,1543464184,643,1,1,3,32,ACQUIRING,MIXED,64,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.84228516,-1521.73974609,1134.02539062,557.360900879,LHC.BPM.1R5.B1_D,3510.9387207,-1762.66308594,1355.14575195,775.903564453,LHC.BPM.1L5.B2_D,4036.0168457,-1482.01623535,1610.36071777,621.845581055,LHC.BPM.1R5.B2_D,-3708.06103516,-1910.48620605,1443.70385742,705.450256348,266,4,2,0,0,11,50,160
7,7483,327463,103,20,1543464186,55,1,1,3,32,ACQUIRING,MIXED,63,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.62036133,-1521.69909668,1087.72094727,639.427185059,LHC.BPM.1R5.B1_D,3510.60351562,-1762.73120117,1410.66394043,613.387023926,LHC.BPM.1L5.B2_D,4036.05322266,-1482.32873535,1583.00622559,551.822509766,LHC.BPM.1R5.B2_D,-3707.86645508,-1910.31616211,1493.41809082,810.101745605,266,4,2,0,0,11,50,160
8,7483,327463,103,24,1543464187,568,1,1,3,32,ACQUIRING,MIXED,61,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.16918945,-1521.38208008,1087.74987793,639.270141602,LHC.BPM.1R5.B1_D,3510.38574219,-1762.99829102,1410.75878906,613.501525879,LHC.BPM.1L5.B2_D,4035.79663086,-1482.59448242,1582.95507812,551.733520508,LHC.BPM.1R5.B2_D,-3707.70825195,-1909.98999023,1493.53295898,809.991699219,266,4,2,0,0,11,50,160
9,7483,327463,103,28,1543464188,982,1,1,3,32,ACQUIRING,MIXED,60,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.046875,-1521.61352539,1133.56884766,557.459594727,LHC.BPM.1R5.B1_D,3510.15795898,-1762.69177246,1354.7208252,775.77130127,LHC.BPM.1L5.B2_D,4036.19433594,-1482.4107666,1610.54394531,622.005065918,LHC.BPM.1R5.B2_D,-3708.04833984,-1910.09790039,1443.75500488,705.390319824,266,4,2,0,0,11,50,160
10,7483,327463,103,32,1543464190,394,1,1,3,32,ACQUIRING,MIXED,58,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.98535156,-1521.49987793,1134.95007324,557.54876709,LHC.BPM.1R5.B1_D,3512.11694336,-1762.8079834,1356.14245605,775.707275391,LHC.BPM.1L5.B2_D,4034.87646484,-1482.19140625,1609.27478027,621.996704102,LHC.BPM.1R5.B2_D,-3706.50439453,-1910.26782227,1442.46765137,705.28503418,266,4,2,0,0,11,50,160
11,7483,327463,103,36,1543464191,907,1,1,3,32,ACQUIRING,MIXED,57,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2830.93164062,-1521.97888184,1090.20214844,639.479370117,LHC.BPM.1R5.B1_D,3515.15795898,-1762.31030273,1413.27392578,613.266418457,LHC.BPM.1L5.B2_D,4032.14355469,-1482.56030273,1581.04333496,551.863952637,LHC.BPM.1R5.B2_D,-3703.81738281,-1910.31335449,1491.49279785,810.272521973,266,4,2,0,0,11,50,160
12,7483,327463,103,40,1543464193,329,1,1,3,32,ACQUIRING,MIXED,55,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2832.05859375,-1521.63476562,1089.2454834,639.166931152,LHC.BPM.1R5.B1_D,3516.42358398,-1762.60107422,1412.29638672,613.528442383,LHC.BPM.1L5.B2_D,4032.13452148,-1482.9309082,1582.20361328,552.018493652,LHC.BPM.1R5.B2_D,-3704.09423828,-1909.63964844,1492.93408203,810.005737305,266,4,2,0,0,11,50,160
13,7483,327463,103,44,1543464194,842,1,1,3,32,ACQUIRING,MIXED,54,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2828.98901367,-1521.26965332,1134.39624023,557.300170898,LHC.BPM.1R5.B1_D,3513.22949219,-1763.00720215,1355.61901855,776.000549316,LHC.BPM.1L5.B2_D,4034.61645508,-1482.93005371,1610.08728027,622.142089844,LHC.BPM.1R5.B2_D,-3706.38354492,-1909.66333008,1443.07409668,705.041259766,266,4,2,0,0,11,50,160
14,7483,327463,103,48,1543464196,255,1,1,3,32,ACQUIRING,MIXED,52,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.33300781,-1521.51293945,1134.35510254,557.247131348,LHC.BPM.1R5.B1_D,3511.58496094,-1762.74157715,1355.52392578,776.000793457,LHC.BPM.1L5.B2_D,4036.02734375,-1482.45678711,1610.41149902,621.783874512,LHC.BPM.1R5.B2_D,-3707.68896484,-1910.19335938,1443.36633301,705.349853516,266,4,2,0,0,11,50,160
15,7483,327463,103,52,1543464197,673,1,1,3,32,ACQUIRING,MIXED,51,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.88378906,-1521.64245605,1087.65649414,639.512023926,LHC.BPM.1R5.B1_D,3510.98022461,-1762.52148438,1410.64892578,613.145202637,LHC.BPM.1L5.B2_D,4036.6940918,-1482.42944336,1583.57617188,551.980651855,LHC.BPM.1R5.B2_D,-3708.24194336,-1910.20397949,1494.1730957,810.137145996,266,4,2,0,0,11,50,160
16,7483,327463,103,56,1543464199,188,1,1,3,32,ACQUIRING,MIXED,49,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.08959961,-1521.56311035,1087.54956055,639.429321289,LHC.BPM.1R5.B1_D,3510.23681641,-1762.69763184,1410.57897949,613.315429688,LHC.BPM.1L5.B2_D,4035.90869141,-1482.8494873,1582.8770752,551.964050293,LHC.BPM.1R5.B2_D,-3707.65600586,-1909.59936523,1493.53796387,810.002502441,266,4,2,0,0,11,50,160
17,7483,327463,103,60,1543464200,601,1,1,3,32,ACQUIRING,MIXED,48,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.95874023,-1521.72729492,1133.72155762,557.399963379,LHC.BPM.1R5.B1_D,3510.07885742,-1762.52380371,1354.87182617,775.842468262,LHC.BPM.1L5.B2_D,4035.8605957,-1482.60876465,1610.4074707,621.951721191,LHC.BPM.1R5.B2_D,-3707.57299805,-1909.86181641,1443.42163086,705.216369629,266,4,2,0,0,11,50,160
18,7483,327463,103,64,1543464202,113,1,1,3,32,ACQUIRING,MIXED,47,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.87548828,-1522.06896973,1133.80725098,557.41003418,LHC.BPM.1R5.B1_D,3510.00463867,-1762.20446777,1354.93530273,775.954833984,LHC.BPM.1L5.B2_D,4036.90087891,-1482.85913086,1610.81787109,622.175964355,LHC.BPM.1R5.B2_D,-3708.6652832,-1909.73400879,1443.73413086,705.08215332,266,4,2,0,0,11,50,160
19,7483,327463,104,4,1543464203,527,1,1,3,32,ACQUIRING,MIXED,45,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.16113281,-1521.70507812,1087.64111328,639.409790039,LHC.BPM.1R5.B1_D,3510.2980957,-1762.58056641,1410.70910645,613.25012207,LHC.BPM.1L5.B2_D,4036.80224609,-1482.89318848,1583.23693848,551.963806152,LHC.BPM.1R5.B2_D,-3708.29248047,-1909.71484375,1493.82043457,810.026245117,266,4,2,0,0,11,50,160
20,7483,327463,104,8,1543464205,42,1,1,3,32,ACQUIRING,MIXED,44,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.3815918,-1521.81201172,1133.98217773,557.493469238,LHC.BPM.1R5.B1_D,3510.47900391,-1762.30090332,1355.07751465,775.741516113,LHC.BPM.1L5.B2_D,4037.25048828,-1482.67590332,1611.16699219,622.008422852,LHC.BPM.1R5.B2_D,-3708.88549805,-1909.92333984,1444.19421387,705.246582031,266,4,2,0,0,11,50,160
21,7483,327463,104,12,1543464206,455,1,1,3,32,ACQUIRING,MIXED,42,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.55908203,-1522.02746582,1133.90209961,557.603515625,LHC.BPM.1R5.B1_D,3510.61108398,-1762.13427734,1354.88378906,775.701904297,LHC.BPM.1L5.B2_D,4037.04321289,-1482.39782715,1611.03857422,622.013671875,LHC.BPM.1R5.B2_D,-3708.92333984,-1910.01306152,1444.14196777,705.172912598,266,4,2,0,0,11,50,160
22,7483,327463,104,16,1543464207,867,1,1,3,32,ACQUIRING,MIXED,41,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.77172852,-1522.30175781,1088.02868652,639.692138672,LHC.BPM.1R5.B1_D,3510.921875,-1761.83422852,1411.25744629,612.921447754,LHC.BPM.1L5.B2_D,4036.50048828,-1482.1060791,1582.7722168,551.507629395,LHC.BPM.1R5.B2_D,-3708.37915039,-1910.42602539,1493.47631836,810.503234863,266,4,2,0,0,11,50,160
23,7483,327463,104,20,1543464209,381,1,1,3,32,ACQUIRING,MIXED,39,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.25244141,-1522.0916748,1087.75500488,639.685241699,LHC.BPM.1R5.B1_D,3510.36791992,-1762.04003906,1410.77819824,612.918395996,LHC.BPM.1L5.B2_D,4036.88378906,-1482.81286621,1583.39697266,551.887268066,LHC.BPM.1R5.B2_D,-3708.54492188,-1909.81982422,1493.88793945,810.291931152,266,4,2,0,0,11,50,160
24,7483,327463,104,24,1543464210,796,1,1,3,32,ACQUIRING,MIXED,38,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.93994141,-1522.24755859,1133.5402832,557.571533203,LHC.BPM.1R5.B1_D,3510.13989258,-1761.84533691,1354.76293945,775.723876953,LHC.BPM.1L5.B2_D,4036.88867188,-1482.28979492,1610.74975586,621.789306641,LHC.BPM.1R5.B2_D,-3708.36523438,-1910.28442383,1443.74328613,705.277526855,266,4,2,0,0,11,50,160
25,7483,327463,104,28,1543464212,309,1,1,3,32,ACQUIRING,MIXED,36,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.76611328,-1521.75244141,1133.42834473,557.41973877,LHC.BPM.1R5.B1_D,3509.93359375,-1762.32189941,1354.68286133,775.894042969,LHC.BPM.1L5.B2_D,4037.06982422,-1482.02282715,1611.06140137,621.701721191,LHC.BPM.1R5.B2_D,-3708.89746094,-1910.38769531,1443.9934082,705.443786621,266,4,2,0,0,11,50,160
26,7483,327463,104,32,1543464213,722,1,1,3,32,ACQUIRING,MIXED,35,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.46557617,-1521.85693359,1087.5065918,639.545837402,LHC.BPM.1R5.B1_D,3509.64770508,-1762.32910156,1410.49023438,613.140808105,LHC.BPM.1L5.B2_D,4036.98168945,-1482.17175293,1583.19116211,551.886474609,LHC.BPM.1R5.B2_D,-3708.62597656,-1910.21240234,1493.87670898,810.08026123,266,4,2,0,0,11,50,160
27,7483,327463,104,36,1543464215,234,1,1,3,32,ACQUIRING,MIXED,33,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.44750977,-1521.86999512,1087.39672852,639.399597168,LHC.BPM.1R5.B1_D,3509.69360352,-1762.14428711,1410.47192383,613.343811035,LHC.BPM.1L5.B2_D,4036.81225586,-1482.50415039,1583.31567383,552.018310547,LHC.BPM.1R5.B2_D,-3708.6640625,-1909.93408203,1494.15393066,809.852111816,266,4,2,0,0,11,50,160
28,7483,327463,104,40,1543464216,647,1,1,3,32,ACQUIRING,MIXED,32,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.41064453,-1522.26367188,1133.4942627,557.89239502,LHC.BPM.1R5.B1_D,3509.62597656,-1761.91296387,1354.68347168,775.377868652,LHC.BPM.1L5.B2_D,4037.2409668,-1482.20214844,1611.12524414,621.600585938,LHC.BPM.1R5.B2_D,-3709.09619141,-1910.22888184,1444.06079102,705.68939209,266,4,2,0,0,11,50,160
29,7483,327463,104,44,1543464218,164,1,1,3,32,ACQUIRING,MIXED,31,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.44384766,-1522.19287109,1133.57971191,557.630859375,LHC.BPM.1R5.B1_D,3509.58935547,-1761.77832031,1354.76745605,775.580993652,LHC.BPM.1L5.B2_D,4037.8137207,-1482.09289551,1611.22045898,621.700012207,LHC.BPM.1R5.B2_D,-3709.4309082,-1910.45056152,1444.23742676,705.624450684,266,4,2,0,0,11,50,160
30,7483,327463,104,48,1543464219,576,1,1,3,32,ACQUIRING,MIXED,29,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.18457031,-1521.9362793,1087.14465332,639.412902832,LHC.BPM.1R5.B1_D,3509.30712891,-1762.05236816,1410.15124512,613.254638672,LHC.BPM.1L5.B2_D,4037.59814453,-1481.85424805,1583.53552246,551.657836914,LHC.BPM.1R5.B2_D,-3709.36547852,-1910.68554688,1494.22546387,810.297302246,266,4,2,0,0,11,50,160
31,7483,327463,104,52,1543464220,989,1,1,3,32,ACQUIRING,MIXED,28,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.10083008,-1521.60571289,1133.5267334,557.36932373,LHC.BPM.1R5.B1_D,3509.17700195,-1762.36242676,1354.67602539,775.82989502,LHC.BPM.1L5.B2_D,4037.5300293,-1481.80493164,1611.171875,621.665771484,LHC.BPM.1R5.B2_D,-3709.33325195,-1910.7322998,1444.21508789,705.66229248,266,4,2,0,0,11,50,160
32,7483,327463,104,56,1543464222,506,1,1,3,32,ACQUIRING,MIXED,26,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2824.85620117,-1521.52001953,1133.15490723,557.270141602,LHC.BPM.1R5.B1_D,3509.05297852,-1762.36401367,1354.29089355,775.891052246,LHC.BPM.1L5.B2_D,4037.39111328,-1481.90161133,1610.87878418,621.836791992,LHC.BPM.1R5.B2_D,-3709.06713867,-1910.74682617,1444.05432129,705.514648438,266,4,2,0,0,11,50,160
33,7483,327463,104,60,1543464223,917,1,1,3,32,ACQUIRING,MIXED,25,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2824.66479492,-1521.97668457,1087.18139648,639.801879883,LHC.BPM.1R5.B1_D,3508.84594727,-1761.99267578,1410.28466797,612.896179199,LHC.BPM.1L5.B2_D,4037.31005859,-1481.55358887,1583.65368652,551.278808594,LHC.BPM.1R5.B2_D,-3709.17504883,-1910.85009766,1494.26098633,810.537719727,266,4,2,0,0,11,50,160
34,7483,327463,104,64,1543464225,430,1,1,3,32,ACQUIRING,MIXED,23,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2824.90966797,-1521.69702148,1087.08764648,639.430053711,LHC.BPM.1R5.B1_D,3509.00854492,-1762.27258301,1410.23486328,613.308898926,LHC.BPM.1L5.B2_D,4037.13037109,-1481.75585938,1583.48095703,551.329711914,LHC.BPM.1R5.B2_D,-3708.921875,-1910.63867188,1494.12890625,810.483886719,266,4,2,0,0,11,50,160
35,7483,327463,105,4,1543464226,845,1,1,3,32,ACQUIRING,MIXED,22,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.30786133,-1521.78405762,1133.77148438,557.488769531,LHC.BPM.1R5.B1_D,3509.56445312,-1762.0390625,1354.92089844,775.524169922,LHC.BPM.1L5.B2_D,4037.43310547,-1481.56420898,1611.15270996,621.802490234,LHC.BPM.1R5.B2_D,-3709.2409668,-1910.67163086,1444.23754883,705.430419922,266,4,2,0,0,11,50,160
36,7483,327463,105,8,1543464228,359,1,1,3,32,ACQUIRING,MIXED,20,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.44799805,-1521.23291016,1133.4050293,557.180297852,LHC.BPM.1R5.B1_D,3509.75073242,-1762.66821289,1354.52770996,775.927612305,LHC.BPM.1L5.B2_D,4038.05444336,-1481.74157715,1611.33728027,621.894775391,LHC.BPM.1R5.B2_D,-3709.87304688,-1910.77526855,1444.44482422,705.429931641,266,4,2,0,0,11,50,160
37,7483,327463,105,12,1543464229,772,1,1,3,32,ACQUIRING,MIXED,19,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.06152344,-1521.0098877,1087.27966309,639.143249512,LHC.BPM.1R5.B1_D,3509.32885742,-1762.84985352,1410.46899414,613.547668457,LHC.BPM.1L5.B2_D,4037.84472656,-1482.04748535,1583.70214844,551.621765137,LHC.BPM.1R5.B2_D,-3709.47021484,-1910.55053711,1494.18615723,810.395690918,266,4,2,0,0,11,50,160
38,7483,327463,105,16,1543464231,183,1,1,3,32,ACQUIRING,MIXED,18,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.65356445,-1521.80187988,1089.05371094,639.452453613,LHC.BPM.1R5.B1_D,3511.9934082,-1761.97497559,1412.25610352,613.130737305,LHC.BPM.1L5.B2_D,4036.06420898,-1481.92919922,1582.37817383,551.718933105,LHC.BPM.1R5.B2_D,-3707.66162109,-1910.63049316,1492.81787109,810.381469727,266,4,2,0,0,11,50,160
39,7483,327463,105,20,1543464232,696,1,1,3,32,ACQUIRING,MIXED,16,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2830.70800781,-1521.84313965,1136.06994629,557.524841309,LHC.BPM.1R5.B1_D,3515.17895508,-1761.96459961,1357.3503418,775.659606934,LHC.BPM.1L5.B2_D,4033.1730957,-1482.22460938,1608.94445801,621.937011719,LHC.BPM.1R5.B2_D,-3704.74169922,-1910.62084961,1442.03344727,705.499755859,266,4,2,0,0,11,50,160
40,7483,327463,105,24,1543464234,118,1,1,3,32,ACQUIRING,MIXED,15,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2830.32568359,-1521.50915527,1134.55603027,557.120910645,LHC.BPM.1R5.B1_D,3514.75439453,-1762.27441406,1355.8449707,776.036865234,LHC.BPM.1L5.B2_D,4033.56738281,-1481.86572266,1610.796875,621.966491699,LHC.BPM.1R5.B2_D,-3705.20605469,-1910.8425293,1443.90625,705.556762695,266,4,2,0,0,11,50,160
41,7483,327463,105,28,1543464235,632,1,1,3,32,ACQUIRING,MIXED,13,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2827.31738281,-1520.90710449,1087.89990234,639.127075195,LHC.BPM.1R5.B1_D,3511.6940918,-1762.84448242,1411.02001953,613.446838379,LHC.BPM.1L5.B2_D,4036.62817383,-1482.27050781,1583.30029297,551.733337402,LHC.BPM.1R5.B2_D,-3708.2019043,-1910.19299316,1493.72741699,809.994140625,266,4,2,0,0,11,50,160
42,7483,327463,105,32,1543464237,45,1,1,3,32,ACQUIRING,MIXED,12,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2826.64526367,-1520.87634277,1134.02880859,557.097595215,LHC.BPM.1R5.B1_D,3510.77612305,-1762.6607666,1355.11914062,775.898010254,LHC.BPM.1L5.B2_D,4036.86816406,-1481.96044922,1610.96643066,621.723876953,LHC.BPM.1R5.B2_D,-3708.48144531,-1910.56005859,1444.10314941,705.847045898,266,4,2,0,0,11,50,160
43,7483,327463,105,36,1543464238,557,1,1,3,32,ACQUIRING,MIXED,10,0.0,-0.0596146695316,0.0485053099692,0.0596146695316,-0.0485053099692,0.0,0.0,0.0,0.0,0,NONE,LHC.BPM.1L5.B1_D,-2825.34472656,-1521.15112305,1133.6541748,557.191345215,LHC.BPM.1R5.B1_D,3509.59301758,-1762.57751465,1354.73413086,775.939575195,LHC.BPM.1L5.B2_D,4037.59716797,-1481.76733398,1611.01599121,621.603820801,LHC.BPM.1R5.B2_D,-3709.203125,-1910.77160645,1444.2701416,705.92779541,266,4,2,0,0,11,50,160
