dummy,fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
285,7483,327463,124,12,1543464672,709,1,24,3,32,ACQUIRING,MIXED,38,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2797.6315918,-1468.43493652,1123.27185059,536.926208496,LHC.BPM.1R5.B1_D,3482.88330078,-1716.46704102,1344.82019043,758.081298828,LHC.BPM.1L5.B2_D,4047.98876953,-1456.08654785,1616.05114746,611.90222168,LHC.BPM.1R5.B2_D,-3718.37182617,-1888.36999512,1489.53356934,797.645385742,266,4,2,0,0,11,50,160
286,7483,327463,124,16,1543464674,122,1,24,3,32,ACQUIRING,MIXED,36,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.25439453,-1468.50073242,1123.3659668,536.868469238,LHC.BPM.1R5.B1_D,3483.44873047,-1716.47424316,1344.95446777,758.235961914,LHC.BPM.1L5.B2_D,4048.39575195,-1455.84375,1616.34558105,611.913085938,LHC.BPM.1R5.B2_D,-3718.64550781,-1888.65917969,1489.96020508,797.721801758,266,4,2,0,0,11,50,160
287,7483,327463,124,20,1543464675,635,1,24,3,32,ACQUIRING,MIXED,35,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.08666992,-1468.37670898,1077.31164551,618.67980957,LHC.BPM.1R5.B1_D,3483.296875,-1716.56616211,1401.00805664,595.487182617,LHC.BPM.1L5.B2_D,4047.88867188,-1455.26477051,1588.23046875,541.00189209,LHC.BPM.1R5.B2_D,-3718.15625,-1889.09741211,1440.22167969,693.485168457,266,4,2,0,0,11,50,160
288,7483,327463,124,24,1543464677,47,1,24,3,32,ACQUIRING,MIXED,34,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2797.89379883,-1468.24804688,1123.22546387,536.767333984,LHC.BPM.1R5.B1_D,3483.15136719,-1716.5369873,1344.84851074,758.220275879,LHC.BPM.1L5.B2_D,4048.06176758,-1455.13720703,1616.48962402,611.81652832,LHC.BPM.1R5.B2_D,-3718.296875,-1889.3013916,1490.07763672,797.889038086,266,4,2,0,0,11,50,160
289,7483,327463,124,28,1543464678,459,1,24,3,32,ACQUIRING,MIXED,32,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.16918945,-1467.63513184,1123.24389648,536.648925781,LHC.BPM.1R5.B1_D,3483.38891602,-1717.26831055,1344.95727539,758.362426758,LHC.BPM.1L5.B2_D,4047.96972656,-1455.68066406,1615.83557129,612.007568359,LHC.BPM.1R5.B2_D,-3718.40771484,-1888.57849121,1489.46362305,797.699157715,266,4,2,0,0,11,50,160
290,7483,327463,124,32,1543464679,978,1,24,3,32,ACQUIRING,MIXED,31,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.5402832,-1468.00708008,1077.81066895,618.614624023,LHC.BPM.1R5.B1_D,3483.81640625,-1716.81274414,1401.43591309,595.561645508,LHC.BPM.1L5.B2_D,4047.48535156,-1455.35229492,1588.46350098,540.979187012,LHC.BPM.1R5.B2_D,-3717.71386719,-1889.08752441,1440.41162109,693.506164551,266,4,2,0,0,11,50,160
291,7483,327463,124,36,1543464681,390,1,24,3,32,ACQUIRING,MIXED,29,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2803.75634766,-1467.98120117,1080.05395508,618.495666504,LHC.BPM.1R5.B1_D,3489.10449219,-1716.80102539,1403.76525879,595.619934082,LHC.BPM.1L5.B2_D,4043.16088867,-1455.71777344,1586.44958496,541.2265625,LHC.BPM.1R5.B2_D,-3713.39770508,-1888.7142334,1438.39233398,693.160217285,266,4,2,0,0,11,50,160
292,7483,327463,124,40,1543464682,903,1,24,3,32,ACQUIRING,MIXED,28,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2804.56689453,-1467.90332031,1125.76123047,536.69128418,LHC.BPM.1R5.B1_D,3489.99658203,-1716.8951416,1347.52026367,758.381286621,LHC.BPM.1L5.B2_D,4042.3527832,-1455.66577148,1613.78881836,612.014038086,LHC.BPM.1R5.B2_D,-3712.5390625,-1888.94494629,1487.4083252,797.939819336,266,4,2,0,0,11,50,160
293,7483,327463,124,44,1543464684,315,1,24,3,32,ACQUIRING,MIXED,26,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.13793945,-1467.43566895,1123.79296875,536.465942383,LHC.BPM.1R5.B1_D,3485.4465332,-1717.4798584,1345.51660156,758.508361816,LHC.BPM.1L5.B2_D,4046.69140625,-1455.79541016,1615.86730957,612.018249512,LHC.BPM.1R5.B2_D,-3717.11938477,-1888.58728027,1489.52648926,797.936523438,266,4,2,0,0,11,50,160
294,7483,327463,124,48,1543464685,828,1,24,3,32,ACQUIRING,MIXED,25,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.56835938,-1467.27758789,1077.29602051,618.231079102,LHC.BPM.1R5.B1_D,3483.90551758,-1717.55969238,1400.96704102,596.017150879,LHC.BPM.1L5.B2_D,4048.1796875,-1455.59570312,1588.97998047,541.170959473,LHC.BPM.1R5.B2_D,-3718.58300781,-1888.84033203,1441.0390625,693.088745117,266,4,2,0,0,11,50,160
295,7483,327463,124,52,1543464687,240,1,24,3,32,ACQUIRING,MIXED,23,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.62353516,-1467.88171387,1077.484375,618.402832031,LHC.BPM.1R5.B1_D,3483.86303711,-1716.93737793,1401.12902832,595.828735352,LHC.BPM.1L5.B2_D,4049.72412109,-1455.23327637,1589.4621582,541.316101074,LHC.BPM.1R5.B2_D,-3719.97875977,-1889.22241211,1441.39416504,693.148986816,266,4,2,0,0,11,50,160
296,7483,327463,124,56,1543464688,753,1,24,3,32,ACQUIRING,MIXED,22,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.72338867,-1467.8996582,1123.74194336,536.78704834,LHC.BPM.1R5.B1_D,3483.93359375,-1716.87768555,1345.38916016,758.167480469,LHC.BPM.1L5.B2_D,4049.61010742,-1454.98486328,1616.53283691,611.395935059,LHC.BPM.1R5.B2_D,-3719.7578125,-1889.44909668,1490.10888672,798.364135742,266,4,2,0,0,11,50,160
297,7483,327463,124,60,1543464690,166,1,24,3,32,ACQUIRING,MIXED,20,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.6105957,-1468.29931641,1123.76074219,536.895629883,LHC.BPM.1R5.B1_D,3483.68969727,-1716.49511719,1345.27160645,758.130737305,LHC.BPM.1L5.B2_D,4050.15795898,-1455.06262207,1616.84875488,611.615356445,LHC.BPM.1R5.B2_D,-3720.64892578,-1889.1229248,1490.52526855,798.085571289,266,4,2,0,0,11,50,160
298,7483,327463,124,64,1543464691,578,1,24,3,32,ACQUIRING,MIXED,19,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.48266602,-1468.29760742,1077.2779541,618.614990234,LHC.BPM.1R5.B1_D,3483.71044922,-1716.47753906,1401.07324219,595.549194336,LHC.BPM.1L5.B2_D,4049.93115234,-1455.21582031,1589.40344238,541.282165527,LHC.BPM.1R5.B2_D,-3720.40527344,-1889.16503906,1441.4888916,693.205871582,266,4,2,0,0,11,50,160
299,7483,327463,125,4,1543464693,93,1,24,3,32,ACQUIRING,MIXED,18,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.68359375,-1468.25915527,1077.45141602,618.576843262,LHC.BPM.1R5.B1_D,3483.83349609,-1716.47436523,1401.17541504,595.527709961,LHC.BPM.1L5.B2_D,4049.40307617,-1455.24621582,1589.13244629,541.284118652,LHC.BPM.1R5.B2_D,-3719.88964844,-1889.02429199,1441.18359375,693.303894043,266,4,2,0,0,11,50,160
300,7483,327463,125,8,1543464694,504,1,24,3,32,ACQUIRING,MIXED,16,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.29931641,-1468.12683105,1123.45080566,536.802368164,LHC.BPM.1R5.B1_D,3483.57666016,-1716.56176758,1345.0723877,758.22857666,LHC.BPM.1L5.B2_D,4049.83178711,-1455.71276855,1617.07019043,612.014160156,LHC.BPM.1R5.B2_D,-3720.1640625,-1888.67333984,1490.66821289,797.608032227,266,4,2,0,0,11,50,160
301,7483,327463,125,12,1543464696,18,1,24,3,32,ACQUIRING,MIXED,15,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.44018555,-1468.2557373,1077.58996582,618.680541992,LHC.BPM.1R5.B1_D,3483.54711914,-1716.46606445,1401.17834473,595.448486328,LHC.BPM.1L5.B2_D,4050.17797852,-1455.59851074,1589.43212891,541.194641113,LHC.BPM.1R5.B2_D,-3720.39208984,-1888.74133301,1441.38684082,693.358093262,266,4,2,0,0,11,50,160
302,7483,327463,125,16,1543464697,430,1,24,3,32,ACQUIRING,MIXED,13,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.43139648,-1468.30761719,1077.58886719,618.641418457,LHC.BPM.1R5.B1_D,3483.78955078,-1716.3314209,1401.29223633,595.536193848,LHC.BPM.1L5.B2_D,4050.53198242,-1455.3326416,1589.80187988,541.237365723,LHC.BPM.1R5.B2_D,-3720.921875,-1888.86035156,1441.86340332,693.113525391,266,4,2,0,0,11,50,160
303,7483,327463,125,20,1543464698,943,1,24,3,32,ACQUIRING,MIXED,12,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2798.94262695,-1468.13879395,1123.83300781,536.750976562,LHC.BPM.1R5.B1_D,3484.28686523,-1716.4239502,1345.53051758,758.118774414,LHC.BPM.1L5.B2_D,4050.82080078,-1455.52832031,1617.20324707,611.921691895,LHC.BPM.1R5.B2_D,-3721.30883789,-1888.84301758,1490.89978027,797.938903809,266,4,2,0,0,11,50,160
304,7483,327463,125,24,1543464700,356,1,24,3,32,ACQUIRING,MIXED,10,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.35107422,-1468.12451172,1124.30981445,536.789245605,LHC.BPM.1R5.B1_D,3485.41601562,-1716.54577637,1345.87695312,758.21295166,LHC.BPM.1L5.B2_D,4050.92480469,-1455.04003906,1617.27075195,611.820129395,LHC.BPM.1R5.B2_D,-3721.13574219,-1889.21032715,1490.88464355,798.057373047,266,4,2,0,0,11,50,160
305,7483,327463,125,28,1543464701,768,1,24,3,32,ACQUIRING,MIXED,9,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.22851562,-1467.92285156,1078.12670898,618.439880371,LHC.BPM.1R5.B1_D,3485.46362305,-1716.73254395,1401.88098145,595.686035156,LHC.BPM.1L5.B2_D,4050.83276367,-1455.09924316,1589.75622559,540.997680664,LHC.BPM.1R5.B2_D,-3721.41601562,-1889.15710449,1441.97631836,693.245849609,266,4,2,0,0,11,50,160
306,7483,327463,125,32,1543464703,289,1,24,3,32,ACQUIRING,MIXED,7,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2799.62353516,-1467.82714844,1078.00256348,618.354553223,LHC.BPM.1R5.B1_D,3484.98583984,-1716.82434082,1401.7947998,595.867980957,LHC.BPM.1L5.B2_D,4050.78027344,-1455.65820312,1590.11608887,541.525817871,LHC.BPM.1R5.B2_D,-3721.13842773,-1888.71118164,1442.2434082,692.905700684,266,4,2,0,0,11,50,160
307,7483,327463,125,36,1543464704,699,1,24,3,32,ACQUIRING,MIXED,6,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.00439453,-1467.70556641,1124.27478027,536.706604004,LHC.BPM.1R5.B1_D,3485.42651367,-1716.96630859,1345.95019531,758.225585938,LHC.BPM.1L5.B2_D,4051.46459961,-1455.56726074,1617.43151855,611.670288086,LHC.BPM.1R5.B2_D,-3721.69018555,-1888.70812988,1490.84777832,798.052734375,266,4,2,0,0,11,50,160
308,7483,327463,125,40,1543464706,213,1,24,3,32,ACQUIRING,MIXED,4,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2799.51708984,-1467.58227539,1124.11010742,536.514526367,LHC.BPM.1R5.B1_D,3484.9753418,-1717.04980469,1345.8380127,758.37878418,LHC.BPM.1L5.B2_D,4051.08544922,-1455.26855469,1617.4901123,611.619567871,LHC.BPM.1R5.B2_D,-3721.58789062,-1888.84814453,1490.81872559,798.007263184,266,4,2,0,0,11,50,160
309,7483,327463,125,44,1543464707,626,1,24,3,32,ACQUIRING,MIXED,3,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2799.95068359,-1467.5760498,1078.1307373,618.452453613,LHC.BPM.1R5.B1_D,3485.3840332,-1717.15637207,1401.88330078,595.864929199,LHC.BPM.1L5.B2_D,4051.7253418,-1455.21679688,1590.26916504,541.30078125,LHC.BPM.1R5.B2_D,-3722.00415039,-1889.00109863,1442.51757812,693.185241699,266,4,2,0,0,11,50,160
310,7483,327463,125,48,1543464709,139,1,24,3,32,ACQUIRING,MIXED,2,0.0240850318223,-0.011444603093,0.0485053099692,0.0836997032166,-0.0485053099692,0.0481700636446,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2799.46704102,-1468.10473633,1077.66650391,618.561645508,LHC.BPM.1R5.B1_D,3484.75341797,-1716.46850586,1401.44348145,595.76739502,LHC.BPM.1L5.B2_D,4051.17089844,-1454.64831543,1589.83276367,541.153381348,LHC.BPM.1R5.B2_D,-3721.7175293,-1889.40966797,1442.25476074,693.256713867,266,4,2,0,0,11,50,160
311,7483,327463,126,12,1543464719,338,1,26,3,32,ACQUIRING,MIXED,1,0.0,-0.0355296358466,0.0485053099692,0.0836997032166,-0.0485053099692,0.0240850318223,0.0,0.0240850318223,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.96630859,-1493.58496094,1078.55944824,628.682556152,LHC.BPM.1R5.B1_D,3486.19750977,-1737.98840332,1402.15270996,604.424743652,LHC.BPM.1L5.B2_D,4053.63647461,-1454.52868652,1591.32543945,540.704589844,LHC.BPM.1R5.B2_D,-3723.89477539,-1888.88024902,1443.63659668,693.366882324,266,4,2,0,0,11,50,160
312,7483,327463,126,40,1543464729,539,1,28,3,32,ACQUIRING,MIXED,1,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.31689453,-1493.17321777,1078.5456543,628.577819824,LHC.BPM.1R5.B1_D,3486.5378418,-1737.93981934,1402.26525879,604.10168457,LHC.BPM.1L5.B2_D,4053.45288086,-1474.04431152,1590.99963379,548.691894531,LHC.BPM.1R5.B2_D,-3723.58544922,-1917.50085449,1443.1697998,704.640258789,266,4,2,0,0,11,50,160
313,7483,327463,126,44,1543464730,954,1,29,3,32,ACQUIRING,MIXED,73,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.20239258,-1493.60510254,1124.74682617,546.906860352,LHC.BPM.1R5.B1_D,3486.40429688,-1737.5255127,1346.34387207,766.252075195,LHC.BPM.1L5.B2_D,4053.26025391,-1474.40722656,1618.08898926,619.465576172,LHC.BPM.1R5.B2_D,-3723.44750977,-1917.27978516,1491.43835449,808.92565918,266,4,2,0,0,11,50,160
314,7483,327463,126,48,1543464732,367,1,29,3,32,ACQUIRING,MIXED,72,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2800.91772461,-1493.70556641,1124.72937012,546.821777344,LHC.BPM.1R5.B1_D,3486.25878906,-1737.55090332,1346.33398438,766.445007324,LHC.BPM.1L5.B2_D,4053.80859375,-1475.00830078,1618.10058594,619.694274902,LHC.BPM.1R5.B2_D,-3724.22387695,-1916.57580566,1491.59204102,808.811584473,266,4,2,0,0,11,50,160
315,7483,327463,126,52,1543464733,880,1,29,3,32,ACQUIRING,MIXED,70,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.41748047,-1493.20227051,1078.76135254,628.354248047,LHC.BPM.1R5.B1_D,3486.65649414,-1738.0715332,1402.50585938,604.339660645,LHC.BPM.1L5.B2_D,4053.20556641,-1474.71289062,1590.96264648,548.707885742,LHC.BPM.1R5.B2_D,-3723.19311523,-1916.81420898,1442.83728027,704.390686035,266,4,2,0,0,11,50,160
316,7483,327463,126,56,1543464735,292,1,29,3,32,ACQUIRING,MIXED,69,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.75585938,-1493.46276855,1079.55712891,628.54486084,LHC.BPM.1R5.B1_D,3488.14111328,-1737.65234375,1403.34143066,604.053283691,LHC.BPM.1L5.B2_D,4052.20507812,-1473.90454102,1590.59069824,548.429992676,LHC.BPM.1R5.B2_D,-3722.50073242,-1917.53967285,1442.5246582,704.574279785,266,4,2,0,0,11,50,160
317,7483,327463,126,60,1543464736,806,1,29,3,32,ACQUIRING,MIXED,67,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.69018555,-1493.42724609,1124.94128418,546.809326172,LHC.BPM.1R5.B1_D,3488.02416992,-1737.60302734,1346.58520508,766.367492676,LHC.BPM.1L5.B2_D,4053.26464844,-1474.15979004,1618.51489258,619.538452148,LHC.BPM.1R5.B2_D,-3723.66333008,-1917.36486816,1492.27246094,809.069030762,266,4,2,0,0,11,50,160
318,7483,327463,126,64,1543464738,218,1,29,3,32,ACQUIRING,MIXED,66,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.91992188,-1493.41308594,1125.26623535,546.854919434,LHC.BPM.1R5.B1_D,3488.34179688,-1737.78405762,1346.99633789,766.3984375,LHC.BPM.1L5.B2_D,4054.3269043,-1474.2956543,1618.72717285,619.518371582,LHC.BPM.1R5.B2_D,-3724.59326172,-1917.10400391,1492.43017578,809.046875,266,4,2,0,0,11,50,160
319,7483,327463,127,4,1543464739,734,1,29,3,32,ACQUIRING,MIXED,64,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.65966797,-1493.53405762,1079.20812988,628.588378906,LHC.BPM.1R5.B1_D,3488.00683594,-1737.6829834,1402.9206543,604.088500977,LHC.BPM.1L5.B2_D,4054.89208984,-1474.15148926,1591.69567871,548.443847656,LHC.BPM.1R5.B2_D,-3725.23364258,-1917.1697998,1443.63293457,704.443725586,266,4,2,0,0,11,50,160
320,7483,327463,127,8,1543464741,147,1,29,3,32,ACQUIRING,MIXED,63,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.38793945,-1493.5567627,1079.24328613,628.669433594,LHC.BPM.1R5.B1_D,3487.59912109,-1737.49658203,1402.92199707,604.017578125,LHC.BPM.1L5.B2_D,4054.25927734,-1473.6541748,1591.18676758,548.250732422,LHC.BPM.1R5.B2_D,-3724.44604492,-1917.90661621,1443.00268555,704.778320312,266,4,2,0,0,11,50,160
321,7483,327463,127,12,1543464742,661,1,29,3,32,ACQUIRING,MIXED,61,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2802.70117188,-1493.19250488,1125.27868652,546.505493164,LHC.BPM.1R5.B1_D,3487.91967773,-1737.9753418,1346.94030762,766.704956055,LHC.BPM.1L5.B2_D,4054.57788086,-1474.01464844,1619.00036621,619.610534668,LHC.BPM.1R5.B2_D,-3724.69848633,-1917.64318848,1492.65222168,809.094787598,266,4,2,0,0,11,50,160
322,7483,327463,127,16,1543464744,74,1,29,3,32,ACQUIRING,MIXED,60,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.56933594,-1493.16101074,1124.69702148,546.453308105,LHC.BPM.1R5.B1_D,3486.80981445,-1737.8918457,1346.33312988,766.688964844,LHC.BPM.1L5.B2_D,4055.41943359,-1473.91992188,1618.98583984,619.247680664,LHC.BPM.1R5.B2_D,-3725.67138672,-1917.65539551,1492.72436523,809.323730469,266,4,2,0,0,11,50,160
323,7483,327463,127,20,1543464745,487,1,29,3,32,ACQUIRING,MIXED,59,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.36938477,-1492.77770996,1078.77844238,628.400268555,LHC.BPM.1R5.B1_D,3486.5715332,-1738.33544922,1402.47155762,604.317993164,LHC.BPM.1L5.B2_D,4055.53295898,-1473.92541504,1591.92468262,548.543518066,LHC.BPM.1R5.B2_D,-3725.61474609,-1917.73193359,1443.61828613,704.621032715,266,4,2,0,0,11,50,160
324,7483,327463,127,24,1543464746,999,1,29,3,32,ACQUIRING,MIXED,57,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.64526367,-1492.78845215,1124.92871094,546.461425781,LHC.BPM.1R5.B1_D,3486.84521484,-1738.48620605,1346.56176758,766.81463623,LHC.BPM.1L5.B2_D,4056.09375,-1473.68701172,1619.46459961,619.063537598,LHC.BPM.1R5.B2_D,-3726.14282227,-1917.81738281,1493.17956543,809.397033691,266,4,2,0,0,11,50,160
325,7483,327463,127,28,1543464748,412,1,29,3,32,ACQUIRING,MIXED,56,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.8527832,-1493.13220215,1125.14001465,546.675231934,LHC.BPM.1R5.B1_D,3487.04345703,-1737.95336914,1346.68444824,766.484191895,LHC.BPM.1L5.B2_D,4056.76660156,-1472.65393066,1619.68884277,618.744689941,LHC.BPM.1R5.B2_D,-3727.12646484,-1918.74841309,1493.31311035,809.736694336,266,4,2,0,0,11,50,160
326,7483,327463,127,32,1543464749,925,1,29,3,32,ACQUIRING,MIXED,54,0.0240850318223,-0.0355296358466,0.0485053099692,0.0596146695316,-0.0485053099692,0.0240850318223,0.0,0.0,0.0,0,SEPARATION,LHC.BPM.1L5.B1_D,-2801.99951172,-1493.19958496,1078.83288574,628.517272949,LHC.BPM.1R5.B1_D,3487.18261719,-1737.88696289,1402.60742188,604.178710938,LHC.BPM.1L5.B2_D,4056.69018555,-1472.87194824,1592.17773438,548.223327637,LHC.BPM.1R5.B2_D,-3726.89331055,-1918.56384277,1444.08239746,704.875793457,266,4,2,0,0,11,50,160
