fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane
4266,000000,00,00,1440462850,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440462900,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440462950,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463000,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463050,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463100,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463150,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463200,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,000000,00,00,1440463250,000,0,0,0,00,ACQUIRING,MIXED,0,0,0,0,0,0,0.0,0.0,0.0,0.0,estimate
4266,254991,63,20,1440463274,386,1,0,3,32,ACQUIRING,CROSSING,30,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,63,24,1440463275,807,1,0,3,32,ACQUIRING,CROSSING,28,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,63,64,1440463290,443,1,0,3,32,ACQUIRING,CROSSING,30,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,4,1440463291,863,1,0,3,32,ACQUIRING,CROSSING,28,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,8,1440463293,276,1,0,3,32,ACQUIRING,CROSSING,27,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,12,1440463294,795,1,0,3,32,ACQUIRING,CROSSING,25,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,16,1440463296,222,1,0,3,32,ACQUIRING,CROSSING,24,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,20,1440463297,656,1,0,3,32,ACQUIRING,CROSSING,22,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,24,1440463299,174,1,0,3,32,ACQUIRING,CROSSING,21,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,28,1440463300,593,1,0,3,32,ACQUIRING,CROSSING,19,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,32,1440463302,31,1,0,3,32,ACQUIRING,CROSSING,18,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,36,1440463303,480,1,0,3,32,ACQUIRING,CROSSING,17,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,40,1440463305,27,1,0,3,32,ACQUIRING,CROSSING,15,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,44,1440463306,460,1,0,3,32,ACQUIRING,CROSSING,14,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,48,1440463307,885,1,0,3,32,ACQUIRING,CROSSING,12,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,52,1440463309,323,1,0,3,32,ACQUIRING,CROSSING,11,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,56,1440463310,754,1,0,3,32,ACQUIRING,CROSSING,9,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,60,1440463312,273,1,0,3,32,ACQUIRING,CROSSING,8,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,64,64,1440463313,686,1,0,3,32,ACQUIRING,CROSSING,6,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,65,4,1440463315,223,1,0,3,32,ACQUIRING,CROSSING,5,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,65,8,1440463316,639,1,0,3,32,ACQUIRING,CROSSING,3,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,65,12,1440463318,49,1,0,3,32,ACQUIRING,CROSSING,2,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,65,16,1440463319,562,1,0,3,32,ACQUIRING,CROSSING,0,0,0.05013,0.16309,-0.05013,-0.16293,0,0,0,-0
4266,254991,68,4,1440463385,80,1,1,3,32,ACQUIRING,CROSSING,29,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,8,1440463386,603,1,1,3,32,ACQUIRING,CROSSING,27,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,12,1440463388,37,1,1,3,32,ACQUIRING,CROSSING,26,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,16,1440463389,468,1,1,3,32,ACQUIRING,CROSSING,24,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,20,1440463390,889,1,1,3,32,ACQUIRING,CROSSING,23,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,24,1440463392,414,1,1,3,32,ACQUIRING,CROSSING,22,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,28,1440463393,829,1,1,3,32,ACQUIRING,CROSSING,20,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,32,1440463395,346,1,1,3,32,ACQUIRING,CROSSING,19,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,36,1440463396,759,1,1,3,32,ACQUIRING,CROSSING,17,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,40,1440463398,173,1,1,3,32,ACQUIRING,CROSSING,16,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,44,1440463399,698,1,1,3,32,ACQUIRING,CROSSING,14,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,48,1440463401,120,1,1,3,32,ACQUIRING,CROSSING,13,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,52,1440463402,569,1,1,3,32,ACQUIRING,CROSSING,11,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,56,1440463403,999,1,1,3,32,ACQUIRING,CROSSING,10,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,60,1440463405,523,1,1,3,32,ACQUIRING,CROSSING,8,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,68,64,1440463406,946,1,1,3,32,ACQUIRING,CROSSING,7,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,4,1440463408,378,1,1,3,32,ACQUIRING,CROSSING,6,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,8,1440463409,920,1,1,3,32,ACQUIRING,CROSSING,4,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,12,1440463411,335,1,1,3,32,ACQUIRING,CROSSING,3,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,16,1440463412,759,1,1,3,32,ACQUIRING,CROSSING,1,-0.61121,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,48,1440463424,470,1,9999,3,32,ACQUIRING,CROSSING,30,-0.56028,0.05013,-0.14251,-0.05013,0.14268,0,-0.305605,0,0.305605
4266,254991,69,52,1440463425,883,1,2,3,32,ACQUIRING,CROSSING,29,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,69,56,1440463427,320,1,2,3,32,ACQUIRING,CROSSING,27,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,69,60,1440463428,833,1,2,3,32,ACQUIRING,CROSSING,26,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,69,64,1440463430,247,1,2,3,32,ACQUIRING,CROSSING,24,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,4,1440463431,763,1,2,3,32,ACQUIRING,CROSSING,23,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,8,1440463433,184,1,2,3,32,ACQUIRING,CROSSING,21,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,12,1440463434,612,1,2,3,32,ACQUIRING,CROSSING,20,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,16,1440463436,128,1,2,3,32,ACQUIRING,CROSSING,18,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,20,1440463437,563,1,2,3,32,ACQUIRING,CROSSING,17,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,24,1440463438,975,1,2,3,32,ACQUIRING,CROSSING,15,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,28,1440463440,490,1,2,3,32,ACQUIRING,CROSSING,14,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,32,1440463441,905,1,2,3,32,ACQUIRING,CROSSING,13,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,36,1440463443,421,1,2,3,32,ACQUIRING,CROSSING,11,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,40,1440463444,852,1,2,3,32,ACQUIRING,CROSSING,10,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,44,1440463446,262,1,2,3,32,ACQUIRING,CROSSING,8,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,48,1440463447,791,1,2,3,32,ACQUIRING,CROSSING,7,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,52,1440463449,208,1,2,3,32,ACQUIRING,CROSSING,5,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,56,1440463450,635,1,2,3,32,ACQUIRING,CROSSING,4,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,60,1440463452,152,1,2,3,32,ACQUIRING,CROSSING,2,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,70,64,1440463453,568,1,2,3,32,ACQUIRING,CROSSING,1,-0.56027,0.05013,-0.11704,-0.05013,0.11721,0,-0.280135,0,0.280135
4266,254991,71,36,1440463466,720,1,3,3,32,ACQUIRING,CROSSING,29,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,40,1440463468,143,1,3,3,32,ACQUIRING,CROSSING,27,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,44,1440463469,656,1,3,3,32,ACQUIRING,CROSSING,26,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,48,1440463471,81,1,3,3,32,ACQUIRING,CROSSING,24,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,52,1440463472,495,1,3,3,32,ACQUIRING,CROSSING,23,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,56,1440463474,10,1,3,3,32,ACQUIRING,CROSSING,21,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,60,1440463475,433,1,3,3,32,ACQUIRING,CROSSING,20,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,71,64,1440463476,869,1,3,3,32,ACQUIRING,CROSSING,19,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,4,1440463478,388,1,3,3,32,ACQUIRING,CROSSING,17,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,8,1440463479,805,1,3,3,32,ACQUIRING,CROSSING,16,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,12,1440463481,219,1,3,3,32,ACQUIRING,CROSSING,14,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,16,1440463482,741,1,3,3,32,ACQUIRING,CROSSING,13,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,20,1440463484,154,1,3,3,32,ACQUIRING,CROSSING,11,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,24,1440463485,668,1,3,3,32,ACQUIRING,CROSSING,10,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,28,1440463487,84,1,3,3,32,ACQUIRING,CROSSING,8,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,32,1440463488,514,1,3,3,32,ACQUIRING,CROSSING,7,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,36,1440463490,37,1,3,3,32,ACQUIRING,CROSSING,5,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,40,1440463491,456,1,3,3,32,ACQUIRING,CROSSING,4,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,44,1440463492,878,1,3,3,32,ACQUIRING,CROSSING,3,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,72,48,1440463494,393,1,3,3,32,ACQUIRING,CROSSING,1,-0.50933,0.05013,-0.09157,-0.05013,0.09174,0,-0.254665,0,0.254665
4266,254991,73,20,1440463507,450,1,4,3,32,ACQUIRING,CROSSING,29,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,24,1440463508,964,1,4,3,32,ACQUIRING,CROSSING,27,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,28,1440463510,380,1,4,3,32,ACQUIRING,CROSSING,26,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,32,1440463511,893,1,4,3,32,ACQUIRING,CROSSING,25,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,36,1440463513,308,1,4,3,32,ACQUIRING,CROSSING,23,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,40,1440463514,822,1,4,3,32,ACQUIRING,CROSSING,22,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,44,1440463516,244,1,4,3,32,ACQUIRING,CROSSING,20,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,48,1440463517,662,1,4,3,32,ACQUIRING,CROSSING,19,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,52,1440463519,183,1,4,3,32,ACQUIRING,CROSSING,17,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,56,1440463520,597,1,4,3,32,ACQUIRING,CROSSING,16,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,60,1440463522,14,1,4,3,32,ACQUIRING,CROSSING,14,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,73,64,1440463523,528,1,4,3,32,ACQUIRING,CROSSING,13,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,4,1440463524,944,1,4,3,32,ACQUIRING,CROSSING,12,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,8,1440463526,458,1,4,3,32,ACQUIRING,CROSSING,10,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,12,1440463527,881,1,4,3,32,ACQUIRING,CROSSING,9,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,16,1440463529,317,1,4,3,32,ACQUIRING,CROSSING,7,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,20,1440463530,831,1,4,3,32,ACQUIRING,CROSSING,6,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,24,1440463532,272,1,4,3,32,ACQUIRING,CROSSING,4,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,28,1440463533,707,1,4,3,32,ACQUIRING,CROSSING,3,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,74,32,1440463535,127,1,4,3,32,ACQUIRING,CROSSING,1,-0.45839,0.05013,-0.0661,-0.05013,0.06627,0,-0.229195,0,0.229195
4266,254991,75,4,1440463548,251,1,5,3,32,ACQUIRING,CROSSING,29,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,8,1440463549,789,1,5,3,32,ACQUIRING,CROSSING,27,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,12,1440463551,211,1,5,3,32,ACQUIRING,CROSSING,26,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,16,1440463552,624,1,5,3,32,ACQUIRING,CROSSING,24,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,20,1440463554,141,1,5,3,32,ACQUIRING,CROSSING,23,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,24,1440463555,586,1,5,3,32,ACQUIRING,CROSSING,21,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,28,1440463557,29,1,5,3,32,ACQUIRING,CROSSING,20,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,32,1440463558,476,1,5,3,32,ACQUIRING,CROSSING,19,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,36,1440463559,925,1,5,3,32,ACQUIRING,CROSSING,17,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,40,1440463561,352,1,5,3,32,ACQUIRING,CROSSING,16,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,44,1440463562,868,1,5,3,32,ACQUIRING,CROSSING,14,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,48,1440463564,282,1,5,3,32,ACQUIRING,CROSSING,12,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,52,1440463565,804,1,5,3,32,ACQUIRING,CROSSING,11,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,56,1440463567,236,1,5,3,32,ACQUIRING,CROSSING,10,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,60,1440463568,650,1,5,3,32,ACQUIRING,CROSSING,8,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,75,64,1440463570,178,1,5,3,32,ACQUIRING,CROSSING,6,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,76,4,1440463571,626,1,5,3,32,ACQUIRING,CROSSING,5,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,76,8,1440463573,66,1,5,3,32,ACQUIRING,CROSSING,4,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,76,12,1440463574,500,1,5,3,32,ACQUIRING,CROSSING,2,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,76,16,1440463576,17,1,5,3,32,ACQUIRING,CROSSING,1,-0.40745,0.05013,-0.04063,-0.05013,0.0408,0,-0.203725,0,0.203725
4266,254991,76,48,1440463587,595,1,6,3,32,ACQUIRING,CROSSING,30,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,76,52,1440463589,120,1,6,3,32,ACQUIRING,CROSSING,28,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,76,56,1440463590,534,1,6,3,32,ACQUIRING,CROSSING,27,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,76,60,1440463591,965,1,6,3,32,ACQUIRING,CROSSING,25,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,76,64,1440463593,492,1,6,3,32,ACQUIRING,CROSSING,24,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,4,1440463594,917,1,6,3,32,ACQUIRING,CROSSING,22,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,8,1440463596,332,1,6,3,32,ACQUIRING,CROSSING,21,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,12,1440463597,852,1,6,3,32,ACQUIRING,CROSSING,19,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,16,1440463599,267,1,6,3,32,ACQUIRING,CROSSING,18,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,20,1440463600,781,1,6,3,32,ACQUIRING,CROSSING,16,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,24,1440463602,211,1,6,3,32,ACQUIRING,CROSSING,15,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,28,1440463603,637,1,6,3,32,ACQUIRING,CROSSING,13,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,32,1440463605,153,1,6,3,32,ACQUIRING,CROSSING,12,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,36,1440463606,599,1,6,3,32,ACQUIRING,CROSSING,11,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,40,1440463608,19,1,6,3,32,ACQUIRING,CROSSING,9,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,44,1440463609,437,1,6,3,32,ACQUIRING,CROSSING,8,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,48,1440463610,971,1,6,3,32,ACQUIRING,CROSSING,6,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,52,1440463612,402,1,6,3,32,ACQUIRING,CROSSING,5,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,56,1440463613,817,1,6,3,32,ACQUIRING,CROSSING,3,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,60,1440463615,337,1,6,3,32,ACQUIRING,CROSSING,2,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,77,64,1440463616,776,1,6,3,32,ACQUIRING,CROSSING,0,-0.35651,0.05013,-0.01516,-0.05013,0.01533,0,-0.178255,0,0.178255
4266,254991,78,32,1440463628,374,1,7,3,32,ACQUIRING,CROSSING,30,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,36,1440463629,904,1,7,3,32,ACQUIRING,CROSSING,28,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,40,1440463631,321,1,7,3,32,ACQUIRING,CROSSING,27,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,44,1440463632,835,1,7,3,32,ACQUIRING,CROSSING,25,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,48,1440463634,256,1,7,3,32,ACQUIRING,CROSSING,24,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,52,1440463635,692,1,7,3,32,ACQUIRING,CROSSING,22,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,56,1440463637,126,1,7,3,32,ACQUIRING,CROSSING,21,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,60,1440463638,644,1,7,3,32,ACQUIRING,CROSSING,19,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,78,64,1440463640,57,1,7,3,32,ACQUIRING,CROSSING,18,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,79,4,1440463641,478,1,7,3,32,ACQUIRING,CROSSING,16,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,79,8,1440463643,15,1,7,3,32,ACQUIRING,CROSSING,15,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,79,12,1440463644,429,1,7,3,32,ACQUIRING,CROSSING,13,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,79,16,1440463645,866,1,7,3,32,ACQUIRING,CROSSING,12,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
4266,254991,79,20,1440463647,402,1,7,3,32,ACQUIRING,CROSSING,10,-0.30557,0.05013,0.01031,-0.05013,-0.01014,0,-0.152785,0,0.152785
