Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1464335774,0,0,0,0,0,0,0,0
1464335779,-0.292881,-0.422943,-0.39603,0.0246226,0.244886,-0.175422,0.321689,-0.184566
1464335784,0.352704,-0.442725,-0.419511,0.228251,-0.400008,-0.254912,0.256429,0.556773
1464335789,0.510992,-0.552289,-0.64663,0.383735,-0.645817,-0.608885,-0.540031,-0.0601539
1464335794,0.388686,-0.803497,-0.416044,0.572297,-0.184794,-0.401404,-0.850288,0.0386237
1464335799,0.694768,-0.434391,0.102196,0.818125,-0.248615,-0.403709,-1.05066,0.670264
1464335804,0.617913,-0.853621,-0.992513,0.209052,0.321435,-0.109828,-0.181232,0.700234
1464335809,0.415264,-0.467403,-0.552369,1.65984,-0.197838,-0.751252,-0.358575,0.889753
1464335814,0.162268,-0.908167,-0.806449,0.876071,-0.402451,-0.906716,-0.411045,-0.10704
1464335819,0.140667,-0.745629,-1.77835,0.588617,0.0263026,-1.10111,-0.841412,-0.0776805
1464335824,0.499583,-0.369304,-1.5724,0.978181,-0.0165264,-0.635127,-0.435726,0.683363
1464335829,-0.243285,-0.492958,-2.28165,1.00807,0.543551,-0.714631,-1.51568,-0.766163
1464335834,-1.46605,-0.863766,-2.74608,1.12199,-0.558324,-0.849128,-0.371927,0.0967586
1464335839,-0.481038,-1.13654,-1.62358,0.940634,-0.834443,-0.24888,-1.11537,0.511663
1464335844,-0.209724,-0.554735,-1.0151,0.878038,-0.364974,-0.580448,-0.956096,-0.455194
1464335849,0.0492644,-0.0815189,-0.48836,1.08111,-0.88774,-0.366065,-0.304753,-0.277511
1464335854,-0.232968,-0.750496,0.251492,1.67943,-0.531338,-1.15034,-0.729255,-0.807404
1464335859,-0.480019,-0.517544,1.06797,0.966318,-0.319612,-0.687937,-0.382378,-1.07986
1464335864,-0.216224,-0.380279,1.4127,1.28634,-0.779126,-0.228848,-1.10442,-1.65917
1464335869,-0.758033,-0.555013,0.44461,1.19141,-0.744605,-0.340406,-0.601676,-0.978674
1464335874,0.102331,-0.0719313,1.03686,1.37625,-0.183977,0.150927,0.343053,0.841776
1464335879,0.485006,0.135695,0.790336,0.780809,-0.250126,0.111828,0.120024,0.380652
