Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1542135000,0.136842,2.85865,-2.18775,-2.46516,-0.589267,-1.66165,-0.976051,-1.02609
1542135001,0.0520462,2.82483,-2.16733,-2.44601,-0.58132,-1.71644,-1.08805,-0.968613
1542135002,0.0662948,2.82564,-2.13007,-2.21904,-0.574873,-1.62439,-1.0764,-0.947979
1542135003,0.0321752,2.7792,-1.9588,-2.14402,-0.599907,-1.5562,-1.03546,-0.977772
1542135004,0.0556736,2.70758,-1.75416,-1.99863,-0.703451,-1.64804,-1.00873,-0.98571
1542135005,0.0529429,2.68656,-1.57095,-1.93236,-0.684228,-1.58039,-0.987102,-0.900008
1542135006,0.0524043,2.67074,-1.42398,-1.74763,-0.710316,-1.62626,-0.908283,-0.759746
1542135007,-0.0717536,2.52922,-1.24384,-1.59286,-0.732774,-1.68293,-0.876143,-0.658963
1542135008,-0.123627,2.49078,-1.10654,-1.34819,-0.733072,-1.72719,-0.765195,-0.555688
1542135009,-0.133091,2.39997,-1.23946,-1.16154,-0.772377,-1.75652,-0.65838,-0.635231
1542135010,-0.155117,2.20994,-1.15199,-1.04411,-0.691329,-1.71027,-0.723848,-0.626065
1542135011,-0.182459,2.18987,-0.97378,-0.921786,-0.737309,-1.6807,-0.719529,-0.569056
1542135012,-0.198067,2.23375,-0.646884,-0.785746,-0.813579,-1.69237,-0.712713,-0.500232
1542135013,-0.324643,2.09547,-0.473868,-0.680437,-0.797439,-1.69284,-0.687928,-0.500553
1542135014,-0.268286,2.18078,-0.428128,-0.702925,-0.766719,-1.65718,-0.620746,-0.485122
1542135015,-0.297633,2.10601,-0.485079,-0.608868,-0.805167,-1.66673,-0.4751,-0.31896
1542135016,-0.366462,2.05347,-0.421029,-0.546817,-0.801351,-1.6374,-0.42263,-0.187169
1542135017,-0.354929,2.08169,-0.388678,-0.447443,-0.763742,-1.66307,-0.514971,-0.168656
1542135018,-0.453392,2.03019,-0.45274,-0.527876,-0.818533,-1.69027,-0.566912,-0.185983
1542135019,-0.381963,2.04421,-0.441884,-0.469081,-0.786246,-1.6809,-0.567759,-0.247067
1542135020,-0.445163,2.01178,-0.408613,-0.502122,-0.806634,-1.68236,-0.57666,-0.323821
1542135021,-0.403017,2.02152,-0.354276,-0.427204,-0.796321,-1.64557,-0.525853,-0.342985
1542135023,-0.399752,2.0588,-0.380517,-0.502284,-0.744464,-1.65705,-0.542358,-0.395896
1542135023,-0.427616,2.07479,-0.474223,-0.544053,-0.808792,-1.67187,-0.518663,-0.395541
1542135024,-0.424872,1.96114,-0.438429,-0.415731,-0.760485,-1.58426,-0.479575,-0.395698
1542135025,-0.436553,1.96147,-0.333387,-0.548163,-0.801765,-1.64692,-0.462822,-0.412101
1542135026,-0.4774,1.9679,-0.16351,-0.41693,-0.796329,-1.63462,-0.486908,-0.424804
1542135027,-0.507132,1.93826,-0.138277,-0.365948,-0.826746,-1.59136,-0.558718,-0.394567
1542135028,-0.536591,2.00379,-0.189669,-0.421773,-0.841418,-1.53712,-0.593411,-0.349304
1542135029,-0.465772,1.99899,-0.122684,-0.453504,-0.867974,-1.51651,-0.633306,-0.240832
1542135030,-0.412957,2.01943,-0.0651726,-0.379549,-0.792343,-1.44732,-0.575399,-0.284433
1542135031,-0.387858,1.99199,-0.0275222,-0.197424,-0.816207,-1.45976,-0.677431,-0.285867
1542135032,-0.293924,2.03545,-0.134019,-0.298937,-0.777705,-1.44134,-0.709912,-0.0622807
1542135033,-0.318377,2.0063,-0.300224,-0.279032,-0.823417,-1.44847,-0.719283,-0.0953738
1542135034,-0.280156,1.93473,-0.200664,-0.405606,-0.840599,-1.4063,-0.776868,-0.346881
1542135035,-0.277334,1.90198,-0.223074,-0.398916,-0.765221,-1.35337,-0.764,-0.412859
1542135036,-0.185281,1.98464,-0.279903,-0.488588,-0.76748,-1.3727,-0.705921,-0.388711
1542135037,-0.203882,1.92416,-0.230873,-0.475181,-0.761916,-1.36757,-0.746237,-0.161333
1542135038,-0.100764,1.96667,-0.160225,-0.451541,-0.743791,-1.39377,-0.772216,-0.063398
1542135039,-0.104989,1.9601,-0.367908,-0.352683,-0.695258,-1.45338,-0.812429,-0.094784
1542135040,-0.053062,1.96636,-0.260516,-0.382031,-0.62116,-1.41267,-0.863308,-0.107195
1542135041,-0.143256,1.94881,-0.254968,-0.391832,-0.622306,-1.4625,-0.880811,-0.00790443
1542135042,-0.145286,1.84865,-0.214196,-0.39542,-0.618024,-1.36839,-0.905715,-0.117509
1542135043,-0.0935478,1.90634,-0.197072,-0.386038,-0.613155,-1.37699,-0.868715,-0.115046
1542135044,0.0175071,1.88729,-0.282404,-0.456994,-0.64652,-1.40391,-0.817157,-0.13863
1542135045,-0.0198637,1.94564,-0.316978,-0.428109,-0.648633,-1.418,-0.739871,-0.31877
1542135046,0.119468,2.03371,-0.309105,-0.364704,-0.635248,-1.38334,-0.742933,-0.182611
1542135047,0.18996,2.01016,-0.285779,-0.306865,-0.514985,-1.29651,-0.837948,-0.0320343
1542135048,0.161395,2.0179,-0.222436,-0.403223,-0.499031,-1.2968,-0.819124,-0.0209302
1542135049,0.136446,1.98326,-0.128169,-0.441819,-0.448285,-1.24564,-0.792082,-0.00941468
1542135050,0.0336702,1.79526,-0.0686799,-0.476185,-0.445899,-1.25127,-0.836753,-0.0385287
1542135051,0.12139,1.87429,-0.149824,-0.474822,-0.358137,-1.16489,-0.844353,-0.102537
1542135052,0.120948,1.78921,-0.222521,-0.492511,-0.371579,-1.12828,-0.783764,-0.0383209
1542135053,0.181373,1.73501,-0.290067,-0.50886,-0.303944,-1.08442,-0.769807,-0.0984978
1542135054,0.24681,1.79515,-0.303011,-0.394859,-0.501072,-1.03433,-0.665329,-0.223747
1542135055,0.282214,1.77832,-0.285274,-0.51409,-0.584482,-0.843608,-0.688763,-0.240138
1542135056,0.190665,1.74685,-0.136796,-0.561065,-0.633734,-0.796925,-0.758155,-0.209998
1542135057,0.16308,1.59594,0.0118016,-0.475085,-0.68725,-0.714982,-0.69047,-0.173545
1542135058,0.112325,1.4376,0.0517679,-0.369154,-0.635215,-0.57187,-0.700939,-0.173874
1542135059,0.0703347,1.41388,0.277031,-0.357473,-0.608529,-0.604848,-0.641838,-0.178713
1542135060,-0.044779,1.28277,0.307546,-0.399324,-0.607958,-0.684175,-0.671987,-0.127532
1542135061,0.0754529,1.33618,0.258799,-0.478622,-0.543066,-0.682586,-0.600447,-0.0628846
1542135062,0.0262082,1.33695,0.228787,-0.435173,-0.521743,-0.714585,-0.514427,-0.0800848
1542135063,0.0402259,1.28876,0.161033,-0.520707,-0.47452,-0.732441,-0.509444,0.0219254
1542135064,-0.0252559,1.21218,0.18908,-0.53604,-0.486699,-0.722972,-0.49851,-0.000548822
1542135065,-0.0188198,1.1574,0.408848,-0.528359,-0.462589,-0.696285,-0.423749,0.0539518
1542135066,-0.0368313,1.07671,0.213266,-0.332585,-0.492715,-0.718344,-0.401404,0.095014
1542135067,-0.00232931,1.05556,0.488442,-0.189687,-0.486583,-0.706118,-0.333254,0.13849
1542135068,-0.104104,0.956944,0.592231,0.0156267,-0.49085,-0.773047,-0.230694,0.306497
1542135069,-0.0689799,0.984776,0.646133,-0.0366102,-0.424659,-0.643027,-0.220764,0.362075
1542135070,-0.0254467,1.01688,0.580707,-0.116932,-0.462571,-0.807391,-0.141125,0.320037
1542135071,-0.104222,0.875335,0.389101,-0.112634,-0.410535,-0.74673,-0.167103,0.190539
1542135072,-0.100183,0.842802,0.177547,-0.119518,-0.42986,-0.641328,-0.105672,0.163928
1542135073,-0.119728,0.772933,0.157144,-0.186564,-0.383277,-0.595099,-0.057862,0.127632
1542135074,-0.184098,0.781011,0.262201,-0.206415,-0.358051,-0.63058,-0.052474,0.233956
1542135075,-0.109014,0.756433,0.208418,-0.158201,-0.342885,-0.581879,-0.0353526,0.344331
1542135076,-0.115508,0.734342,0.127286,-0.173632,-0.319842,-0.598435,-0.0322163,0.335039
1542135077,-0.194624,0.714452,0.203357,-0.0790612,-0.279063,-0.602776,0.0379381,0.30332
1542135078,-0.0201782,0.833511,0.227271,-0.129465,-0.295539,-0.63298,0.0368575,0.300344
1542135079,-0.0569476,0.785757,0.211022,-0.0599203,-0.233639,-0.663709,0.113032,0.296408
1542135080,-0.023518,0.87492,0.00768246,-0.0443346,-0.244414,-0.667296,0.0214552,0.255341
1542135081,-0.0796505,0.859703,0.266047,-0.0433172,-0.237516,-0.601886,-0.00398486,0.283456
1542135083,-0.204154,0.828841,0.0473077,-0.0657542,-0.239718,-0.838849,0.00370123,0.284316
