fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,atlas_totInst
4689,263233,65,16,1449134042,13,1,1,3,32,ACQUIRING,CROSSING,60,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.89,-72.6992,446.177,545.069,LHC.BPM.1R5.B1_DOROS,2970.36,-455.903,487.488,580.021,LHC.BPM.1L5.B2_DOROS,-7856.54,95.1172,595.059,506.578,LHC.BPM.1R5.B2_DOROS,-3711.82,-583.667,594.13,486.659,0.000638672
4689,263233,65,20,1449134043,449,1,1,3,32,ACQUIRING,CROSSING,58,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.21,-73.1602,440.887,536.807,LHC.BPM.1R5.B1_DOROS,2970.41,-456.422,483.364,582.561,LHC.BPM.1L5.B2_DOROS,-7856.61,95.3419,600.577,506.967,LHC.BPM.1R5.B2_DOROS,-3711.99,-583.385,598.619,492.827,0.000643702
4689,263233,65,24,1449134044,871,1,1,3,32,ACQUIRING,CROSSING,57,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.18,-73.3317,446.151,545.041,LHC.BPM.1R5.B1_DOROS,2970.47,-456.521,487.452,580.003,LHC.BPM.1L5.B2_DOROS,-7856.27,95.475,594.952,506.553,LHC.BPM.1R5.B2_DOROS,-3711.17,-582.982,593.99,486.65,0.000643702
4689,263233,65,28,1449134046,388,1,1,3,32,ACQUIRING,CROSSING,55,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.65,-72.5864,446.114,545.005,LHC.BPM.1R5.B1_DOROS,2969.98,-455.917,487.401,579.965,LHC.BPM.1L5.B2_DOROS,-7856.6,95.5703,594.94,506.528,LHC.BPM.1R5.B2_DOROS,-3711.67,-582.754,593.97,486.622,0.000643702
4689,263233,65,32,1449134047,805,1,1,3,32,ACQUIRING,CROSSING,54,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.03,-73.2337,440.869,536.754,LHC.BPM.1R5.B1_DOROS,2970.27,-456.274,483.335,582.541,LHC.BPM.1L5.B2_DOROS,-7856.47,95.3668,600.513,506.91,LHC.BPM.1R5.B2_DOROS,-3711.92,-583.16,598.497,492.84,0.000644991
4689,263233,65,36,1449134049,233,1,1,3,32,ACQUIRING,CROSSING,53,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.23,-73.0704,440.84,536.722,LHC.BPM.1R5.B1_DOROS,2969.57,-456.006,483.334,582.511,LHC.BPM.1L5.B2_DOROS,-7855.95,95.574,600.44,506.858,LHC.BPM.1R5.B2_DOROS,-3711.13,-582.781,598.423,492.783,0.000644991
4689,263233,65,40,1449134050,749,1,1,3,32,ACQUIRING,CROSSING,51,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.68,-73.0467,446.081,544.932,LHC.BPM.1R5.B1_DOROS,2970.21,-456.208,487.372,579.957,LHC.BPM.1L5.B2_DOROS,-7856.82,95.4304,594.929,506.488,LHC.BPM.1R5.B2_DOROS,-3711.86,-583.451,593.942,486.64,0.000648173
4689,263233,65,44,1449134052,160,1,1,3,32,ACQUIRING,CROSSING,50,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.08,-72.7823,446.063,544.895,LHC.BPM.1R5.B1_DOROS,2969.61,-456.221,487.381,579.898,LHC.BPM.1L5.B2_DOROS,-7855.81,95.5104,594.878,506.435,LHC.BPM.1R5.B2_DOROS,-3711.11,-583.287,593.875,486.612,0.000648173
4689,263233,65,48,1449134053,674,1,1,3,32,ACQUIRING,CROSSING,48,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.14,-72.73,440.804,536.69,LHC.BPM.1R5.B1_DOROS,2969.37,-455.774,483.366,582.412,LHC.BPM.1L5.B2_DOROS,-7856.75,95.2424,600.486,506.799,LHC.BPM.1R5.B2_DOROS,-3711.5,-583.75,598.403,492.731,0.000648173
4689,263233,65,52,1449134055,87,1,1,3,32,ACQUIRING,CROSSING,47,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.4,-72.9668,440.717,536.652,LHC.BPM.1R5.B1_DOROS,2970.77,-455.919,483.256,582.334,LHC.BPM.1L5.B2_DOROS,-7856.85,95.3574,600.447,506.727,LHC.BPM.1R5.B2_DOROS,-3711.9,-583.141,598.347,492.656,0.000648173
4689,263233,65,56,1449134056,601,1,1,3,32,ACQUIRING,CROSSING,45,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.37,-72.5106,446.001,544.853,LHC.BPM.1R5.B1_DOROS,2970.82,-455.775,487.303,579.87,LHC.BPM.1L5.B2_DOROS,-7857.61,95.2533,594.902,506.309,LHC.BPM.1R5.B2_DOROS,-3712.74,-583.246,593.91,486.474,0.000640739
4689,263233,65,60,1449134058,14,1,1,3,32,ACQUIRING,CROSSING,44,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.4,-72.8671,445.967,544.848,LHC.BPM.1R5.B1_DOROS,2969.98,-456.028,487.254,579.814,LHC.BPM.1L5.B2_DOROS,-7855.68,95.1313,594.762,506.298,LHC.BPM.1R5.B2_DOROS,-3710.66,-583.423,593.775,486.437,0.000632319
4689,263233,65,64,1449134059,528,1,1,3,32,ACQUIRING,CROSSING,42,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.56,-72.2603,440.719,536.602,LHC.BPM.1R5.B1_DOROS,2970.29,-455.687,483.251,582.211,LHC.BPM.1L5.B2_DOROS,-7855.9,95.5047,600.345,506.651,LHC.BPM.1R5.B2_DOROS,-3710.52,-583.231,598.252,492.572,0.000652575
4689,263233,66,4,1449134060,948,1,1,3,32,ACQUIRING,CROSSING,41,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.7,-70.965,445.894,544.74,LHC.BPM.1R5.B1_DOROS,2970.88,-454.527,487.181,579.693,LHC.BPM.1L5.B2_DOROS,-7856.37,95.3419,594.761,506.334,LHC.BPM.1R5.B2_DOROS,-3711.27,-583.316,593.813,486.38,0.00065017
4689,263233,66,8,1449134062,369,1,1,3,32,ACQUIRING,CROSSING,40,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.67,-71.8891,445.933,544.763,LHC.BPM.1R5.B1_DOROS,2970.13,-454.963,487.222,579.662,LHC.BPM.1L5.B2_DOROS,-7855.26,95.1213,594.637,506.344,LHC.BPM.1R5.B2_DOROS,-3710.22,-583.531,593.73,486.354,0.000647277
4689,263233,66,12,1449134063,884,1,1,3,32,ACQUIRING,CROSSING,38,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.76,-72.2754,440.71,536.615,LHC.BPM.1R5.B1_DOROS,2969.32,-455.655,483.22,582.201,LHC.BPM.1L5.B2_DOROS,-7855.46,94.6427,600.211,506.698,LHC.BPM.1R5.B2_DOROS,-3710.37,-583.977,598.192,492.51,0.000647277
4689,263233,66,16,1449134065,297,1,1,3,32,ACQUIRING,CROSSING,37,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.91,-71.8431,440.621,536.523,LHC.BPM.1R5.B1_DOROS,2970.44,-455.129,483.153,582.139,LHC.BPM.1L5.B2_DOROS,-7855.36,95.3637,600.157,506.66,LHC.BPM.1R5.B2_DOROS,-3710.22,-583.265,598.191,492.484,0.000644991
4689,263233,66,20,1449134066,811,1,1,3,32,ACQUIRING,CROSSING,35,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.88,-71.7106,445.799,544.651,LHC.BPM.1R5.B1_DOROS,2971.18,-454.86,487.098,579.569,LHC.BPM.1L5.B2_DOROS,-7856.31,95.3204,594.618,506.264,LHC.BPM.1R5.B2_DOROS,-3711.06,-583.228,593.738,486.278,0.00065368
4689,263233,66,24,1449134068,232,1,1,3,32,ACQUIRING,CROSSING,34,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3135.84,-72.5233,445.869,544.689,LHC.BPM.1R5.B1_DOROS,2968.61,-455.72,487.172,579.595,LHC.BPM.1L5.B2_DOROS,-7855.1,95.2214,594.56,506.176,LHC.BPM.1R5.B2_DOROS,-3710.14,-583.901,593.658,486.263,0.00065368
4689,263233,66,28,1449134069,644,1,1,3,32,ACQUIRING,CROSSING,32,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.86,-72.2061,440.597,536.432,LHC.BPM.1R5.B1_DOROS,2969.46,-455.834,483.111,582.107,LHC.BPM.1L5.B2_DOROS,-7854.6,95.2183,600.001,506.501,LHC.BPM.1R5.B2_DOROS,-3710.08,-583.818,598.053,492.425,0.000645487
4689,263233,66,32,1449134071,157,1,1,3,32,ACQUIRING,CROSSING,31,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.96,-71.6327,440.618,536.39,LHC.BPM.1R5.B1_DOROS,2970.59,-454.919,483.134,582.05,LHC.BPM.1L5.B2_DOROS,-7854.69,96.4324,599.944,506.453,LHC.BPM.1R5.B2_DOROS,-3709.31,-582.435,597.988,492.372,0.000648472
4689,263233,66,36,1449134072,569,1,1,3,32,ACQUIRING,CROSSING,29,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.01,-71.6626,445.725,544.602,LHC.BPM.1R5.B1_DOROS,2970.43,-455.144,487.044,579.529,LHC.BPM.1L5.B2_DOROS,-7854.75,96.2043,594.457,506.126,LHC.BPM.1R5.B2_DOROS,-3709.41,-582.917,593.573,486.189,0.000644098
4689,263233,66,40,1449134074,83,1,1,3,32,ACQUIRING,CROSSING,28,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.35,-72.8342,445.799,544.592,LHC.BPM.1R5.B1_DOROS,2968.93,-456.159,487.129,579.526,LHC.BPM.1L5.B2_DOROS,-7855.29,95.0468,594.472,506.168,LHC.BPM.1R5.B2_DOROS,-3710.21,-584.099,593.555,486.191,0.000644098
4689,263233,66,44,1449134075,496,1,1,3,32,ACQUIRING,CROSSING,27,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.83,-72.1126,440.531,536.34,LHC.BPM.1R5.B1_DOROS,2969.44,-455.582,483.062,582.054,LHC.BPM.1L5.B2_DOROS,-7855.47,94.7895,599.977,506.563,LHC.BPM.1R5.B2_DOROS,-3710.16,-584.07,597.967,492.36,0.000644098
4689,263233,66,48,1449134076,916,1,1,3,32,ACQUIRING,CROSSING,25,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.6,-71.6069,445.684,544.513,LHC.BPM.1R5.B1_DOROS,2971.18,-455.235,487,579.481,LHC.BPM.1L5.B2_DOROS,-7855.98,94.5601,594.495,506.166,LHC.BPM.1R5.B2_DOROS,-3710.68,-584.019,593.573,486.168,0.000647077
4689,263233,66,52,1449134078,431,1,1,3,32,ACQUIRING,CROSSING,24,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.76,-72.0394,445.688,544.523,LHC.BPM.1R5.B1_DOROS,2970.41,-455.571,487.025,579.493,LHC.BPM.1L5.B2_DOROS,-7854.87,95.2622,594.388,506.167,LHC.BPM.1R5.B2_DOROS,-3710.11,-583.961,593.464,486.157,0.000640049
4689,263233,66,56,1449134079,843,1,1,3,32,ACQUIRING,CROSSING,22,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.03,-72.1895,440.568,536.31,LHC.BPM.1R5.B1_DOROS,2968.53,-455.727,483.205,582.012,LHC.BPM.1L5.B2_DOROS,-7854.69,94.8831,599.936,506.487,LHC.BPM.1R5.B2_DOROS,-3709.53,-583.848,597.915,492.288,0.00063828
4689,263233,66,60,1449134081,378,1,1,3,32,ACQUIRING,CROSSING,21,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.1,-71.9618,440.467,536.229,LHC.BPM.1R5.B1_DOROS,2971.24,-455.405,482.959,581.977,LHC.BPM.1L5.B2_DOROS,-7854.51,95.9079,599.848,506.442,LHC.BPM.1R5.B2_DOROS,-3709.18,-583.606,597.829,492.269,0.00063828
4689,263233,66,64,1449134082,837,1,1,3,32,ACQUIRING,CROSSING,19,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.4,-71.5145,445.678,544.404,LHC.BPM.1R5.B1_DOROS,2970.56,-454.86,487.008,579.377,LHC.BPM.1L5.B2_DOROS,-7854.54,95.9785,594.362,506.098,LHC.BPM.1R5.B2_DOROS,-3709.08,-583.579,593.387,486.113,0.000641923
4689,263233,67,4,1449134084,277,1,1,3,32,ACQUIRING,CROSSING,18,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.66,-72.39,445.637,544.438,LHC.BPM.1R5.B1_DOROS,2969.33,-455.624,486.953,579.401,LHC.BPM.1L5.B2_DOROS,-7855.63,94.1412,594.323,506.074,LHC.BPM.1R5.B2_DOROS,-3710.17,-584.347,593.376,486.147,0.000640246
4689,263233,67,8,1449134085,691,1,1,3,32,ACQUIRING,CROSSING,16,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.6,-72.3293,440.523,536.22,LHC.BPM.1R5.B1_DOROS,2969.01,-455.763,482.967,581.933,LHC.BPM.1L5.B2_DOROS,-7856.19,94.7741,599.918,506.384,LHC.BPM.1R5.B2_DOROS,-3710.58,-583.966,597.869,492.225,0.000640246
4689,263233,67,12,1449134087,204,1,1,3,32,ACQUIRING,CROSSING,15,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.84,-70.6807,440.413,536.153,LHC.BPM.1R5.B1_DOROS,2971.12,-454.123,482.862,581.868,LHC.BPM.1L5.B2_DOROS,-7855.37,96.0055,599.781,506.329,LHC.BPM.1R5.B2_DOROS,-3709.93,-583.028,597.733,492.21,0.00064957
4689,263233,67,16,1449134088,617,1,1,3,32,ACQUIRING,CROSSING,13,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.81,-71.2665,445.582,544.334,LHC.BPM.1R5.B1_DOROS,2970.23,-454.541,486.9,579.291,LHC.BPM.1L5.B2_DOROS,-7854.34,96.3526,594.15,506.005,LHC.BPM.1R5.B2_DOROS,-3708.45,-582.368,593.215,486.118,0.000647177
4689,263233,67,20,1449134090,30,1,1,3,32,ACQUIRING,CROSSING,12,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.77,-72.4474,445.55,544.327,LHC.BPM.1R5.B1_DOROS,2970.46,-455.767,486.849,579.301,LHC.BPM.1L5.B2_DOROS,-7854.15,95.9214,594.132,505.98,LHC.BPM.1R5.B2_DOROS,-3708.4,-582.48,593.201,486.075,0.000643504
4689,263233,67,24,1449134091,543,1,1,3,32,ACQUIRING,CROSSING,11,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.22,-72.4936,440.385,536.11,LHC.BPM.1R5.B1_DOROS,2969.92,-455.701,482.836,581.869,LHC.BPM.1L5.B2_DOROS,-7855.01,95.3489,599.735,506.305,LHC.BPM.1R5.B2_DOROS,-3709.4,-583.561,597.734,492.254,0.000643504
4689,263233,67,28,1449134092,956,1,1,3,32,ACQUIRING,CROSSING,9,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.13,-72.0789,445.529,544.266,LHC.BPM.1R5.B1_DOROS,2969.54,-455.421,486.836,579.241,LHC.BPM.1L5.B2_DOROS,-7855.24,94.8722,594.142,505.981,LHC.BPM.1R5.B2_DOROS,-3709.63,-584.503,593.214,486.11,0.000643108
4689,263233,67,32,1449134094,469,1,1,3,32,ACQUIRING,CROSSING,8,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3138.41,-71.8172,445.493,544.233,LHC.BPM.1R5.B1_DOROS,2970.73,-455.008,486.787,579.19,LHC.BPM.1L5.B2_DOROS,-7856.23,95.0478,594.186,505.909,LHC.BPM.1R5.B2_DOROS,-3710.7,-583.786,593.196,486.041,0.000643108
4689,263233,67,36,1449134095,883,1,1,3,32,ACQUIRING,CROSSING,6,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.49,-71.4214,440.327,536.008,LHC.BPM.1R5.B1_DOROS,2969.89,-454.66,482.772,581.762,LHC.BPM.1L5.B2_DOROS,-7855.55,95.3214,599.758,506.272,LHC.BPM.1R5.B2_DOROS,-3710.42,-583.788,597.676,492.17,0.000636515
4689,263233,67,40,1449134097,414,1,1,3,32,ACQUIRING,CROSSING,5,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.13,-72.4603,440.289,536.021,LHC.BPM.1R5.B1_DOROS,2969.76,-455.945,482.703,581.772,LHC.BPM.1L5.B2_DOROS,-7854.41,95.1538,599.69,506.234,LHC.BPM.1R5.B2_DOROS,-3709.14,-583.303,597.568,492.164,0.000636515
4689,263233,67,44,1449134098,828,1,1,3,32,ACQUIRING,CROSSING,3,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3137.84,-72.8782,445.42,544.2,LHC.BPM.1R5.B1_DOROS,2970.63,-456.288,486.693,579.171,LHC.BPM.1L5.B2_DOROS,-7853.79,95.6498,594.169,505.82,LHC.BPM.1R5.B2_DOROS,-3708.25,-582.987,593.059,485.944,0.000629117
4689,263233,67,48,1449134100,240,1,1,3,32,ACQUIRING,CROSSING,2,0,0.08159,0.294,-0.08127,-0.29377,0,0,0,0,LHC.BPM.1L5.B1_DOROS,3136.78,-72.2064,445.461,544.147,LHC.BPM.1R5.B1_DOROS,2969.41,-455.475,486.757,579.121,LHC.BPM.1L5.B2_DOROS,-7853.57,95.8501,594.131,505.81,LHC.BPM.1R5.B2_DOROS,-3707.94,-582.838,593.054,485.96,0.000648173
4689,263233,68,36,1449134119,229,1,3,3,32,ACQUIRING,CROSSING,60,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3200.42,-73.1311,438.53,535.409,LHC.BPM.1R5.B1_DOROS,2906.96,-456.873,484.424,581.835,LHC.BPM.1L5.B2_DOROS,-7923.33,96.2854,601.884,505.539,LHC.BPM.1R5.B2_DOROS,-3651.8,-582.393,595.27,492.147,0.000648871
4689,263233,68,40,1449134120,642,1,3,3,32,ACQUIRING,CROSSING,58,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.09,-73.5169,443.716,543.553,LHC.BPM.1R5.B1_DOROS,2905.74,-457.118,488.477,579.286,LHC.BPM.1L5.B2_DOROS,-7922.65,96.1275,596.284,505.172,LHC.BPM.1R5.B2_DOROS,-3650.89,-582.66,590.84,485.965,0.000648871
4689,263233,68,44,1449134122,155,1,3,3,32,ACQUIRING,CROSSING,57,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.76,-73.646,443.66,543.542,LHC.BPM.1R5.B1_DOROS,2905.63,-457.541,488.402,579.272,LHC.BPM.1L5.B2_DOROS,-7923.33,95.1657,596.287,505.179,LHC.BPM.1R5.B2_DOROS,-3651.75,-583.175,590.851,485.968,0.000631541
4689,263233,68,48,1449134123,571,1,3,3,32,ACQUIRING,CROSSING,55,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3200.1,-73.6655,438.513,535.35,LHC.BPM.1R5.B1_DOROS,2906.5,-457.61,484.391,581.776,LHC.BPM.1L5.B2_DOROS,-7923.98,95.3978,601.875,505.523,LHC.BPM.1R5.B2_DOROS,-3652.51,-583.51,595.323,492.13,0.000631541
4689,263233,68,52,1449134125,85,1,3,3,32,ACQUIRING,CROSSING,54,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.56,-73.5633,438.496,535.32,LHC.BPM.1R5.B1_DOROS,2906.42,-457.349,484.358,581.738,LHC.BPM.1L5.B2_DOROS,-7922.69,95.7517,601.765,505.553,LHC.BPM.1R5.B2_DOROS,-3651.16,-582.526,595.261,492.09,0.00065067
4689,263233,68,56,1449134126,514,1,3,3,32,ACQUIRING,CROSSING,52,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.52,-73.2463,443.643,543.511,LHC.BPM.1R5.B1_DOROS,2906.28,-457.025,488.396,579.205,LHC.BPM.1L5.B2_DOROS,-7922.23,97.1241,596.189,505.176,LHC.BPM.1R5.B2_DOROS,-3650.67,-582.029,590.782,485.854,0.000648572
4689,263233,68,60,1449134127,926,1,3,3,32,ACQUIRING,CROSSING,51,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.6,-72.9022,438.485,535.308,LHC.BPM.1R5.B1_DOROS,2906,-456.609,484.368,581.702,LHC.BPM.1L5.B2_DOROS,-7921.71,97.1026,601.725,505.555,LHC.BPM.1R5.B2_DOROS,-3650.19,-581.849,595.208,492.072,0.000645189
4689,263233,68,64,1449134129,440,1,3,3,32,ACQUIRING,CROSSING,49,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.67,-72.727,438.448,535.309,LHC.BPM.1R5.B1_DOROS,2906.33,-456.476,484.337,581.715,LHC.BPM.1L5.B2_DOROS,-7921.17,97.4881,601.693,505.508,LHC.BPM.1R5.B2_DOROS,-3649.37,-581.25,595.219,492.043,0.000645189
4689,263233,69,4,1449134130,856,1,3,3,32,ACQUIRING,CROSSING,48,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.75,-72.8575,443.604,543.479,LHC.BPM.1R5.B1_DOROS,2906.6,-456.794,488.335,579.165,LHC.BPM.1L5.B2_DOROS,-7921.6,96.8698,596.152,505.196,LHC.BPM.1R5.B2_DOROS,-3649.75,-581.854,590.737,485.913,0.000647277
4689,263233,69,8,1449134132,375,1,3,3,32,ACQUIRING,CROSSING,47,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.9,-73.059,443.614,543.469,LHC.BPM.1R5.B1_DOROS,2905.82,-456.819,488.357,579.141,LHC.BPM.1L5.B2_DOROS,-7921.58,95.7496,596.221,505.218,LHC.BPM.1R5.B2_DOROS,-3650.05,-583.079,590.734,485.893,0.000647277
4689,263233,69,12,1449134133,788,1,3,3,32,ACQUIRING,CROSSING,45,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.04,-72.4328,438.436,535.29,LHC.BPM.1R5.B1_DOROS,2906.04,-456.333,484.342,581.703,LHC.BPM.1L5.B2_DOROS,-7922.7,95.5674,601.818,505.563,LHC.BPM.1R5.B2_DOROS,-3650.9,-583.284,595.253,492.046,0.000654384
4689,263233,69,16,1449134135,201,1,3,3,32,ACQUIRING,CROSSING,44,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.96,-71.7955,438.436,535.282,LHC.BPM.1R5.B1_DOROS,2905.77,-455.716,484.36,581.663,LHC.BPM.1L5.B2_DOROS,-7922.21,96.4604,601.756,505.572,LHC.BPM.1R5.B2_DOROS,-3650.7,-582.493,595.208,491.993,0.000654384
4689,263233,69,20,1449134136,714,1,3,3,32,ACQUIRING,CROSSING,42,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.82,-71.5801,443.587,543.462,LHC.BPM.1R5.B1_DOROS,2905.84,-455.611,488.354,579.133,LHC.BPM.1L5.B2_DOROS,-7922.33,96.3967,596.14,505.219,LHC.BPM.1R5.B2_DOROS,-3650.76,-582.653,590.737,485.812,0.000643801
4689,263233,69,24,1449134138,126,1,3,3,32,ACQUIRING,CROSSING,41,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3199.06,-73.2881,443.575,543.474,LHC.BPM.1R5.B1_DOROS,2905.66,-456.963,488.355,579.169,LHC.BPM.1L5.B2_DOROS,-7922.03,97.1688,596.159,505.118,LHC.BPM.1R5.B2_DOROS,-3650.22,-582.272,590.716,485.762,0.000643801
4689,263233,69,28,1449134139,639,1,3,3,32,ACQUIRING,CROSSING,39,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.35,-72.6463,438.426,535.295,LHC.BPM.1R5.B1_DOROS,2904.89,-456.642,484.38,581.725,LHC.BPM.1L5.B2_DOROS,-7922.04,96.747,601.731,505.543,LHC.BPM.1R5.B2_DOROS,-3649.81,-582.021,595.135,491.996,0.000642515
4689,263233,69,32,1449134141,53,1,3,3,32,ACQUIRING,CROSSING,38,-0.126571,0.08159,0.23071,-0.08127,-0.23048,0,-0.0632854,0,0.0632854,LHC.BPM.1L5.B1_DOROS,3198.34,-72.1195,438.4,535.274,LHC.BPM.1R5.B1_DOROS,2905.13,-456.139,484.383,581.743,LHC.BPM.1L5.B2_DOROS,-7922.26,97.0758,601.708,505.499,LHC.BPM.1R5.B2_DOROS,-3650.42,-582.245,595.13,491.993,0.000654283
