VARIABLE: LHC.BPM.1L5.B1_DOROS:POS_H

Timestamp (UTC_TIME),Value
2018-11-13 19:00:00.046,-2.9491
2018-11-13 19:00:02.047,-2.9493
2018-11-13 19:00:03.047,-2.9487
2018-11-13 19:00:04.047,-2.9478
2018-11-13 19:00:05.047,-2.9477
2018-11-13 19:00:06.047,-2.948
2018-11-13 19:00:07.047,-2.9484
2018-11-13 19:00:08.047,-2.9486
2018-11-13 19:00:09.047,-2.9484
2018-11-13 19:00:10.047,-2.9487
2018-11-13 19:00:11.051,-2.9488
2018-11-13 19:00:12.049,-2.9491
2018-11-13 19:00:13.047,-2.9496
2018-11-13 19:00:14.047,-2.9499
2018-11-13 19:00:15.047,-2.9501
2018-11-13 19:00:16.051,-2.9495
2018-11-13 19:00:18.047,-2.9501
2018-11-13 19:00:19.047,-2.95
2018-11-13 19:00:20.047,-2.9498
2018-11-13 19:00:21.047,-2.9496
2018-11-13 19:00:22.047,-2.9494
2018-11-13 19:00:23.047,-2.9497
2018-11-13 19:00:24.048,-2.95
2018-11-13 19:00:25.046,-2.9499
2018-11-13 19:00:26.048,-2.9497
2018-11-13 19:00:27.048,-2.9502
2018-11-13 19:00:28.047,-2.9501
2018-11-13 19:00:30.049,-2.9503
2018-11-13 19:00:31.047,-2.95
2018-11-13 19:00:32.048,-2.9501
2018-11-13 19:00:33.046,-2.9505
2018-11-13 19:00:35.047,-2.9502
2018-11-13 19:00:36.048,-2.9499
2018-11-13 19:00:37.049,-2.9503
2018-11-13 19:00:38.046,-2.9511
2018-11-13 19:00:39.047,-2.9509
2018-11-13 19:00:40.047,-2.9502
2018-11-13 19:00:41.047,-2.9504
2018-11-13 19:00:42.047,-2.9506
2018-11-13 19:00:44.047,-2.9507
2018-11-13 19:00:45.047,-2.9508
2018-11-13 19:00:46.047,-2.9505
2018-11-13 19:00:47.047,-2.9503
2018-11-13 19:00:49.046,-2.9498
2018-11-13 19:00:50.050,-2.9494
2018-11-13 19:00:51.048,-2.9496
2018-11-13 19:00:52.047,-2.9501
2018-11-13 19:00:53.047,-2.9505
2018-11-13 19:00:54.047,-2.9508
2018-11-13 19:00:55.048,-2.9509
2018-11-13 19:00:56.047,-2.9507
2018-11-13 19:00:57.047,-2.9506
2018-11-13 19:00:58.047,-2.9513
2018-11-13 19:00:59.047,-2.9516
2018-11-13 19:01:00.047,-2.9514
