fill,run,ls,nb,sec,msec,acqflag,step,beam,ip,scanstatus,plane,progress,nominal_separation,read_nominal_B1sepPlane,read_nominal_B1xingPlane,read_nominal_B2sepPlane,read_nominal_B2xingPlane,set_nominal_B1sepPlane,set_nominal_B1xingPlane,set_nominal_B2sepPlane,set_nominal_B2xingPlane,atlas_totInst,nominal_separation_plane,bpm_5LDOROS_B1Names,bpm_5LDOROS_B1hPos,bpm_5LDOROS_B1vPos,bpm_5LDOROS_B1hErr,bpm_5LDOROS_B1vErr,bpm_5RDOROS_B1Names,bpm_5RDOROS_B1hPos,bpm_5RDOROS_B1vPos,bpm_5RDOROS_B1hErr,bpm_5RDOROS_B1vErr,bpm_5LDOROS_B2Names,bpm_5LDOROS_B2hPos,bpm_5LDOROS_B2vPos,bpm_5LDOROS_B2hErr,bpm_5LDOROS_B2vErr,bpm_5RDOROS_B2Names,bpm_5RDOROS_B2hPos,bpm_5RDOROS_B2vPos,bpm_5RDOROS_B2hErr,bpm_5RDOROS_B2vErr,totsize,publishnnb,datasourceid,algoid,channelid,payloadtype,bstar5,xingHmurad
6381,306553,496,36,1510482171,568,1,3,3,32,ACQUIRING,CROSSING,2,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.20825195,-1273.17138672,1309.16699219,524.149047852,LHC.BPM.1R5.B1_D,3530.56469727,-1611.05615234,1352.13684082,701.957214355,LHC.BPM.1L5.B2_D,4011.19433594,-1167.19970703,1572.55517578,441.763458252,LHC.BPM.1R5.B2_D,-4030.51196289,-1794.50671387,1551.98596191,666.033691406,266,4,2,0,0,11,311,170
6381,306553,496,40,1510482172,980,1,3,3,32,ACQUIRING,CROSSING,1,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.49536133,-1273.14831543,1372.67272949,477.449401855,LHC.BPM.1R5.B1_D,3529.79541016,-1611.02648926,1428.12658691,567.166564941,LHC.BPM.1L5.B2_D,4011.09399414,-1169.4979248,1580.26184082,477.65838623,LHC.BPM.1R5.B2_D,-4031.03588867,-1792.65380859,1619.9798584,746.452880859,266,4,2,0,0,11,311,170
6381,306553,496,44,1510482174,493,1,4,3,32,ACQUIRING,CROSSING,69,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.86254883,-1273.25793457,1372.53295898,477.503143311,LHC.BPM.1R5.B1_D,3529.4543457,-1611.0168457,1428.25891113,567.160705566,LHC.BPM.1L5.B2_D,4010.81616211,-1162.51916504,1580.36425781,475.238922119,LHC.BPM.1R5.B2_D,-4030.7121582,-1798.0567627,1619.99560547,748.206665039,266,4,2,0,0,11,311,170
6381,306553,496,48,1510482175,905,1,4,3,32,ACQUIRING,CROSSING,68,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.02148438,-1273.31567383,1308.93432617,524.226928711,LHC.BPM.1R5.B1_D,3529.6784668,-1610.97912598,1351.91271973,701.925231934,LHC.BPM.1L5.B2_D,4011.33007812,-1165.62902832,1572.63562012,441.142150879,LHC.BPM.1R5.B2_D,-4031.18652344,-1795.69226074,1552.09228516,666.675109863,266,4,2,0,0,11,311,170
6381,306553,496,52,1510482177,419,1,4,3,32,ACQUIRING,CROSSING,67,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.75537109,-1273.31677246,1309.27148438,524.225585938,LHC.BPM.1R5.B1_D,3530.31445312,-1610.88891602,1352.05895996,701.915466309,LHC.BPM.1L5.B2_D,4011.17895508,-1167.65625,1572.52819824,439.578094482,LHC.BPM.1R5.B2_D,-4031.25,-1794.13061523,1552.08190918,667.960144043,266,4,2,0,0,11,311,170
6381,306553,496,56,1510482178,831,1,4,3,32,ACQUIRING,CROSSING,65,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.7956543,-1273.35473633,1372.80603027,477.535644531,LHC.BPM.1R5.B1_D,3530.15161133,-1610.91503906,1428.48718262,567.119567871,LHC.BPM.1L5.B2_D,4011.27539062,-1163.03662109,1580.42883301,474.765777588,LHC.BPM.1R5.B2_D,-4031.2109375,-1797.75219727,1620.02539062,748.543273926,266,4,2,0,0,11,311,170
6381,306553,496,60,1510482180,246,1,4,3,32,ACQUIRING,CROSSING,64,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.60839844,-1273.23803711,1372.90649414,477.512756348,LHC.BPM.1R5.B1_D,3530.12329102,-1611.00317383,1428.60205078,567.149963379,LHC.BPM.1L5.B2_D,4011.48608398,-1168.91491699,1580.45605469,478.45803833,LHC.BPM.1R5.B2_D,-4031.37719727,-1793.12316895,1620.15722656,745.631896973,266,4,2,0,0,11,311,170
6381,306553,496,64,1510482181,760,1,4,3,32,ACQUIRING,CROSSING,62,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3411.01367188,-1273.15002441,1309.34277344,524.086669922,LHC.BPM.1R5.B1_D,3530.46777344,-1611.11413574,1352.1920166,702.04107666,LHC.BPM.1L5.B2_D,4011.18994141,-1168.17480469,1572.43505859,439.927001953,LHC.BPM.1R5.B2_D,-4031.23803711,-1793.62329102,1551.96496582,667.617797852,266,4,2,0,0,11,311,170
6381,306553,497,4,1510482183,174,1,4,3,32,ACQUIRING,CROSSING,61,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.84570312,-1273.49768066,1309.30859375,524.295349121,LHC.BPM.1R5.B1_D,3530.34301758,-1610.84082031,1352.14831543,701.861877441,LHC.BPM.1L5.B2_D,4011.52612305,-1164.27697754,1572.67236328,440.503997803,LHC.BPM.1R5.B2_D,-4031.42114258,-1796.9420166,1552.1776123,667.292602539,266,4,2,0,0,11,311,170
6381,306553,497,8,1510482184,687,1,4,3,32,ACQUIRING,CROSSING,59,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.51879883,-1273.42297363,1372.54931641,477.519378662,LHC.BPM.1R5.B1_D,3530.07739258,-1610.8927002,1428.33874512,567.155639648,LHC.BPM.1L5.B2_D,4011.86743164,-1168.71716309,1580.74914551,478.306915283,LHC.BPM.1R5.B2_D,-4031.64160156,-1793.3807373,1620.26367188,745.768188477,266,4,2,0,0,11,311,170
6381,306553,497,12,1510482186,99,1,4,3,32,ACQUIRING,CROSSING,58,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.45166016,-1273.37902832,1372.5300293,477.548614502,LHC.BPM.1R5.B1_D,3530.16479492,-1610.85534668,1428.4395752,567.134643555,LHC.BPM.1L5.B2_D,4011.61767578,-1163.26489258,1580.60119629,474.863372803,LHC.BPM.1R5.B2_D,-4031.33959961,-1797.65942383,1620.09289551,748.44921875,266,4,2,0,0,11,311,170
6381,306553,497,16,1510482187,611,1,4,3,32,ACQUIRING,CROSSING,56,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.15869141,-1273.32788086,1309.04541016,524.190673828,LHC.BPM.1R5.B1_D,3530.01416016,-1610.88208008,1351.99841309,701.875183105,LHC.BPM.1L5.B2_D,4011.49951172,-1165.1784668,1572.52844238,441.163024902,LHC.BPM.1R5.B2_D,-4031.53564453,-1796.26123047,1552.27233887,666.881469727,266,4,2,0,0,11,311,170
6381,306553,497,20,1510482189,28,1,4,3,32,ACQUIRING,CROSSING,55,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.17993164,-1273.46057129,1372.54711914,477.65335083,LHC.BPM.1R5.B1_D,3529.74682617,-1610.93884277,1428.22973633,567.180053711,LHC.BPM.1L5.B2_D,4011.7746582,-1168.92077637,1580.81970215,477.808563232,LHC.BPM.1R5.B2_D,-4031.52368164,-1793.14221191,1620.07824707,745.993652344,266,4,2,0,0,11,311,170
6381,306553,497,24,1510482190,541,1,4,3,32,ACQUIRING,CROSSING,53,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.85644531,-1273.5357666,1372.31835938,477.753997803,LHC.BPM.1R5.B1_D,3529.32861328,-1610.75585938,1428.14892578,567.127685547,LHC.BPM.1L5.B2_D,4011.97802734,-1162.92529297,1580.94238281,475.254547119,LHC.BPM.1R5.B2_D,-4031.69921875,-1797.87353516,1620.13757324,748.057250977,266,4,2,0,0,11,311,170
6381,306553,497,28,1510482191,953,1,4,3,32,ACQUIRING,CROSSING,52,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.84814453,-1273.47888184,1309.01574707,524.104919434,LHC.BPM.1R5.B1_D,3529.50146484,-1610.78369141,1351.88598633,701.804931641,LHC.BPM.1L5.B2_D,4012.01879883,-1166.26550293,1572.59729004,441.62689209,LHC.BPM.1R5.B2_D,-4031.76220703,-1795.40319824,1552.40527344,666.598754883,266,4,2,0,0,11,311,170
6381,306553,497,32,1510482193,365,1,4,3,32,ACQUIRING,CROSSING,51,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.93017578,-1273.49511719,1308.94567871,524.175476074,LHC.BPM.1R5.B1_D,3529.67358398,-1610.80029297,1351.85522461,701.852844238,LHC.BPM.1L5.B2_D,4011.80078125,-1164.43334961,1572.61791992,438.362670898,LHC.BPM.1R5.B2_D,-4031.55175781,-1796.74755859,1552.39025879,669.177062988,266,4,2,0,0,11,311,170
6381,306553,497,36,1510482194,878,1,4,3,32,ACQUIRING,CROSSING,49,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.26977539,-1273.41662598,1372.7199707,477.633789062,LHC.BPM.1R5.B1_D,3530.0546875,-1610.8203125,1428.61450195,567.108154297,LHC.BPM.1L5.B2_D,4011.84082031,-1163.31262207,1580.78308105,476.199554443,LHC.BPM.1R5.B2_D,-4031.69628906,-1797.75158691,1620.09741211,747.32989502,266,4,2,0,0,11,311,170
6381,306553,497,40,1510482196,290,1,4,3,32,ACQUIRING,CROSSING,48,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.23364258,-1273.55993652,1372.57714844,477.78894043,LHC.BPM.1R5.B1_D,3529.91723633,-1610.71472168,1428.43603516,567.077697754,LHC.BPM.1L5.B2_D,4012.12207031,-1167.53759766,1581.07641602,475.99911499,LHC.BPM.1R5.B2_D,-4031.88696289,-1794.3223877,1620.27770996,747.518920898,266,4,2,0,0,11,311,170
6381,306553,497,44,1510482197,802,1,4,3,32,ACQUIRING,CROSSING,46,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.10253906,-1273.5657959,1308.95861816,524.138366699,LHC.BPM.1R5.B1_D,3529.88305664,-1610.71679688,1351.89868164,701.802246094,LHC.BPM.1L5.B2_D,4011.98852539,-1162.9251709,1572.44226074,438.258605957,LHC.BPM.1R5.B2_D,-4031.72216797,-1798.11743164,1552.23034668,669.277282715,266,4,2,0,0,11,311,170
6381,306553,497,48,1510482199,214,1,4,3,32,ACQUIRING,CROSSING,45,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.10961914,-1273.45043945,1309.02905273,524.095703125,LHC.BPM.1R5.B1_D,3529.61083984,-1610.79003906,1351.7244873,701.762023926,LHC.BPM.1L5.B2_D,4012.2956543,-1168.28527832,1572.6796875,441.701812744,LHC.BPM.1R5.B2_D,-4031.94677734,-1793.67285156,1552.51965332,666.423522949,266,4,2,0,0,11,311,170
6381,306553,497,52,1510482200,727,1,4,3,32,ACQUIRING,CROSSING,43,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.91552734,-1273.43859863,1372.36108398,477.731323242,LHC.BPM.1R5.B1_D,3529.48608398,-1610.66552734,1428.29882812,567.07623291,LHC.BPM.1L5.B2_D,4012.25415039,-1167.0423584,1581.04858398,475.791870117,LHC.BPM.1R5.B2_D,-4031.63964844,-1794.7142334,1619.92602539,747.691040039,266,4,2,0,0,11,311,170
6381,306553,497,56,1510482202,139,1,4,3,32,ACQUIRING,CROSSING,42,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.86621094,-1273.38305664,1372.31750488,477.751068115,LHC.BPM.1R5.B1_D,3529.45751953,-1610.83154297,1428.28710938,567.158203125,LHC.BPM.1L5.B2_D,4011.82080078,-1165.96679688,1581.02941895,477.919189453,LHC.BPM.1R5.B2_D,-4031.51757812,-1795.62414551,1620.02978516,746.006591797,266,4,2,0,0,11,311,170
6381,306553,497,60,1510482203,653,1,4,3,32,ACQUIRING,CROSSING,40,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.57739258,-1273.4798584,1308.80541992,524.108947754,LHC.BPM.1R5.B1_D,3529.14355469,-1610.87390137,1351.46472168,701.842895508,LHC.BPM.1L5.B2_D,4011.78540039,-1168.85144043,1572.33178711,440.998138428,LHC.BPM.1R5.B2_D,-4031.46850586,-1793.14892578,1552.27758789,666.875732422,266,4,2,0,0,11,311,170
6381,306553,497,64,1510482205,66,1,4,3,32,ACQUIRING,CROSSING,39,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.12768555,-1273.35351562,1308.66894531,524.050842285,LHC.BPM.1R5.B1_D,3528.66186523,-1610.94213867,1351.34118652,701.932678223,LHC.BPM.1L5.B2_D,4011.40600586,-1163.22766113,1572.09399414,439.523040771,LHC.BPM.1R5.B2_D,-4031.17407227,-1797.74414062,1552.1607666,668.162963867,266,4,2,0,0,11,311,170
6381,306553,498,4,1510482206,481,1,4,3,32,ACQUIRING,CROSSING,38,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.26855469,-1273.30114746,1372.21289062,477.668334961,LHC.BPM.1R5.B1_D,3528.67138672,-1610.92687988,1428.04077148,567.110412598,LHC.BPM.1L5.B2_D,4011.63208008,-1167.56445312,1581.14916992,478.383483887,LHC.BPM.1R5.B2_D,-4031.38354492,-1794.29199219,1620.0793457,745.618835449,266,4,2,0,0,11,311,170
6381,306553,498,8,1510482207,994,1,4,3,32,ACQUIRING,CROSSING,36,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.40625,-1273.21557617,1308.77661133,523.984008789,LHC.BPM.1R5.B1_D,3528.98730469,-1610.99206543,1351.58935547,701.985412598,LHC.BPM.1L5.B2_D,4011.87329102,-1168.07629395,1572.28491211,439.925567627,LHC.BPM.1R5.B2_D,-4031.57861328,-1793.86706543,1552.31481934,667.828369141,266,4,2,0,0,11,311,170
6381,306553,498,12,1510482209,407,1,4,3,32,ACQUIRING,CROSSING,35,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.59960938,-1273.45666504,1308.79016113,524.116577148,LHC.BPM.1R5.B1_D,3529.1484375,-1610.87463379,1351.46313477,701.882751465,LHC.BPM.1L5.B2_D,4012.10205078,-1164.02734375,1572.48999023,440.24822998,LHC.BPM.1R5.B2_D,-4031.51171875,-1797.14245605,1552.31201172,667.689697266,266,4,2,0,0,11,311,170
6381,306553,498,16,1510482210,919,1,4,3,32,ACQUIRING,CROSSING,33,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.8359375,-1273.38427734,1372.53771973,477.668212891,LHC.BPM.1R5.B1_D,3529.42504883,-1610.85754395,1428.5111084,567.105651855,LHC.BPM.1L5.B2_D,4012.14941406,-1168.27075195,1581.15991211,478.212890625,LHC.BPM.1R5.B2_D,-4031.78173828,-1793.73669434,1620.24328613,745.653686523,266,4,2,0,0,11,311,170
6381,306553,498,20,1510482212,330,1,4,3,32,ACQUIRING,CROSSING,32,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.76708984,-1273.4777832,1372.40808105,477.728057861,LHC.BPM.1R5.B1_D,3529.41186523,-1610.85144043,1428.35766602,567.129089355,LHC.BPM.1L5.B2_D,4012.17553711,-1163.10693359,1581.10375977,474.702087402,LHC.BPM.1R5.B2_D,-4031.83740234,-1797.75915527,1620.21203613,748.463684082,266,4,2,0,0,11,311,170
6381,306553,498,24,1510482213,847,1,4,3,32,ACQUIRING,CROSSING,30,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.14648438,-1273.53369141,1309.16442871,524.174316406,LHC.BPM.1R5.B1_D,3529.82421875,-1610.79577637,1351.93078613,701.812011719,LHC.BPM.1L5.B2_D,4012.3347168,-1164.27978516,1572.6907959,440.619506836,LHC.BPM.1R5.B2_D,-4031.9699707,-1796.56347656,1552.4967041,667.105407715,266,4,2,0,0,11,311,170
6381,306553,498,28,1510482215,260,1,4,3,32,ACQUIRING,CROSSING,29,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.24584961,-1273.45983887,1309.19934082,524.179443359,LHC.BPM.1R5.B1_D,3530.08227539,-1610.86083984,1352.06176758,701.859191895,LHC.BPM.1L5.B2_D,4012.48974609,-1166.63195801,1572.77172852,439.061462402,LHC.BPM.1R5.B2_D,-4032.07836914,-1795.04663086,1552.44360352,668.379516602,266,4,2,0,0,11,311,170
6381,306553,498,32,1510482216,672,1,4,3,32,ACQUIRING,CROSSING,27,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.37426758,-1273.48608398,1372.55041504,477.685119629,LHC.BPM.1R5.B1_D,3530.3659668,-1610.67138672,1428.65332031,566.983215332,LHC.BPM.1L5.B2_D,4012.10058594,-1162.58227539,1580.83959961,474.926330566,LHC.BPM.1R5.B2_D,-4031.80737305,-1798.2088623,1620.13830566,748.486450195,266,4,2,0,0,11,311,170
6381,306553,498,36,1510482218,185,1,4,3,32,ACQUIRING,CROSSING,26,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.40649414,-1273.52624512,1372.68139648,477.69039917,LHC.BPM.1R5.B1_D,3530.31640625,-1610.52770996,1428.68603516,566.963378906,LHC.BPM.1L5.B2_D,4012.53222656,-1168.69458008,1581.14624023,477.764221191,LHC.BPM.1R5.B2_D,-4032.34106445,-1793.24755859,1620.50939941,746.10534668,266,4,2,0,0,11,311,170
6381,306553,498,40,1510482219,596,1,4,3,32,ACQUIRING,CROSSING,24,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.35693359,-1273.51965332,1309.05212402,524.200927734,LHC.BPM.1R5.B1_D,3530.25390625,-1610.67944336,1351.94116211,701.886047363,LHC.BPM.1L5.B2_D,4012.73779297,-1165.57727051,1572.96618652,438.580566406,LHC.BPM.1R5.B2_D,-4032.3190918,-1795.82043457,1552.47131348,668.879638672,266,4,2,0,0,11,311,170
6381,306553,498,44,1510482221,110,1,4,3,32,ACQUIRING,CROSSING,23,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.31982422,-1273.6027832,1308.98608398,524.273498535,LHC.BPM.1R5.B1_D,3530.06762695,-1610.65588379,1351.89025879,701.769348145,LHC.BPM.1L5.B2_D,4012.66723633,-1166.70446777,1573.14697266,441.731292725,LHC.BPM.1R5.B2_D,-4032.09838867,-1795.00708008,1552.48828125,666.518371582,266,4,2,0,0,11,311,170
6381,306553,498,48,1510482222,520,1,4,3,32,ACQUIRING,CROSSING,22,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.17602539,-1273.52246094,1372.60681152,477.619018555,LHC.BPM.1R5.B1_D,3530.00830078,-1610.61694336,1428.5435791,567.030944824,LHC.BPM.1L5.B2_D,4012.46923828,-1168.5592041,1580.75830078,476.955322266,LHC.BPM.1R5.B2_D,-4032.34765625,-1793.60412598,1620.51501465,746.719421387,266,4,2,0,0,11,311,170
6381,306553,498,52,1510482224,32,1,4,3,32,ACQUIRING,CROSSING,20,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3410.11035156,-1273.62390137,1308.93493652,524.353515625,LHC.BPM.1R5.B1_D,3529.92016602,-1610.6697998,1351.82080078,701.810668945,LHC.BPM.1L5.B2_D,4012.36523438,-1164.40222168,1573.0670166,438.464355469,LHC.BPM.1R5.B2_D,-4032.04492188,-1796.83520508,1552.24914551,669.064086914,266,4,2,0,0,11,311,170
6381,306553,498,56,1510482225,444,1,4,3,32,ACQUIRING,CROSSING,19,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.91235352,-1273.66674805,1308.82885742,524.372802734,LHC.BPM.1R5.B1_D,3529.66308594,-1610.71875,1351.78015137,701.801269531,LHC.BPM.1L5.B2_D,4012.35107422,-1168.04614258,1573.07519531,441.996612549,LHC.BPM.1R5.B2_D,-4032.15991211,-1793.96850586,1552.3170166,666.229980469,266,4,2,0,0,11,311,170
6381,306553,498,60,1510482226,957,1,4,3,32,ACQUIRING,CROSSING,17,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.47143555,-1273.53479004,1372.20898438,477.529998779,LHC.BPM.1R5.B1_D,3529.22045898,-1610.6965332,1428.03381348,567.061035156,LHC.BPM.1L5.B2_D,4012.39257812,-1168.65319824,1580.77453613,476.763824463,LHC.BPM.1R5.B2_D,-4031.90991211,-1793.47155762,1620.34460449,746.904418945,266,4,2,0,0,11,311,170
6381,306553,498,64,1510482228,369,1,4,3,32,ACQUIRING,CROSSING,16,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.34057617,-1273.51940918,1372.2310791,477.620391846,LHC.BPM.1R5.B1_D,3529.25708008,-1610.85766602,1428.15429688,567.079223633,LHC.BPM.1L5.B2_D,4011.59765625,-1163.72229004,1580.34887695,476.472961426,LHC.BPM.1R5.B2_D,-4031.34814453,-1797.33935547,1620.0723877,747.023864746,266,4,2,0,0,11,311,170
6381,306553,499,4,1510482229,783,1,4,3,32,ACQUIRING,CROSSING,14,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3409.17626953,-1273.48754883,1308.57336426,524.244689941,LHC.BPM.1R5.B1_D,3528.84643555,-1610.92248535,1351.36437988,701.960083008,LHC.BPM.1L5.B2_D,4011.75170898,-1168.39196777,1572.99572754,442.080566406,LHC.BPM.1R5.B2_D,-4031.54467773,-1793.53674316,1552.30151367,666.161315918,266,4,2,0,0,11,311,170
6381,306553,499,8,1510482231,297,1,4,3,32,ACQUIRING,CROSSING,13,-0.0893137305975,0.00224066292867,-0.135048002005,-0.00224066292867,-0.0946158841252,0.0,-0.159488797188,0.0,-0.0701750740409,0,CROSSING,LHC.BPM.1L5.B1_D,-3408.59692383,-1273.58752441,1308.47277832,524.287658691,LHC.BPM.1R5.B1_D,3528.31494141,-1610.7845459,1351.29858398,701.917053223,LHC.BPM.1L5.B2_D,4011.2109375,-1163.90124512,1572.68762207,438.427734375,LHC.BPM.1R5.B2_D,-4030.95043945,-1797.26525879,1551.96105957,669.075622559,266,4,2,0,0,11,311,170
