sec bpm_5LDOROS_B1hPos bpm_5LDOROS_B1vPos bpm_5LDOROS_B2hPos bpm_5LDOROS_B2vPos bpm_5RDOROS_B1hPos bpm_5RDOROS_B1vPos bpm_5RDOROS_B2hPos bpm_5RDOROS_B2vPos
1501214335 622.414 -1248.46 610.761 -1184.4 -327.705 -1808.83 72.9361 -1572.14
1501214336 622.477 -1248.33 610.527 -1184.53 -327.575 -1808.87 72.9765 -1572.29
1501214337 622.509 -1248.25 610.389 -1184.45 -327.5 -1808.87 72.9193 -1572.23
1501214339 622.339 -1248.3 610.439 -1184.19 -327.478 -1808.84 72.9871 -1572.31
1501214340 622.392 -1248.33 610.686 -1184.31 -327.523 -1808.81 72.9245 -1572.17
1501214342 622.25 -1248.42 610.942 -1184.38 -327.736 -1808.89 72.5996 -1571.93
1501214343 622.203 -1248.48 611.025 -1184.11 -327.957 -1808.85 72.729 -1571.93
1501214356 660.656 -1248.51 569.604 -1184.36 -286.318 -1808.47 32.9945 -1572
1501214358 660.596 -1248.57 570.026 -1184.41 -286.459 -1808.51 32.9514 -1571.79
1501214359 660.568 -1248.61 570.087 -1184.21 -286.478 -1808.55 32.8969 -1571.88
1501214361 660.674 -1248.55 570.307 -1184.46 -286.577 -1808.55 33.123 -1571.74
1501214362 660.757 -1248.45 570.181 -1184.44 -286.46 -1808.61 33.1795 -1571.72
1501214364 661.051 -1248.42 569.845 -1184.02 -286.129 -1808.77 33.339 -1571.82
1501214365 661.054 -1248.45 569.761 -1184.13 -286 -1808.74 33.4282 -1571.98
1501214378 700.358 -1248.39 529.096 -1184.25 -244.883 -1808.4 -6.94952 -1571.8
1501214380 700.256 -1248.37 528.67 -1184.03 -244.73 -1808.3 -7.40566 -1572.07
1501214381 700.264 -1248.36 528.459 -1184.18 -244.628 -1808.42 -7.61003 -1572.15
1501214383 700.392 -1248.23 528.506 -1184.34 -244.839 -1808.49 -7.64511 -1572.13
1501214384 700.208 -1248.23 528.411 -1184.21 -244.872 -1808.41 -7.73592 -1572.02
1501214386 699.931 -1248.22 528.522 -1183.83 -245.151 -1808.4 -7.76564 -1571.8
1501214387 699.782 -1248.41 528.773 -1184.03 -245.194 -1808.39 -7.91318 -1571.76
1501214400 741.401 -1248.65 486.611 -1184.19 -202.379 -1808.08 -48.8745 -1571.9
1501214402 741.479 -1248.67 487.091 -1184 -202.513 -1808.18 -48.9303 -1571.89
1501214403 741.151 -1248.55 487.39 -1184.19 -202.706 -1808.13 -48.8517 -1571.65
1501214404 741.116 -1248.64 487.425 -1184.2 -202.82 -1807.97 -48.7272 -1571.62
1501214406 741.054 -1248.54 487.399 -1183.89 -202.916 -1808.12 -48.584 -1571.9
1501214407 741.167 -1248.52 487.382 -1183.82 -202.838 -1808.13 -48.7522 -1571.97
1501214409 741.056 -1248.52 487.031 -1184.22 -202.668 -1808.05 -48.8458 -1571.9
1501214422 782.136 -1248.45 444.91 -1183.94 -160.391 -1807.57 -90.684 -1571.72
1501214423 782.225 -1248.58 444.832 -1184.06 -160.161 -1807.66 -90.7134 -1571.8
1501214425 782.248 -1248.52 444.481 -1184.37 -160.048 -1807.74 -90.7117 -1571.75
1501214426 782.278 -1248.59 444.433 -1184.03 -159.992 -1807.72 -90.7845 -1571.81
1501214428 782.262 -1248.58 444.574 -1184.06 -160.046 -1807.73 -91.0307 -1571.79
1501214429 782.322 -1248.72 444.518 -1184.23 -159.985 -1807.63 -91.0236 -1571.6
1501214431 782.015 -1248.68 444.901 -1184.21 -160.449 -1807.6 -90.7634 -1571.45
1501214444 822.987 -1248.7 403.892 -1184.09 -119.139 -1807.22 -131.247 -1571.55
1501214445 822.898 -1248.67 404.18 -1184.2 -119.235 -1807.23 -131.188 -1571.46
1501214447 822.801 -1248.88 404.226 -1183.8 -119.232 -1807.19 -131.218 -1571.59
1501214448 822.92 -1248.72 404.412 -1183.71 -119.092 -1807.21 -131.063 -1571.59
1501214450 822.795 -1248.71 404.406 -1184.11 -119.133 -1807.36 -130.795 -1571.45
1501214451 823.028 -1248.79 404.28 -1184.05 -119.061 -1807.36 -130.907 -1571.43
1501214453 823.197 -1248.75 404.125 -1183.92 -118.927 -1807.35 -130.97 -1571.46
1501214466 863.394 -1248.81 362.951 -1184.17 -78.1751 -1807.07 -171.01 -1571.29
1501214467 863.446 -1248.72 363.016 -1184.24 -78.0983 -1807.09 -170.987 -1571.22
1501214469 863.501 -1248.79 362.582 -1184.07 -78.114 -1807.07 -170.929 -1571.47
1501214470 863.518 -1248.75 362.422 -1184.15 -78.1508 -1807.07 -171.102 -1571.71
1501214471 863.63 -1248.75 362.443 -1184.24 -78.1971 -1807.08 -171.165 -1571.72
1501214473 863.691 -1248.77 362.627 -1184.37 -78.0959 -1806.96 -171.308 -1571.57
1501214474 863.59 -1248.85 362.822 -1184.02 -78.233 -1807.06 -171.27 -1571.54
1501214530 741.051 -1372.67 484.01 -1060.14 -201.82 -1927.48 -49.0781 -1449.52
1501214531 740.948 -1372.69 484.066 -1060.08 -201.906 -1927.48 -49.1119 -1449.56
1501214533 740.884 -1372.8 484.073 -1059.92 -202.048 -1927.56 -49.2759 -1449.44
1501214534 740.88 -1372.76 484.044 -1059.96 -201.999 -1927.47 -49.4179 -1449.44
1501214536 740.816 -1372.79 484.108 -1060.18 -201.992 -1927.41 -49.5213 -1449.34
1501214537 740.812 -1372.83 484.114 -1059.85 -202.103 -1927.52 -49.359 -1449.41
1501214539 740.829 -1372.74 484.061 -1059.93 -202.003 -1927.62 -49.2383 -1449.44
1501214552 741.631 -1332 485.042 -1099.99 -202.557 -1890.14 -50.0728 -1489.24
1501214553 741.763 -1331.92 485.014 -1099.72 -202.695 -1890.23 -49.7964 -1489.35
1501214555 741.622 -1331.96 484.937 -1099.86 -202.625 -1890.12 -49.736 -1489.32
1501214556 741.656 -1331.91 484.801 -1100.16 -202.275 -1889.97 -49.8144 -1489.28
1501214557 741.569 -1331.91 484.78 -1099.96 -202.373 -1890.07 -49.687 -1489.35
1501214559 741.902 -1331.85 484.803 -1099.94 -202.409 -1890.16 -49.9387 -1489.36
1501214560 741.827 -1331.88 484.82 -1100.05 -202.34 -1889.99 -50.1364 -1489.15
1501214574 742.299 -1290.84 485.328 -1140.39 -202.802 -1850.4 -50.929 -1530.6
1501214575 742.127 -1290.89 485.249 -1140.63 -202.449 -1850.56 -51.1597 -1530.4
1501214576 742.288 -1290.87 485.428 -1140.83 -202.698 -1850.43 -50.9513 -1530.37
1501214578 742.269 -1290.78 485.223 -1140.58 -202.776 -1850.38 -50.9848 -1530.47
1501214579 742.055 -1290.88 485.084 -1140.6 -202.842 -1850.3 -51.1742 -1530.54
1501214581 742.226 -1290.89 485.057 -1141.06 -202.549 -1850.17 -51.2391 -1530.3
1501214582 742.535 -1290.87 484.997 -1141.09 -202.642 -1850.26 -50.8994 -1530.37
1501214595 743.65 -1249.31 486.601 -1182.59 -202.464 -1809.61 -50.7546 -1571.63
1501214597 743.398 -1249.26 486.237 -1182.45 -202.996 -1809.39 -50.9543 -1571.95
1501214598 743.176 -1249.13 486.011 -1182.64 -203.179 -1809.33 -51.4287 -1571.88
1501214600 742.837 -1249.32 485.76 -1183.07 -203.527 -1808.99 -52.0213 -1571.89
1501214601 742.977 -1249.39 485.929 -1182.88 -203.521 -1808.97 -51.8367 -1572.05
1501214603 742.939 -1249.3 486.156 -1182.2 -203.608 -1809.21 -51.7873 -1572.04
1501214604 742.752 -1249.36 486.186 -1182.51 -203.595 -1809.22 -51.9711 -1571.91
1501214619 743.15 -1207.62 491.694 -1224.03 -206.247 -1768.38 -47.2467 -1613.51
1501214620 744.444 -1207.12 490.85 -1223.71 -206.422 -1768.86 -46.8241 -1613.7
1501214622 744.312 -1207.83 487.87 -1224.55 -203.379 -1768.13 -51.4512 -1613.62
1501214623 744.054 -1208.34 487.282 -1224.93 -203.165 -1767.76 -52.4086 -1613.83
1501214624 744.391 -1208.32 486.64 -1224.98 -203.065 -1767.77 -52.7324 -1613.83
1501214626 744.455 -1207.77 485.473 -1225.25 -202.951 -1768.04 -51.3371 -1613.82
1501214640 744.499 -1167.59 485.972 -1267.34 -203.498 -1726.63 -54.3163 -1654.19
1501214642 744.939 -1167.22 486.29 -1266.95 -203.993 -1726.7 -53.4032 -1654.15
1501214643 744.742 -1167.16 486.595 -1266.91 -203.847 -1726.75 -52.9615 -1654.18
1501214645 744.406 -1167.12 487.411 -1267.34 -203.809 -1726.64 -52.271 -1654.1
1501214646 744.436 -1167.31 487.849 -1267.35 -204.392 -1726.71 -52.1568 -1654.11
1501214648 744.595 -1167.51 488.188 -1266.65 -204.699 -1726.58 -53.1177 -1654.18
1501214662 745.413 -1127.04 489.638 -1307.48 -205.222 -1686.68 -52.1057 -1694.47
1501214664 745.154 -1127.13 489.527 -1307.47 -205.218 -1686.5 -52.8928 -1694.42
1501214665 745.053 -1127.39 489.301 -1307.51 -205.215 -1686.39 -53.3615 -1694.52
1501214667 745.344 -1127.44 488.716 -1307.59 -205.093 -1686.49 -53.7992 -1694.53
1501214668 745.263 -1127.25 488.664 -1307.61 -204.954 -1686.52 -53.6636 -1694.54
1501214670 745.185 -1127.14 488.167 -1307.68 -204.172 -1686.59 -53.4259 -1694.5
1501214671 745.181 -1127.16 487.862 -1307.78 -204.044 -1686.53 -53.416 -1694.69
1501228804 741.378 -1245.36 490.363 -1174.79 -207.058 -1816.59 -58.0211 -1579.51
1501228805 741.46 -1245.27 490.432 -1174.86 -207.011 -1816.71 -58.093 -1579.43
1501228807 741.47 -1245.21 490.264 -1174.98 -207.194 -1816.71 -57.8242 -1579.5
1501228808 741.403 -1245.21 490.262 -1174.92 -206.994 -1816.75 -57.8736 -1579.53
1501228810 741.254 -1245.22 490.202 -1175.02 -206.872 -1816.58 -58.0436 -1579.63
1501228811 741.311 -1245.29 490.194 -1174.85 -206.9 -1816.58 -58.1209 -1579.61
1501228813 741.203 -1245.41 490.361 -1174.75 -206.577 -1816.5 -58.3528 -1579.7
1501228814 741.306 -1245.42 490.115 -1174.89 -206.754 -1816.57 -58.1863 -1579.67
1501228816 741.244 -1245.32 490.241 -1174.86 -206.874 -1816.61 -58.1307 -1579.67
1501228817 741.232 -1245.33 490.254 -1174.69 -206.731 -1816.57 -58.2099 -1579.67
1501228818 741.147 -1245.3 490.258 -1174.67 -206.797 -1816.57 -58.2755 -1579.6
1501228820 741.337 -1245.52 490.183 -1174.81 -206.949 -1816.45 -58.288 -1579.71
1501228821 741.271 -1245.38 490.286 -1174.78 -206.933 -1816.59 -58.3992 -1579.55
1501228823 741.141 -1245.34 490.324 -1174.73 -206.76 -1816.51 -58.3501 -1579.7
1501228824 741.191 -1245.08 490.261 -1174.85 -206.751 -1816.54 -58.3647 -1579.62
1501228826 741.26 -1245.31 490.412 -1174.79 -206.882 -1816.32 -58.2136 -1579.83
1501228827 741.161 -1245.21 490.499 -1174.98 -207 -1816.4 -58.1707 -1579.62
1501228829 741.127 -1245.34 490.645 -1175.13 -207.113 -1816.4 -58.0687 -1579.57
1501228830 741.383 -1245.3 490.753 -1175.09 -207.021 -1816.27 -58.2923 -1579.51
1501228832 741.328 -1245.39 490.931 -1174.96 -206.961 -1816.34 -58.1857 -1579.56
1501228833 741.308 -1245.4 490.862 -1175.06 -206.937 -1816.46 -58.2487 -1579.41
1501228894 448.697 -1245.42 784.929 -1175.94 -498.685 -1819.3 229.269 -1579.89
1501228896 448.594 -1245.51 785.335 -1175.87 -498.776 -1819.26 229.349 -1579.95
1501228897 448.652 -1245.28 785.321 -1175.57 -499.024 -1819.39 229.447 -1579.85
1501228899 448.387 -1245.15 785.3 -1175.74 -499.001 -1819.32 229.081 -1579.85
1501228900 448.2 -1245.22 785.411 -1175.77 -499.114 -1819.27 229.243 -1579.88
1501228902 448.164 -1245.25 785.696 -1175.73 -499.196 -1819.54 229.339 -1579.91
1501228903 448.194 -1245.22 785.874 -1175.61 -499.324 -1819.44 229.344 -1579.86
1501228905 448.117 -1245.08 785.62 -1175.61 -499.432 -1819.39 229.117 -1579.8
1501228906 448.04 -1245.2 785.543 -1175.75 -499.478 -1819.23 228.986 -1579.88
1501228907 447.987 -1245.1 785.573 -1175.7 -499.652 -1819.2 229.012 -1580.01
1501228909 447.859 -1245.06 785.489 -1175.75 -499.568 -1818.99 228.9 -1579.78
1501228910 447.97 -1245.05 785.305 -1175.77 -499.433 -1819.07 228.91 -1579.81
1501228912 448.158 -1245 785.348 -1175.78 -499.409 -1819.04 228.92 -1579.92
1501228913 448.183 -1245.19 785.343 -1175.86 -499.427 -1818.92 228.789 -1579.94
1501228915 448.143 -1245.08 785.265 -1175.97 -499.405 -1818.89 228.552 -1579.79
1501228916 448.21 -1245.09 785.47 -1175.58 -499.436 -1819.06 228.808 -1579.78
1501228918 448.308 -1245.03 785.152 -1175.86 -499.233 -1818.98 229.024 -1579.76
1501228919 448.281 -1245.18 785.052 -1175.83 -499.23 -1818.95 229.095 -1579.77
1501228920 448.199 -1245.19 785.168 -1175.82 -499.105 -1819 228.795 -1579.82
1501228922 448.284 -1245.22 785.084 -1175.8 -499.19 -1819.03 228.859 -1579.87
1501228932 471.907 -1245.35 761.608 -1175.92 -476.468 -1818.61 206.72 -1579.93
1501228934 472.619 -1245.29 760.659 -1175.95 -475.613 -1818.78 206.018 -1579.92
1501228935 472.677 -1245.36 760.656 -1175.9 -475.603 -1818.77 206.1 -1580.02
1501228936 472.783 -1245.36 760.732 -1175.85 -475.658 -1818.79 206.18 -1579.89
1501228938 472.739 -1245.47 760.55 -1175.74 -475.715 -1818.72 206.079 -1580.04
1501228939 472.597 -1245.42 760.655 -1175.65 -475.608 -1818.7 205.868 -1580.11
1501228941 472.758 -1245.39 760.541 -1175.76 -475.55 -1818.77 205.986 -1580.11
1501228942 472.784 -1245.32 760.32 -1175.58 -475.67 -1818.78 206.214 -1579.98
1501228944 472.759 -1245.34 760.434 -1175.64 -475.716 -1818.64 206.213 -1580.02
1501228945 472.761 -1245.31 760.471 -1175.69 -475.678 -1818.73 206.171 -1580.03
1501228947 472.719 -1245.19 760.765 -1175.7 -475.703 -1818.89 206.352 -1579.92
1501228948 472.801 -1245.25 760.722 -1175.69 -475.636 -1818.97 206.179 -1579.91
1501228950 473.101 -1245.14 760.627 -1175.62 -475.595 -1818.97 205.83 -1579.91
1501228951 473.382 -1245.12 760.642 -1175.43 -475.562 -1819.06 205.359 -1579.81
1501228953 473.507 -1245.08 760.817 -1175.17 -475.835 -1819.33 205.317 -1579.94
1501228954 473.634 -1245.06 761.64 -1174.85 -476.212 -1819.51 206.362 -1580.46
1501228955 473.46 -1244.87 761.928 -1174.79 -476.163 -1819.6 207.155 -1580.45
1501228957 473.498 -1244.37 763.753 -1174.34 -476.943 -1819.75 209.397 -1580.57
1501228958 473.317 -1244.2 764.507 -1174 -477.496 -1819.81 210.144 -1580.7
1501228960 472.77 -1244.62 766.161 -1173.56 -478.532 -1819.52 210.124 -1580.41
1501228961 472.595 -1244.94 766.786 -1173.49 -478.937 -1819.43 209.766 -1580.2
1501228972 497.833 -1245.25 736.936 -1174.96 -451.485 -1818.8 181.937 -1580.01
1501228973 497.825 -1245.52 735.9 -1175.5 -451.39 -1818.75 181.83 -1579.81
1501228974 497.652 -1245.52 735.622 -1175.67 -451.042 -1818.59 181.636 -1579.61
1501228976 497.444 -1245.6 735.321 -1175.9 -450.764 -1818.51 181.148 -1579.56
1501228977 497.426 -1245.64 735.45 -1175.98 -450.863 -1818.57 181.143 -1579.58
1501228979 497.441 -1245.3 734.93 -1175.91 -450.724 -1818.74 181.355 -1579.68
1501228980 497.504 -1245.38 735.067 -1175.92 -450.575 -1818.71 181.366 -1579.74
1501228982 497.689 -1245.23 734.648 -1176.02 -450.581 -1818.71 181.699 -1579.93
1501228983 497.758 -1245.27 734.968 -1175.95 -450.689 -1818.77 181.861 -1579.89
1501228985 497.765 -1245.06 735.599 -1175.73 -451.319 -1818.97 182.398 -1579.88
1501228986 497.93 -1244.89 736.122 -1175.67 -451.235 -1819.03 182.216 -1579.74
1501228988 497.732 -1245.17 736.474 -1175.69 -451.592 -1818.91 182.597 -1579.91
1501228989 497.596 -1245.1 737.232 -1175.45 -452.067 -1818.77 182.894 -1579.87
1501228990 497.546 -1245.1 737.604 -1175.22 -452.25 -1818.89 183.119 -1579.91
1501228992 497.524 -1244.99 738.178 -1175.2 -452.631 -1818.88 183.636 -1579.9
1501228993 497.553 -1244.98 738.336 -1175.09 -452.742 -1818.88 183.867 -1579.9
1501228995 497.565 -1244.9 738.378 -1174.87 -452.743 -1819.07 184.06 -1579.98
1501228996 497.576 -1244.8 738.352 -1174.75 -452.604 -1819.09 184.108 -1579.99
1501228998 497.724 -1244.94 738.18 -1174.72 -452.486 -1818.92 183.837 -1580.13
1501228999 497.521 -1244.84 738.043 -1174.68 -452.515 -1818.91 183.575 -1580.12
1501229009 521.19 -1244.91 714.178 -1174.77 -429.354 -1818.78 159.894 -1579.75
1501229011 522.047 -1245.01 712.834 -1175.01 -428.344 -1818.64 158.797 -1579.73
1501229012 522.125 -1245.08 712.712 -1175.13 -428.236 -1818.69 158.723 -1579.67
1501229014 522.08 -1245.06 712.998 -1175.2 -427.933 -1818.64 158.867 -1579.64
1501229015 522.065 -1245.27 712.825 -1175.49 -427.86 -1818.56 159.116 -1579.73
1501229017 521.891 -1245.07 712.432 -1175.51 -427.574 -1818.5 158.715 -1579.45
1501229018 521.954 -1245.29 712.492 -1175.62 -427.681 -1818.51 158.355 -1579.33
1501229020 522.012 -1245.31 712.354 -1175.69 -427.649 -1818.48 158.053 -1579.19
1501229021 521.846 -1245.41 711.477 -1176.11 -426.965 -1818.21 157.416 -1579.27
1501229022 521.756 -1245.62 711.029 -1176.26 -426.477 -1818.16 157.201 -1579.37
1501229024 522.154 -1245.21 709.939 -1176.42 -425.797 -1818.43 157.606 -1579.52
1501229025 522.316 -1245.15 709.767 -1176.46 -425.589 -1818.49 157.792 -1579.65
1501229027 522.073 -1245.49 709.806 -1176.6 -425.197 -1818.24 156.732 -1579.5
1501229028 522.087 -1245.47 709.771 -1176.62 -425.252 -1818.28 156.632 -1579.49
1501229030 522.193 -1245.43 710.527 -1176.36 -425.836 -1818.37 157.021 -1579.32
1501229031 522.138 -1245.23 710.711 -1176.18 -426.037 -1818.45 157.115 -1579.24
1501229033 521.858 -1245.25 711.504 -1175.82 -426.401 -1818.41 157.649 -1579.42
1501229034 521.786 -1245.13 711.855 -1175.87 -426.715 -1818.42 158.128 -1579.44
1501229036 521.917 -1245.24 712.402 -1175.3 -427.394 -1818.4 158.535 -1579.46
1501229037 521.893 -1245.15 712.711 -1175.28 -427.541 -1818.45 158.562 -1579.43
1501229039 521.848 -1245.19 712.808 -1175.18 -427.655 -1818.44 158.661 -1579.5
1501229049 546.844 -1245.07 688.628 -1175 -403.644 -1818.02 134.709 -1579.59
1501229050 546.898 -1245.18 688.686 -1175.05 -403.713 -1818.09 134.658 -1579.61
1501229052 547.054 -1245.07 688.893 -1174.99 -403.768 -1818.23 134.9 -1579.57
1501229053 546.993 -1245.06 688.847 -1175.06 -403.712 -1818.28 135.063 -1579.45
1501229055 546.907 -1245.01 688.837 -1175.07 -403.604 -1818.27 135.112 -1579.47
1501229056 546.768 -1245.01 688.855 -1175.09 -403.525 -1818.23 134.983 -1579.51
1501229057 546.85 -1245.12 688.581 -1175.08 -403.654 -1818.21 134.84 -1579.62
1501229059 546.999 -1245.13 688.49 -1175.2 -403.329 -1818.28 134.555 -1579.62
1501229060 547.054 -1245.1 688.532 -1175.18 -403.354 -1818.26 134.76 -1579.66
1501229062 546.738 -1245.03 688.395 -1175.47 -403.485 -1818.18 134.822 -1579.63
1501229063 546.661 -1245.04 688.5 -1175.44 -403.495 -1818.26 134.92 -1579.56
1501229065 546.907 -1245.02 688.691 -1175.34 -403.649 -1818.22 134.879 -1579.59
1501229066 546.945 -1245.05 688.786 -1175.5 -403.79 -1818.28 134.738 -1579.54
1501229068 546.635 -1245.12 689.053 -1175.56 -403.863 -1818.24 134.568 -1579.52
1501229069 546.546 -1245.11 688.984 -1175.37 -403.89 -1818.19 134.792 -1579.44
1501229071 546.614 -1245.08 688.723 -1175.29 -403.856 -1818.15 134.952 -1579.47
1501229072 546.838 -1245.08 688.658 -1175.44 -403.617 -1818.2 134.945 -1579.52
1501229073 546.867 -1245.1 688.558 -1175.35 -403.633 -1818.22 134.898 -1579.6
1501229075 546.778 -1245.23 688.589 -1175.17 -403.792 -1818.13 134.832 -1579.56
1501229076 546.816 -1245.25 688.452 -1175.14 -403.761 -1818.09 134.793 -1579.63
1501229087 570.863 -1245.21 664.379 -1175.07 -379.486 -1818.06 111.18 -1579.57
1501229088 570.955 -1245.22 664.355 -1175.08 -379.197 -1818.11 111.074 -1579.64
1501229090 570.996 -1245.15 664.271 -1175.01 -379.328 -1818.19 111.131 -1579.7
1501229091 571.145 -1245.22 664.439 -1174.85 -379.552 -1818.2 110.946 -1579.57
1501229092 571.13 -1245.21 664.489 -1174.95 -379.555 -1818.1 110.747 -1579.45
1501229094 570.943 -1245.4 664.679 -1175.03 -379.442 -1818.13 110.685 -1579.57
1501229095 570.917 -1245.34 664.774 -1175.16 -379.494 -1818.12 110.834 -1579.5
1501229097 571.053 -1245.17 664.901 -1175.03 -379.382 -1818.11 110.956 -1579.41
1501229098 570.988 -1245.16 664.717 -1175.09 -379.47 -1818.12 110.993 -1579.42
1501229100 570.937 -1245.22 664.42 -1175.24 -379.479 -1818.05 110.802 -1579.38
1501229101 571.059 -1245.15 664.413 -1175.09 -379.42 -1818.06 110.744 -1579.51
1501229103 570.782 -1245.1 664.289 -1175.08 -379.463 -1818.02 110.703 -1579.48
1501229104 570.708 -1244.94 664.158 -1175.17 -379.513 -1818.09 110.798 -1579.44
1501229106 570.54 -1245.04 664.234 -1175.19 -379.667 -1818.07 110.556 -1579.52
1501229107 570.692 -1245.17 664.31 -1175.07 -379.578 -1818.06 110.558 -1579.61
1501229108 570.891 -1245.19 664.462 -1175.03 -379.598 -1818.09 110.526 -1579.56
1501229110 570.816 -1245.23 664.565 -1174.85 -379.648 -1818.35 110.341 -1579.4
1501229111 570.754 -1245.24 664.473 -1175.17 -379.658 -1818.2 110.513 -1579.44
1501229113 570.592 -1245.18 664.355 -1175.16 -379.683 -1817.99 110.624 -1579.46
1501229114 570.661 -1245.25 664.347 -1175.11 -379.657 -1818.07 110.564 -1579.64
1501229116 570.941 -1245.16 664.19 -1175.12 -379.578 -1818.19 110.482 -1579.71
1501229124 592.719 -1245.09 642.328 -1174.96 -357.13 -1817.93 88.9407 -1579.6
1501229126 594.832 -1245.26 640.21 -1174.99 -354.735 -1817.94 86.8288 -1579.65
1501229127 594.655 -1245.25 640.015 -1175.05 -354.821 -1817.9 86.8827 -1579.54
1501229129 594.651 -1245.17 639.921 -1175.1 -354.745 -1817.85 86.8538 -1579.44
1501229130 594.643 -1245.12 639.878 -1175.02 -354.802 -1817.72 86.7915 -1579.56
1501229132 594.66 -1245.21 639.789 -1175.23 -354.813 -1817.74 86.8384 -1579.52
1501229133 594.697 -1245.2 639.975 -1175.02 -354.799 -1817.7 86.7831 -1579.55
1501229135 594.701 -1245.24 639.867 -1174.99 -354.862 -1817.74 86.5393 -1579.49
1501229136 594.677 -1245.31 640.015 -1175.01 -354.931 -1817.66 86.4688 -1579.46
1501229138 594.568 -1245.18 640.093 -1174.93 -355.17 -1817.72 86.6843 -1579.52
1501229139 594.597 -1245.28 640.114 -1175.08 -355.023 -1817.73 86.7104 -1579.5
1501229140 594.595 -1245.15 640.354 -1175.04 -355.156 -1817.89 86.9082 -1579.58
1501229142 594.482 -1245.21 640.1 -1175.16 -355.156 -1817.92 86.7559 -1579.49
1501229143 594.572 -1245.11 640.183 -1175.15 -355.337 -1818.01 86.7751 -1579.56
1501229145 594.641 -1245.35 640.197 -1175.1 -355.025 -1817.97 86.5915 -1579.7
1501229146 594.583 -1245.3 640.047 -1175.23 -355.07 -1817.98 86.7049 -1579.71
1501229148 594.698 -1245.25 640.007 -1175.07 -354.946 -1818.06 87.0107 -1579.71
1501229149 594.714 -1245.24 640.143 -1175.04 -354.892 -1817.95 86.8081 -1579.71
1501229151 594.731 -1245.31 640.167 -1175.15 -354.976 -1817.94 86.6252 -1579.66
1501229152 594.605 -1245.33 640.322 -1175.11 -355.017 -1817.96 86.5439 -1579.62
1501229154 594.727 -1245.35 640.487 -1174.91 -355.022 -1817.95 86.4577 -1579.63
1501229164 618.439 -1245.3 615.939 -1175.31 -329.96 -1817.93 62.8913 -1579.68
1501229165 618.505 -1245.34 615.972 -1175.4 -329.678 -1817.78 63.0513 -1579.64
1501229167 618.701 -1245.31 615.978 -1175.17 -329.631 -1817.84 63.0252 -1579.57
1501229168 618.742 -1245.22 616.072 -1175.24 -329.596 -1817.81 62.9752 -1579.62
1501229170 618.449 -1245.31 616.03 -1175.38 -329.786 -1817.76 62.9098 -1579.52
1501229171 618.372 -1245.23 615.801 -1175.44 -329.814 -1817.76 62.7287 -1579.48
1501229173 618.564 -1245.19 616.044 -1175.04 -329.884 -1817.8 62.8473 -1579.59
1501229174 618.574 -1245.17 615.881 -1175.07 -329.9 -1817.84 63.0403 -1579.59
1501229175 618.589 -1245.07 615.935 -1175.13 -329.987 -1817.77 63.0553 -1579.57
1501229177 618.328 -1245.17 616.1 -1175.11 -330.235 -1817.79 62.7683 -1579.67
1501229178 618.508 -1245.18 616.178 -1175.14 -330.261 -1817.71 62.689 -1579.75
1501229180 618.551 -1245.26 616.231 -1174.97 -330.372 -1817.69 62.3911 -1579.87
1501229181 618.449 -1245.2 616.24 -1174.94 -330.431 -1817.77 62.4225 -1579.91
1501229183 618.392 -1245.21 616.159 -1175.08 -330.57 -1817.69 62.3128 -1580
1501229184 618.281 -1245.18 616.197 -1175.04 -330.467 -1817.62 62.2061 -1580.05
1501229186 618.466 -1245.36 615.972 -1174.9 -330.569 -1817.71 62.2033 -1580.02
1501229187 618.46 -1245.35 615.997 -1174.92 -330.38 -1817.75 62.1996 -1580
1501229189 618.522 -1245.42 615.887 -1174.9 -330.214 -1817.6 62.1289 -1579.78
1501229190 618.481 -1245.43 615.803 -1174.98 -330.229 -1817.59 62.2703 -1579.82
1501229191 618.46 -1245.38 615.835 -1174.96 -330.274 -1817.67 62.4145 -1579.79
1501229193 618.455 -1245.3 615.632 -1174.91 -330.156 -1817.71 62.5501 -1579.68
1501229202 641.468 -1245.15 591.816 -1174.93 -305.771 -1817.56 39.1598 -1579.56
1501229203 641.964 -1245.24 591.343 -1174.99 -305.239 -1817.63 38.5182 -1579.47
1501229205 642.027 -1245.33 591.328 -1174.92 -305.339 -1817.52 38.4457 -1579.45
1501229206 642.078 -1245.36 591.288 -1175 -305.476 -1817.58 38.5145 -1579.49
1501229208 642.122 -1245.28 591.43 -1174.91 -305.42 -1817.62 38.4428 -1579.52
1501229209 641.979 -1245.24 591.619 -1174.99 -305.47 -1817.55 38.4272 -1579.55
1501229210 641.956 -1245.31 591.635 -1174.95 -305.535 -1817.66 38.512 -1579.6
1501229212 641.983 -1245.16 591.514 -1175.08 -305.719 -1817.64 38.6079 -1579.59
1501229213 642.01 -1245.18 591.519 -1174.98 -305.696 -1817.55 38.5222 -1579.58
1501229215 642.044 -1245.22 591.453 -1174.93 -305.459 -1817.5 38.3317 -1579.54
1501229216 642.026 -1245.22 591.43 -1174.87 -305.65 -1817.51 38.4924 -1579.47
1501229218 642.137 -1245.12 591.489 -1174.93 -305.464 -1817.44 38.5752 -1579.55
1501229219 642.084 -1245.11 591.502 -1174.93 -305.426 -1817.54 38.6599 -1579.47
1501229221 642.122 -1245.04 591.613 -1174.96 -305.519 -1817.59 38.6897 -1579.54
